,Frequency,Signal Run 0,Background Run 0
0,3.0,2.684463284745541,2.6843951948241065
1,3.0015151515151515,2.6843219513076897,2.684263075389401
2,3.003030303030303,2.6841840535998434,2.684119867917025
3,3.0045454545454544,2.6840625536941816,2.684012267100854
4,3.006060606060606,2.683968071119748,2.6839373057194726
5,3.007575757575758,2.6839132556096126,2.683905134793296
6,3.0090909090909093,2.6839146611355047,2.6839313712767607
7,3.0106060606060607,2.6839537035216163,2.6839966501463524
8,3.012121212121212,2.6840378789061035,2.6841030016061658
9,3.0136363636363637,2.684173590240297,2.684233247006315
10,3.015151515151515,2.6843147675085772,2.6843775476654916
11,3.0166666666666666,2.6844398593137817,2.6844885842116994
12,3.018181818181818,2.6845612030499524,2.684593373976144
13,3.0196969696969695,2.6846211721550914,2.6846264819196013
14,3.021212121212121,2.684637569957287,2.6846397563309257
15,3.022727272727273,2.6846058675397453,2.684575882987182
16,3.0242424242424244,2.684538714635566,2.6844826497690657
17,3.025757575757576,2.6844120611349163,2.6843475631130054
18,3.0272727272727273,2.6842777553265806,2.6842015445888343
19,3.028787878787879,2.6841373589060242,2.684090508042664
20,3.0303030303030303,2.684033037650275,2.6839705698324607
21,3.0318181818181817,2.68394417717943,2.6839155981527894
22,3.033333333333333,2.6839101322187178,2.6839096637100748
23,3.0348484848484847,2.683909507540532,2.6839433963316823
24,3.036363636363636,2.68397947149646,2.6840447503660596
25,3.037878787878788,2.6840864476344457,2.6841481346045337
26,3.0393939393939395,2.6842124764568833,2.6842840021082957
27,3.040909090909091,2.6843574017942506,2.684417683238455
28,3.0424242424242425,2.6844835867862735,2.6845332487014613
29,3.043939393939394,2.6845771323434957,2.68461882961192
30,3.0454545454545454,2.6846258572414334,2.6846286682932385
31,3.046969696969697,2.68463350954914,2.684618829611949
32,3.0484848484848484,2.684578537869439,2.6845457422650747
33,3.05,2.6845002969276037,2.684447355451989
34,3.0515151515151513,2.6843727064096803,2.684295558654657
35,3.053030303030303,2.6842237206641557,2.6841623460331476
36,3.0545454545454547,2.6840983165198873,2.6840508409783563
37,3.056060606060606,2.6839938390945997,2.683955421386646
38,3.0575757575757576,2.6839227819518263,2.6839106007273523
39,3.059090909090909,2.6839112254055215,2.6839087266928083
40,3.0606060606060606,2.683934494667653,2.6839630736942883
41,3.062121212121212,2.6840167960175987,2.6840708306799996
42,3.0636363636363635,2.6841375150755065,2.6841938922810855
43,3.065151515151515,2.6842613575243375,2.684339442296623
44,3.0666666666666664,2.6844028471317234,2.6844610983718513
45,3.0681818181818183,2.684518724933811,2.6845676060012758
46,3.06969696969697,2.6845963411974902,2.6846322601927612
47,3.0712121212121213,2.684640381009089,2.684633041040502
48,3.0727272727272728,2.6846264819196324,2.684594779502079
49,3.074242424242424,2.684553863081388,2.6845013901144075
50,3.0757575757575757,2.6844614107109983,2.684390041229124
51,3.077272727272727,2.684327104902667,2.6842616698634902
52,3.0787878787878786,2.6841849906171147,2.684130643615604
53,3.08030303030303,2.684062397524641,2.6840071135058823
54,3.0818181818181816,2.683967914950209,2.6839318397854157
55,3.0833333333333335,2.683908414353736,2.6839174721873067
56,3.084848484848485,2.6839112254055264,2.6839240313081763
57,3.0863636363636364,2.683962917524748,2.6839935267554624
58,3.087878787878788,2.6840438133487847,2.684114558152465
59,3.0893939393939394,2.6841699983407707,2.6842404308053656
60,3.090909090909091,2.6843111756090448,2.6843856684818146
61,3.0924242424242423,2.6844439197219487,2.684502170962075
62,3.0939393939393938,2.6845477724691054,2.68459134377206
63,3.0954545454545452,2.684618204933735,2.6846392878222685
64,3.0969696969696967,2.6846428797218094,2.6846296053105196
65,3.0984848484848486,2.6846080539133674,2.6845705732226626
66,3.1,2.6845273142588035,2.6844757783090962
67,3.1015151515151516,2.6844072198790276,2.68434319036575
68,3.103030303030303,2.684272757901156,2.6842052926579063
69,3.1045454545454545,2.684145948230974,2.684084729769509
70,3.106060606060606,2.6840214811039758,2.6839916527209713
71,3.1075757575757574,2.683953235013014,2.6839238751386376
72,3.109090909090909,2.6839006058765045,2.6839056033019224
73,3.1106060606060604,2.6839151296441366,2.6839444895184945
74,3.112121212121212,2.683982126378717,2.6840386597538233
75,3.1136363636363638,2.6840764527836,2.6841489154522598
76,3.1151515151515152,2.684217786221404,2.6842958709936813
77,3.1166666666666667,2.6843575579637893,2.684417214729817
78,3.118181818181818,2.68447780851312,2.6845371529400746
79,3.1196969696969696,2.6845808804125753,2.684617736425107
80,3.121212121212121,2.684625388732793,2.6846313231754957
81,3.1227272727272726,2.684636945279114,2.6846238270373757
82,3.124242424242424,2.6845835352948737,2.6845482409777985
83,3.1257575757575755,2.6844929569590064,2.684434861888411
84,3.127272727272727,2.6843748927833015,2.684300868419174
85,3.128787878787879,2.684233559345469,2.6841662502717627
86,3.1303030303030304,2.6841048756407537,2.684040221449325
87,3.131818181818182,2.6839957131291294,2.683951985656656
88,3.1333333333333333,2.6839226257822864,2.6839118500837094
89,3.1348484848484848,2.683907789675547,2.683924187477717
90,3.1363636363636362,2.683941366127602,2.6839629175247492
91,3.1378787878787877,2.6840142973048824,2.684057868607797
92,3.139393939393939,2.6841172130347166,2.6841971718415234
93,3.1409090909090907,2.6842674481365725,2.6843369435839057
94,3.1424242424242426,2.6844012854362735,2.684466876644998
95,3.143939393939394,2.6845093547611336,2.684566825153555
96,3.1454545454545455,2.6845914999416047,2.6846296053104988
97,3.146969696969697,2.684637726126821,2.684633665718673
98,3.1484848484848484,2.6846228900201,2.6846011824534055
99,3.15,2.684558391998183,2.6845123219825293
