,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9,Signal Run 10,Background Run 10,Signal Run 11,Background Run 11,Signal Run 12,Background Run 12,Signal Run 13,Background Run 13
13,3.526,3.6555016099625504,3.6554244621445062,3.58566060879159,3.5849116189131838,3.626279435157027,3.6243148192256496,3.621559981819033,3.620560495330616,3.465158777806784,3.466102666438568,3.4909586681916998,3.4892258084784764,3.487736852765055,3.487481358997576,3.535396123034772,3.5392619502270803,3.36677840501317,3.369275558800697,3.334376621825161,3.329720265765623,3.3354273261425478,3.33846763790745,3.3143225549081383,3.3101943655246804,3.3287457653413495,3.327432690403407,3.3196026509207606,3.32012425785783
14,3.528,3.5932617135280593,3.5892515865741768,3.576048672558978,3.5759059330909193,3.6211873631171883,3.6186833365494575,3.6338346124700314,3.6326564674155737,3.5980554927675894,3.5998192739143744,3.546923631403054,3.547129776120815,3.5449499671491767,3.543134337018262,3.4748013255179386,3.471396825391796,3.5357425013225035,3.5314000442385263,3.4179102415242237,3.412335293956379,3.3841519637694657,3.3816126440476535,3.351209211416371,3.3510902099123223,3.3045147832351867,3.3026551158206883,3.2935104445547094,3.291982480246243
15,3.5300000000000002,3.6068715882504576,3.6097794698011008,3.5717158983099995,3.567831330953513,3.68162913444225,3.6742782215090664,3.501372400802354,3.497428802970929,3.6369439522309515,3.634722280664192,3.5979664739140835,3.5952044545590502,3.507326173224729,3.5054552601047617,3.487171519700302,3.4880460708834926,3.4554918646583785,3.4551336112792677,3.3948633362240126,3.3944772842928295,3.2431794528719764,3.2414856375944407,3.2494537286869796,3.2499987620146333,3.3564124805812363,3.3523505057756613,3.2633147241589344,3.2617177336554066
16,3.532,3.627769294326589,3.6292438505640803,3.5251323347616306,3.525246025511143,3.567387182235642,3.5695035947127454,3.6131418013996712,3.610770831818598,3.6364632627225797,3.634246900998184,3.5597935831853573,3.56129562317458,3.461240474889467,3.4660873590541894,3.490272433157241,3.4871015624967896,3.407833233956687,3.413069605113277,3.4489336698717215,3.449509936663495,3.315686857829594,3.3100388246018952,3.289696464069658,3.2882956219131554,3.2831613901082894,3.28014887682261,3.3113337809832335,3.308398726973518
17,3.534,3.6140800719244197,3.608443903672179,3.5547314927173157,3.553245068577669,3.649678667791206,3.647324875492843,3.582722745454661,3.581219767692475,3.564214757690475,3.564389043580448,3.4745068045557645,3.4733014872867627,3.482404285236833,3.4797444014838055,3.4961006810461006,3.492665571225315,3.442833064558374,3.4447998665237693,3.4409618280439807,3.4430545025913135,3.373517432934821,3.3674920930740253,3.3408239241724287,3.339249733294123,3.327314621000463,3.3261258575073294,3.2899313523322355,3.292975412449355
18,3.536,3.625956472982113,3.6251928022675934,3.6063799650046593,3.6027693200192727,3.5890622970762096,3.5912808449754117,3.541380862553414,3.540386685506618,3.579060557854001,3.5762173302338245,3.5635004322539587,3.5687090073445287,3.4889056322946117,3.488020150140541,3.539883814421852,3.537927631208835,3.432049233352429,3.434997404533206,3.4231669148690527,3.421930987658868,3.3707354296219125,3.3709587516970942,3.3273855228573455,3.3283665808542553,3.281484753505827,3.277671089550252,3.281484753505827,3.277671089550252
19,3.5380000000000003,3.575842216776472,3.576384751684678,3.6312015897920755,3.629860091981054,3.5968651677674197,3.6002749785006762,3.58468642109303,3.584127333799897,3.6573138042385085,3.653739702325256,3.658989513067242,3.655784907914691,3.551686186279477,3.5520391299277363,3.51764679697109,3.5168128498007833,3.4713562067068993,3.473901461969203,3.3954658487828984,3.3979783072601295,3.3388127749998437,3.3383795603627324,3.3367516504467822,3.3364652353732898,3.34322238267654,3.344748785404885,3.34322238267654,3.344748785404885
20,3.54,3.5504859081712548,3.549199070304198,3.6504926255989085,3.651729490232975,3.621982891320602,3.622579771871391,3.62794107802005,3.6249547993267797,3.586344338860352,3.5859167455907928,3.396867328999637,3.39744546901772,3.458237019185335,3.4584188012725927,3.617447416477439,3.6154418846690874,3.496535460774056,3.49603540481833,3.3794806223783316,3.379298529224677,3.2928211173140327,3.2912522365567964,3.329423242778241,3.3286430201893045,3.2261697687357884,3.23084080388402,3.2261697687357884,3.23084080388402
21,3.542,3.5463411245952328,3.548892626292819,3.63935272124541,3.6359788293932995,3.6218704582025483,3.624123676901597,3.6277183827215342,3.628863732061796,3.6059982900251715,3.609847562597377,3.4253988924040524,3.427682717509843,3.4810740316247135,3.483283521832314,3.4877552886007073,3.484932988754389,3.431106273977503,3.4327910321580632,3.4411835917115177,3.4380239654706974,3.39145790654567,3.3897041204345206,3.294016122368458,3.2975283785947895,3.2864928026801463,3.2862229409869497,3.2864928026801463,3.2862229409869497
22,3.544,3.6634106738031096,3.6633047914130583,3.5895114625278692,3.590111779393199,3.6505928919199575,3.655269552008757,3.5741374663809875,3.5749026985056727,3.580052863352086,3.5793048099073865,3.555425518012843,3.551669009777096,3.546681256688738,3.5421435880002874,3.5405244218505194,3.547046697401079,3.4808460199165565,3.4815931361455505,3.441236688174794,3.4397408937887706,3.344840303540874,3.3482469897481515,3.3925286035991356,3.3900211416923822,3.3090374574998433,3.3059493567982585,3.3090374574998433,3.3059493567982585
23,3.5460000000000003,3.7070639033642876,3.7087508495383816,3.605096568192951,3.6070558750883137,3.627859250205065,3.6254189412782596,3.556717357074278,3.5571071568586867,3.5616782413759274,3.5625890226727925,3.612841648454963,3.6172256464343198,3.496604182302569,3.500100198002342,3.5544147819448377,3.5553702294533718,3.5026423187716476,3.5019785981261204,3.4356823533848524,3.4315129335276384,3.4012119474023037,3.4001078272260483,3.325032359275282,3.322427136334921,3.270819301256702,3.27233758189811,3.270819301256702,3.27233758189811
24,3.548,3.6220665931103757,3.621251386312906,3.555511418269173,3.5560489542769087,3.6845751240956743,3.6828235229438016,3.6149546253631537,3.6162733221146444,3.6159903442738583,3.615529019259785,3.5494351529120522,3.5497924685229343,3.528662387391648,3.5269723186356585,3.400742506251089,3.400730949615394,3.46397187682248,3.465021650091247,3.4189715681080335,3.4148780471860047,3.3687095920118497,3.3700945057195604,3.3352958310893026,3.33512529445713,3.3338525130798615,3.332641261451672,3.3338525130798615,3.332641261451672
25,3.55,3.555238422552824,3.557980450776766,3.632003055689016,3.632230126515259,3.60223022353383,3.601096118655951,3.658612210234046,3.6581418267297696,3.461711824660025,3.4653821240811102,3.5919333281642305,3.592572062666193,3.484285820221341,3.4803437830792183,3.475703354949511,3.4787614713527897,3.4611914341278,3.458248570867841,3.4108070195838445,3.4131027146426627,3.37195075120221,3.3703977983423274,3.4014193383300273,3.3989321794658416,3.3450873596862016,3.344536705060332,3.3450873596862016,3.344536705060332
26,3.552,3.5529336704052237,3.555047584473507,3.632016488365267,3.6306350097760176,3.6364545175905176,3.638836418916019,3.660693324675046,3.662789435991145,3.620512708169369,3.619498228418549,3.4996722991389233,3.4975730645570184,3.4763286582988475,3.473458258102463,3.5288269912263464,3.526354511519341,3.429810375895185,3.428199329708583,3.392632610604987,3.3918442661333654,3.3776565562189127,3.3791520377768496,3.3997333355540293,3.3976731437990635,3.354321675652405,3.361313081311114,3.354321675652405,3.361313081311114
27,3.5540000000000003,3.597522014295789,3.5981738667003893,3.535963015148035,3.533363413984507,3.5819000360913087,3.5784386896292237,3.622023806272413,3.62016476057604,3.6414410191274853,3.645971504841911,3.4708605381156175,3.470580369340372,3.4698657320076056,3.4651843869712393,3.412525521862973,3.409955280651817,3.319790996569457,3.3184704267971763,3.435430608342098,3.437740983758099,3.363687487719186,3.3626595782535227,3.255993180545826,3.2535185155395863,3.295966063721087,3.295282353625664,3.295966063721087,3.295282353625664
28,3.556,3.6451609860513825,3.645172230707738,3.6275253550954454,3.633226489947663,3.6299003956379785,3.627681224564891,3.5702085444134966,3.5732191851316384,3.497585855298471,3.4961253551938074,3.6077283458168448,3.6056409811766525,3.4720030654019576,3.472095518785654,3.591357058436647,3.5914819941178355,3.435386885072272,3.438714862569313,3.3786819661887884,3.3742529927862037,3.394902692398251,3.399491896855473,3.243587370335094,3.2411861046487167,3.227402252333924,3.2274637829761113,3.227402252333924,3.2274637829761113
29,3.558,3.61467476367363,3.6162046033523776,3.6327145619433288,3.6290601884991562,3.603330279584932,3.6018476037760494,3.5987129723717253,3.595410294251662,3.5746481388109648,3.5742105510439632,3.6076658774788495,3.607548125759935,3.5095987444329593,3.5092476755272974,3.4984351078712552,3.4972304141855677,3.3723077426837342,3.3769506684221815,3.3351043834429634,3.3345196836151234,3.364149467153561,3.365740213292985,3.3289544019107944,3.3316033523776905,3.29930308840159,3.296983656348048,3.29930308840159,3.296983656348048
30,3.56,3.6131786578395086,3.6127176442001665,3.6366784635133587,3.637305642170974,3.619405782050358,3.6185343550182325,3.614263105415619,3.6155190230959167,3.5404485256688187,3.5424478114310016,3.515873349289527,3.5196729582314608,3.462590410416188,3.463132318730169,3.49857691039218,3.5008751049427675,3.485323717711196,3.490001001971784,3.410990052946934,3.407646459235386,3.4953245182569908,3.493358028833427,3.342920041249954,3.345231040165536,3.2462972197588242,3.242614738370631,3.2462972197588242,3.242614738370631
31,3.5620000000000003,3.589062010458132,3.5851337161448873,3.604070837261206,3.6038887430196254,3.570462485705005,3.5696622711656154,3.676994637978798,3.673012932095404,3.656849989192578,3.6615403918418226,3.4010111572268453,3.403447406024797,3.4611339664616594,3.4545557841962853,3.5835495046850756,3.5789812263665763,3.420037275084846,3.419167721786501,3.3521100022415267,3.3501138402977575,3.3506170188783564,3.346079976764573,3.2964842247304897,3.298756182845842,3.3083924771888014,3.311248195866188,3.3083924771888014,3.311248195866188
32,3.564,3.4502611560620102,3.4496221109687712,3.6363411433843114,3.6387545908343673,3.669218939934839,3.6680339225089202,3.5606419023788476,3.560762779200838,3.6013790994455777,3.5996909034137543,3.591003494588289,3.58782575134377,3.5166963511953853,3.517503748888763,3.340613112225512,3.341914318342431,3.4074712296607745,3.4064523775825584,3.4395250726283204,3.4424666857954698,3.3367781997557957,3.3414726611123005,3.3650608465627365,3.3663689246779867,3.3208698120709714,3.317100499432203,3.3208698120709714,3.317100499432203
33,3.566,3.645429597077021,3.6408319582640387,3.535341461055583,3.537763967662918,3.627247685578327,3.6239540651950564,3.580958023311751,3.5800038253261506,3.5988838149790907,3.598791987651924,3.581675467421152,3.5868331310604344,3.4489642938287934,3.4456653639462687,3.4892645064300485,3.4885742368619383,3.444598083057245,3.440506123617133,3.3750994305408737,3.370535525966072,3.3375549858676004,3.341233719612228,3.2451718629990216,3.243441189926797,3.2434352550652985,3.2419822524307644,3.2434352550652985,3.2419822524307644
34,3.568,3.6265386788260465,3.6291926282333726,3.5844577984071777,3.585462594766261,3.568550367791996,3.5663427501085336,3.611807178168354,3.6123750111690733,3.5716696744342245,3.568388859472214,3.4440221588461153,3.4460186335726384,3.4588179696824812,3.4605473943399034,3.486450331482779,3.488320933533883,3.434011027670894,3.435304113577432,3.3851939278074257,3.383592563174964,3.405527863884283,3.4031696994541183,3.36405011016353,3.3576865064651265,3.276484197789313,3.273214628914444,3.276484197789313,3.273214628914444
35,3.5700000000000003,3.4615568705073674,3.4627796801070576,3.5731967051943463,3.57695446117947,3.548587799334233,3.546821207615844,3.622212481008359,3.6239890671385586,3.533364042557598,3.5381194133222125,3.5642809856677715,3.5612834636810127,3.4810912179848588,3.4827235038352273,3.4540919595827964,3.4583603910693066,3.486319145818415,3.4826591524052666,3.408137761550404,3.4066732015197387,3.330979613063262,3.3325269427772146,3.3508784441473707,3.3495981650662343,3.3192503297381597,3.320215771272449,3.3192503297381597,3.320215771272449
36,3.572,3.59343630197728,3.595345008220618,3.644991387926979,3.6468913496536324,3.5953543780815727,3.594556038169268,3.546047839388464,3.547764770374123,3.5387690771188463,3.5409551413657083,3.5704415511491434,3.5686262340758645,3.439179000102676,3.440502381748703,3.548645245189668,3.5517683280990577,3.3852079859138535,3.3853841453003453,3.3568341444320415,3.3553286691158473,3.3405318981607035,3.342808227279748,3.3443058900078153,3.3459228709315547,3.24739821676101,3.2465117976135307,3.24739821676101,3.2465117976135307
37,3.574,3.5673072475340457,3.563504202508978,3.568862047197439,3.5696428958670072,3.6877737941398636,3.688275099079913,3.558098523160757,3.5578780117628783,3.5719991887783427,3.574320496918687,3.5633105323084346,3.5587141429569487,3.507159688929828,3.509319829267626,3.510026971675279,3.514852929194215,3.469225741985036,3.4696352183673724,3.324680667770259,3.326178648326441,3.2906085197162214,3.2877521749601697,3.258244533117041,3.2641846039504983,3.3068860649420158,3.3055339479371844,3.3068860649420158,3.3055339479371844
38,3.576,3.6035820227929034,3.6026562484069315,3.5126278202808012,3.51159304047596,3.649151120418307,3.6466908205976125,3.6741420478660274,3.679241617505307,3.5562994465233193,3.5550132320996055,3.511529639459938,3.5142598003695413,3.4274334707143184,3.430258582074163,3.573001179034779,3.570514331383444,3.345439076681284,3.3445954491693146,3.3680718142227475,3.364210361171581,3.3184113884780526,3.321291157868671,3.351478785785245,3.348544670079143,3.270412320902251,3.2697763982146233,3.270412320902251,3.2697763982146233
39,3.5780000000000003,3.6093168977551375,3.60942777762489,3.551184265483747,3.5541037041509735,3.648422434125689,3.647908010453917,3.655868928162403,3.6573228687959105,3.5614792824206365,3.5579657743735296,3.558726317990868,3.5630481606853865,3.56343609772114,3.5630975222279266,3.4790066543777134,3.4789026461829127,3.4213609690710762,3.420546075359433,3.3356094355981885,3.3356491026800157,3.3732485084572974,3.373503377366605,3.3224074621376216,3.3168884247992114,3.333721641761923,3.33136941348505,3.333721641761923,3.33136941348505
40,3.58,3.6316819693311997,3.632284472278002,3.5891266504876267,3.588070942959213,3.6611715167096137,3.6579850273258803,3.6791450955421325,3.6764439818480796,3.6183510073744882,3.6168061762033594,3.5128536366934187,3.5085733356354085,3.4863884867541373,3.485929034336885,3.4978672768857724,3.494554292008573,3.4564910352269416,3.4566462678230687,3.4336649523233773,3.4345682387360488,3.445419539792632,3.4445062594304052,3.3476700970213953,3.349517272194568,3.308656095702444,3.3041234266511896,3.308656095702444,3.3041234266511896
41,3.582,3.63249405576428,3.6369127240905983,3.575137887981497,3.577755918238184,3.602445424171995,3.6023982611445797,3.6565101558929283,3.6597637970463412,3.541239678818124,3.540888921335925,3.5313981711834703,3.533287513172571,3.482242181714335,3.4790238353333187,3.4161758194527927,3.4142696102723775,3.4303891443802765,3.4306721242214415,3.42338274137003,3.4227374472534238,3.382967888164204,3.3837215635008024,3.3203522682868605,3.3185753686622195,3.3682254954402477,3.3691344038538023,3.3682254954402477,3.3691344038538023
42,3.584,3.622022867059908,3.626083593952557,3.5791786228203466,3.5800787851282054,3.6540114430781645,3.6519959159546143,3.6496899148806166,3.6506591048128922,3.548591840238141,3.5458320081790276,3.4003986354697453,3.3975994487925183,3.546436071697328,3.5489013680946715,3.526618441526648,3.526434473497901,3.4277795460767058,3.4230607215367956,3.370240366175469,3.3670042179011275,3.3627717090858886,3.3602052159849056,3.258795167659495,3.261454113182701,3.30757789628931,3.30670834328565,3.30757789628931,3.30670834328565
43,3.5860000000000003,3.6714271827009943,3.6673327230301758,3.5917399911042227,3.585987320940247,3.561712597415016,3.562125510513471,3.5872485476903893,3.591330200471631,3.5449062427886155,3.5450877108699195,3.5291230950550023,3.5287695262102234,3.4614641031032787,3.4656866211855433,3.526148061001735,3.527930583897897,3.4395135122557594,3.4411839019730395,3.319179434268717,3.3175571435011117,3.429757274086687,3.4301608163122417,3.336685749000726,3.342143880749647,3.299888417601454,3.2973765848665875,3.299888417601454,3.2973765848665875
44,3.588,3.622889611899039,3.622555408297013,3.57159535408995,3.5736339938075683,3.6104731799686682,3.6081768594483363,3.6713106847402988,3.6664472443543072,3.582584705565431,3.5840261534038675,3.5197900724821243,3.5175424768916357,3.5245098329668227,3.5237152412504233,3.444639955784988,3.449193552985037,3.5151359063466536,3.5168144190338855,3.3515531074564024,3.356512120191065,3.354448487596203,3.3543694663503367,3.3668636767277693,3.365588081306427,3.2700072170408343,3.2707415269052533,3.2700072170408343,3.2707415269052533
45,3.59,3.6598403230186514,3.6535647955721644,3.604028357400966,3.6062328498357052,3.589413380367761,3.590490327265254,3.6955797830388954,3.694539692291394,3.6592262623483047,3.6583070464308003,3.494300669566075,3.488819110397829,3.4780543297416746,3.4779959221402437,3.4961069274427476,3.4971182835362367,3.463759202653914,3.463813549891958,3.4405161234384005,3.447153650093909,3.369070036740425,3.3698799331838005,3.2655163981870245,3.2658587226463887,3.338671599236251,3.3393362574368854,3.338671599236251,3.3393362574368854
46,3.592,3.6337737077637517,3.630829907428124,3.614346505249291,3.6156564574560552,3.627527543633532,3.625924928454615,3.601758906702905,3.594072230582006,3.563395793315551,3.561350594190046,3.498856767801617,3.5044535793994758,3.4820004292306432,3.486735496607261,3.458862941442322,3.465449869856688,3.427959771491054,3.427429107214142,3.3803848422926666,3.376374091286818,3.411897079996777,3.4131317576932334,3.327523268765225,3.3279802209601983,3.349392960974562,3.34812986046954,3.349392960974562,3.34812986046954
47,3.5940000000000003,3.6676688136460216,3.668408121509022,3.609327524494234,3.611328371818901,3.629400021321485,3.631745379636818,3.6642970945174484,3.6635034389973096,3.518178096830227,3.516032636239637,3.51727699587714,3.5190860658378353,3.490711886052215,3.4923735324016087,3.4401316319273847,3.443543003346744,3.4860764606235417,3.482324638024297,3.3679303097472553,3.366943941154564,3.413882005201409,3.414105640355199,3.342167623273077,3.3411893752277453,3.3176777012188547,3.3178794727616094,3.3176777012188547,3.3178794727616094
48,3.596,3.649272313941804,3.6484480498666074,3.6164969528460174,3.6153612863695113,3.6776293134751414,3.6745443359168175,3.6226188116888354,3.6237091894367723,3.5850028227272928,3.585904235109004,3.4971029896766885,3.4941363896845883,3.4806251968211535,3.4809975058066156,3.4123078081458327,3.4096629173063158,3.3766614427664194,3.3739081701364912,3.3493367628160664,3.3517498966010963,3.3970990599781072,3.3955720321503646,3.304701565799974,3.3048430551286794,3.3333277840413356,3.3324694750460133,3.3333277840413356,3.3324694750460133
49,3.598,3.6084107951613573,3.606340296573882,3.5472709639367332,3.551103682426638,3.6200407613627816,3.6213488395965965,3.6258021779296294,3.6251887427009013,3.50262295681726,3.5070169486536504,3.4626775478047294,3.463081090931923,3.471391817096828,3.47239473902865,3.4673104785781743,3.4681906521536177,3.4499950040976572,3.4488977576055966,3.3816751182772613,3.3807599637291315,3.3287838691791896,3.330869983950811,3.3188074318892924,3.3154344792501567,3.316052290806872,3.3146389552484163,3.316052290806872,3.3146389552484163
50,3.6,3.5588228387242706,3.5582871762807136,3.6066898069765676,3.6033090434414836,3.648052312671319,3.6500269230265374,3.6230314111339386,3.6250509991385744,3.601229805122829,3.5991786705780036,3.563002560457327,3.5638024616312496,3.5174562846214603,3.5194655650712594,3.4767696851711727,3.4778809886864765,3.4276130709899,3.4266485667811377,3.480745137912171,3.4800561175526994,3.3966214951720657,3.3917074580974176,3.3114708975739897,3.31391058026397,3.3149641022527487,3.3102421556605814,3.3149641022527487,3.3102421556605814
51,3.6020000000000003,3.4886351671246487,3.489166769860234,3.611604786240979,3.6145186028770584,3.6513037685320016,3.650115003679611,3.590962579424637,3.5952116467731066,3.5959315822606457,3.6002387457570113,3.4276261883331247,3.4261063442992135,3.5671326336101856,3.568356068652918,3.4419172769720445,3.4423461188864173,3.259210282445143,3.2588101765198068,3.329823354926127,3.331237626876551,3.3950532432210165,3.392666033189393,3.3562435002938273,3.360178665612945,3.3102252936354564,3.307854637077576,3.3102252936354564,3.307854637077576
52,3.604,3.479487053910828,3.4792340587403383,3.6442661385367727,3.6462382513694354,3.6409918772237653,3.639896501821153,3.5786539021525514,3.5794091387489315,3.5474296341594695,3.5444852091443018,3.5384323908205744,3.5382556061140313,3.484530066957821,3.488641079775592,3.4128313003173667,3.4171403355020353,3.434187183623795,3.4411557899388328,3.4045992749552405,3.4067844014464534,3.3648587907105267,3.36395925198635,3.3176452261357454,3.3160779067824966,3.2424457790618075,3.2413694576097316,3.2424457790618075,3.2413694576097316
53,3.606,3.576569366071389,3.5743586262266307,3.6322572968160425,3.630080289682128,3.645982438075364,3.6416515375901923,3.6821716664548987,3.682354072979328,3.5665276234010297,3.568403223053372,3.529792750691455,3.525750764440585,3.4474075801871895,3.4469159580145545,3.4684808128399274,3.46305891198176,3.4037500218279164,3.4066832015413766,3.2869800494038683,3.287410765712516,3.371808948825107,3.372518271032716,3.379110495297846,3.3794025327535038,3.285201901334181,3.282654773091651,3.285201901334181,3.282654773091651
