,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9
0,3.45,2.5755344228138215,2.5760272931715456,2.426600249686121,2.4265115453645785,2.3451890998061913,2.3454798871507565,2.301911729235766,2.307208060102981,2.2701137545096426,2.269664298097363,2.246789533302962,2.2482066151285682,2.2364370613393594,2.238538165146719,2.226732066739688,2.2287572722503155,2.213894314272365,2.2128810872107,2.20550926545511,2.202200659633133
1,3.4521,2.5789101834025265,2.5737009929001804,2.429002760955862,2.4265074851054944,2.345398053952052,2.34538087544455,2.3039828481028617,2.3028221965484277,2.268869395413013,2.2691526868781553,2.2494528474280275,2.249399124628521,2.2382061490742413,2.236651638310862,2.2308483814123083,2.2282650261149093,2.2126914972869347,2.2136054008752293,2.201989206342695,2.203733619018562
2,3.4542,2.5766235489550837,2.5777489064328702,2.4277990066572612,2.4264903061218495,2.346072706463056,2.3468813520250706,2.30209694580074,2.3020313546737308,2.2693060453609153,2.269168304178558,2.2474960440348712,2.248892511487515,2.233402376672094,2.236571054432302,2.229805169377022,2.2267826656019554,2.2143512662551994,2.2128660948217904,2.202256567919826,2.2009522411410036
3,3.4563,2.574976585265048,2.5786297033386636,2.4284955230573293,2.4287507033516915,2.3454530258913873,2.3485155092338945,2.3012964213583373,2.3051181998914547,2.2692051601142076,2.2698207797335117,2.2503492601073285,2.2485467523726714,2.237940348837523,2.2355803157232192,2.231282532070099,2.2285345742546725,2.2106815962653874,2.2127483428859605,2.1995473406416726,2.2031764064355883
4,3.4584,2.57577086361633,2.5752623752858117,2.428616085498244,2.427445126725951,2.346666774837443,2.3456301221016305,2.3037920096283564,2.304372647502977,2.2685189509076955,2.2711176111336298,2.249124891236354,2.2494341070647144,2.2376907897683904,2.236514209521865,2.224818990877939,2.2290265086029626,2.2146164414552696,2.2115252240324987,2.2024658351625566,2.201297687535477
5,3.4605,2.579559536592064,2.5796054498276026,2.4278945822675073,2.4274657411509826,2.3468457451123723,2.343094866882948,2.304767443555719,2.3036024194123423,2.2720002807793427,2.268785688779284,2.2476531504293806,2.2470003620194854,2.2353710487503604,2.237388758176,2.22727522396836,2.229358837017972,2.213857457961855,2.211193832214427,2.2048848998429014,2.2048058783119067
6,3.4626,2.579778485741859,2.5816775073807094,2.4257753622830105,2.425642930778914,2.347601917645158,2.3451731704557006,2.3054873849690822,2.305860942590238,2.2710485844649995,2.272460980645685,2.2489993311171173,2.248224105708917,2.236732221516032,2.23595574700332,2.228868152459403,2.2289228116583817,2.21406735003252,2.2140857780435064,2.2041265410005133,2.2047003074550573
7,3.4647,2.5796323111623347,2.5794296027961945,2.429117077227281,2.425557037633509,2.34424427434921,2.3465996223780903,2.306075207020641,2.302941510534865,2.2678611654003533,2.2684046354550778,2.2488375394753977,2.2521914347311007,2.2361340927641393,2.236666630219192,2.23004473326724,2.231645157741761,2.213522630826684,2.212171452809054,2.2030783314872253,2.2060902157162428
8,3.4668,2.576546401429989,2.577980661822868,2.4283771462346913,2.424305182910369,2.345238448837036,2.347377658248958,2.3042408403839274,2.304286442108087,2.2671880751907456,2.268932800400572,2.2514486926910244,2.2498954315186275,2.237687978319066,2.2343918663352498,2.2262769887685607,2.2277718430664772,2.211431522144989,2.2143896836041805,2.202580775957648,2.20321482381513
9,3.4689,2.5773944022475344,2.5819873481281252,2.428964030806417,2.427673446258563,2.3437167335768794,2.3455129947778537,2.3029493188106764,2.303359107849609,2.2705510285062203,2.266806084903277,2.2483427947704477,2.2525793594680343,2.2371979188804834,2.237576473527774,2.2271315481558696,2.227372673585427,2.213257767617406,2.216701304016399,2.203152355692112,2.2048383609388322
