,Duration,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4
0,1e-08,3.420239045933872,3.4204155177766005,3.4531874270545986,3.453537247567389,3.423651040941516,3.4209455552290096,3.5240728882868892,3.5248096980662185,3.456311755519977,3.458528116158358
1,1.79e-08,3.3383636397130187,3.3376655603592855,3.4565147743111715,3.458707396689667,3.508636122166011,3.5056008070466036,3.459166226680752,3.4589019875960894,3.519591754826663,3.5211806245516257
2,2.58e-08,3.426700104309304,3.4255906753785004,3.5385542079105714,3.5438155691529603,3.449922533981006,3.4480709857397778,3.450116822655304,3.447343248186876,3.518016320258698,3.516643274860539
3,3.3700000000000004e-08,3.48732269439454,3.48800484308614,3.4669475370408707,3.4696567696007885,3.4650803764784412,3.4704413709094766,3.4734060940082965,3.4725484100629473,3.5824185332690672,3.5826068741221806
4,4.16e-08,3.393368484196668,3.393906021100382,3.420654148138696,3.4195990650440433,3.5193331214814014,3.52223975305491,3.4513411870116397,3.4516116731386948,3.513123810738026,3.515286762166809
5,4.95e-08,3.4258139922550335,3.4237975281215047,3.404450291022651,3.4076155399680363,3.564066712614944,3.5618150567756848,3.498932355977108,3.4997078957264174,3.420684143692248,3.423479270177336
6,5.74e-08,3.4358485210517484,3.4414518908239295,3.4411233127517606,3.4442054785428167,3.496274658534338,3.4943237860024983,3.5227938508146117,3.5222013414867814,3.528958183969258,3.527034796673817
7,6.53e-08,3.437508294258696,3.440953710519637,3.3713245002402417,3.3710605744378936,3.450625302962483,3.44894897698412,3.527169408667573,3.530356521035356,3.544216595455965,3.5454247247458164
8,7.32e-08,3.425683432162602,3.423798150917714,3.3998086095774247,3.401322207308443,3.506048086109253,3.505253807225807,3.442591621126805,3.443096049645048,3.5311861173367696,3.5335305383760054
9,8.109999999999999e-08,3.444932928504427,3.4446549462186944,3.4506059366335693,3.4464721232704085,3.4444538118943653,3.4464684022945486,3.5176724142501206,3.5178313944573474,3.493200328255943,3.4985094750150156
10,8.899999999999999e-08,3.4060304103887953,3.408391696565298,3.404779800537722,3.4098831148824127,3.516605463387512,3.51664887792833,3.525892247809736,3.5294482337623103,3.5495929055040305,3.5504865093999354
11,9.689999999999999e-08,3.4020134114208993,3.4068799727864443,3.501353936861902,3.504483577838223,3.4356545647294134,3.432629870469129,3.464107766474173,3.4616927585887654,3.54401763030929,3.5453809911235767
12,1.048e-07,3.326044967171366,3.3250548507433506,3.429575200087046,3.428807783713397,3.4911269885321206,3.487994847172987,3.5137725420093737,3.517786729589767,3.5170546037144925,3.5152358502057894
13,1.127e-07,3.3379285471636977,3.3389470869149025,3.3666328672145545,3.3730964186224703,3.391088746084059,3.390290720393616,3.416207053798811,3.418486819883131,3.4500053862603592,3.451001747962559
14,1.206e-07,3.4572128545832257,3.457985270588463,3.4140587863291714,3.4134856439557253,3.502445235039774,3.506431312764299,3.5012139958819453,3.5051928890135104,3.4128565954219092,3.4148811806425403
15,1.285e-07,3.397071282563573,3.3961283306135974,3.3677344714433195,3.373062982167507,3.4176260099987816,3.420998652610202,3.4981468259480915,3.4995632855439607,3.4836967605388702,3.48448260699248
16,1.364e-07,3.4264814633125034,3.4321288739259597,3.4113204999148596,3.4129983876683574,3.4924956690923956,3.4981065352834695,3.4720536671391606,3.4770211145724224,3.502780684174141,3.501326118724057
17,1.4430000000000001e-07,3.3536095500165146,3.3587856389844646,3.382236406482168,3.3869955232129003,3.4777700999540713,3.4804933876587656,3.4570310802224196,3.464887043361556,3.4744817907614234,3.475927297102398
18,1.522e-07,3.405333895773164,3.40947083033699,3.4719809024872026,3.4737328129924543,3.488525200986869,3.493236530641926,3.4505494019869203,3.4491772950419874,3.424638664735626,3.427305107126577
19,1.601e-07,3.435995008499807,3.4409693264954258,3.4805927205902742,3.4847334049287637,3.509407287210052,3.5125856544256657,3.3206258867919556,3.324722530441611,3.5007567284568024,3.504611622748085
20,1.68e-07,3.5044285953562904,3.5125431750414964,3.485615780140797,3.490409568250428,3.330716370410259,3.330087941472899,3.5280580127293844,3.531725190961134,3.5280580127293844,3.531725190961134
