,Duration,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1
0,10.0,6.1450205549296415,6.534242991797639,6.452464276091593,6.85808871101317
1,29.9,6.350742897151608,6.747127479961942,5.991961934647248,6.37567071249391
2,49.8,6.2761553163101205,6.665738967218447,6.180698901957157,6.568228097688076
3,69.69999999999999,6.421188235532504,6.8260911104719515,6.3276661656450255,6.728798006377936
4,89.6,6.256276482252151,6.649588210583361,6.575289225479796,6.98841064854477
5,109.5,6.15649974483049,6.546364924431656,5.892318980327314,6.263336565915751
6,129.39999999999998,6.253187973639335,6.648047579697955,6.250875720635085,6.635610760563789
7,149.29999999999998,6.213407228109041,6.598238750050943,6.385653422762154,6.786471767156702
8,169.2,6.101601793291489,6.4831352058994085,6.346565621361391,6.743488422268357
9,189.1,5.983601864962678,6.356592343203173,6.484778121363255,6.888272835095647
10,209.0,6.146289478925941,6.538966325629793,6.003931545026902,6.381261653529467
11,228.89999999999998,6.263350426131862,6.653926295788955,6.406688660030088,6.803040216232495
12,248.79999999999998,6.106225183206561,6.488548497834734,5.790178417247904,6.153278666289166
13,268.7,6.1302631007490636,6.50954831303063,6.11226218390502,6.49094111522891
14,288.59999999999997,6.278485816578386,6.67319522188307,6.280448552147807,6.674457067559176
15,308.5,6.392915310236422,6.788623725199504,6.396972084484523,6.792163296146038
16,328.4,6.2041057888199465,6.587521467345525,6.240996275154326,6.634729659976056
17,348.29999999999995,5.715749156778833,6.072626871745802,6.156016390505207,6.545547096847284
18,368.2,6.412988298385218,6.816111129874578,6.507507971603385,6.918940178470708
19,388.09999999999997,6.489511024077912,6.892758564879112,6.401336637676054,6.802668790888154
20,408.0,6.180430348766516,6.571226021674143,6.434315468610162,6.830060207563666
21,427.9,6.091959169671391,6.478705952799212,6.53988098244802,6.944493867025297
22,447.79999999999995,6.450651041875413,6.850812912086137,6.158772815583482,6.5535280047777285
23,467.7,6.559514295342966,6.966758649708783,6.260410266169413,6.641004609320143
24,487.59999999999997,6.3301714446868464,6.728999144162709,6.333668471351225,6.729998688565038
25,507.49999999999994,6.405032986349024,6.79826674044395,6.171879266827733,6.560913923186954
26,527.4,6.418377406312233,6.814257020393205,6.197653767604938,6.587750431096165
27,547.3,6.244504329225169,6.632538643121871,6.360529088083559,6.758553830093159
28,567.1999999999999,6.171532737888392,6.552956036637163,6.4360418983857075,6.845172336559596
29,587.0999999999999,5.837261119924999,6.204942241456641,6.525111183891868,6.9347061941467745
30,607.0,6.150577339006178,6.521930620741502,5.935406624904917,6.309379977047088
31,626.9,6.472606224572661,6.875480192013306,6.11573307828632,6.498495604265758
32,646.8,6.180131988350418,6.558597623789082,6.571618151603879,6.990858960230897
33,666.6999999999999,6.433480420012758,6.8359264309621866,6.15374912727447,6.544098413686921
34,686.5999999999999,6.390206524579227,6.791679866116793,6.369028400061572,6.774065821149948
35,706.5,5.827345071145735,6.195336977543315,6.356309746876943,6.75940313461141
36,726.4,6.202382613847045,6.60417272811661,6.263174319262938,6.659232430706215
37,746.3,6.161362088361536,6.550025727385867,6.315601793705707,6.7072340753609225
38,766.1999999999999,6.439611647903581,6.842969999241361,6.553012227647627,6.964499106483543
39,786.0999999999999,6.411825403778051,6.810190320463782,6.407541974053349,6.805446242566193
40,806.0,6.1696032855827205,6.549542252594441,6.093891815710511,6.463087086980943
41,825.9,6.455183724143558,6.861410323594712,6.208236792543455,6.59224903524638
42,845.8,6.4004834858040525,6.7959314361233485,6.306801762016553,6.704333527967272
43,865.6999999999999,6.141824813860443,6.523435684173764,6.07764940485124,6.46139353330417
44,885.5999999999999,6.19064460209627,6.563909792226945,6.19064460209627,6.563909792226945
45,905.4999999999999,6.227272613231565,6.627081923303156,6.227272613231565,6.627081923303156
46,925.4,6.483128821942626,6.885776688829069,6.483128821942626,6.885776688829069
47,945.3,6.275361863617243,6.677567813159315,6.275361863617243,6.677567813159315
48,965.1999999999999,6.098205145801136,6.470600725253499,6.098205145801136,6.470600725253499
49,985.0999999999999,6.423612297791509,6.813241972556895,6.423612297791509,6.813241972556895
50,1004.9999999999999,6.0739701548306275,6.449713039405986,6.0739701548306275,6.449713039405986
51,1024.9,6.826284775862948,7.253369808336107,6.826284775862948,7.253369808336107
52,1044.8,6.38627436036336,6.783509203522545,6.38627436036336,6.783509203522545
53,1064.6999999999998,6.392313042921936,6.794111180096125,6.392313042921936,6.794111180096125
54,1084.6,6.279439134822045,6.677514346097921,6.279439134822045,6.677514346097921
55,1104.5,6.274365195391224,6.6621800346996425,6.274365195391224,6.6621800346996425
56,1124.3999999999999,6.328571843509616,6.7328992921829816,6.328571843509616,6.7328992921829816
57,1144.3,6.654987902205373,7.065369859621797,6.654987902205373,7.065369859621797
58,1164.1999999999998,6.367438300090458,6.765872201265594,6.367438300090458,6.765872201265594
59,1184.1,6.123917666785617,6.5075428135504705,6.123917666785617,6.5075428135504705
60,1204.0,6.351698921359145,6.7452443034562455,6.351698921359145,6.7452443034562455
61,1223.8999999999999,5.854333988928737,6.215502785657734,5.854333988928737,6.215502785657734
62,1243.8,6.297793597822136,6.689553914445572,6.297793597822136,6.689553914445572
63,1263.6999999999998,5.942884858148276,6.314780547380839,5.942884858148276,6.314780547380839
64,1283.6,6.361447478680512,6.762501595158896,6.361447478680512,6.762501595158896
65,1303.5,6.101629663627374,6.487777638591899,6.101629663627374,6.487777638591899
66,1323.3999999999999,5.960074069267208,6.331980304747646,5.960074069267208,6.331980304747646
67,1343.3,6.1001208465073855,6.482209601940936,6.1001208465073855,6.482209601940936
68,1363.1999999999998,6.154017532053365,6.541316507683801,6.154017532053365,6.541316507683801
69,1383.1,6.49546715913252,6.89618287551213,6.49546715913252,6.89618287551213
70,1403.0,6.028712121279177,6.407660498314324,6.028712121279177,6.407660498314324
71,1422.8999999999999,6.0942870977115415,6.479639194726256,6.0942870977115415,6.479639194726256
72,1442.8,6.530801378142153,6.9432958659441,6.530801378142153,6.9432958659441
73,1462.6999999999998,6.435549696989898,6.827460733694804,6.435549696989898,6.827460733694804
74,1482.6,6.275840094763331,6.673488032767382,6.275840094763331,6.673488032767382
75,1502.5,6.120625223421068,6.494099620520153,6.120625223421068,6.494099620520153
76,1522.3999999999999,6.09526791396784,6.48470790729155,6.09526791396784,6.48470790729155
77,1542.3,6.306673504410168,6.695890432194579,6.306673504410168,6.695890432194579
78,1562.1999999999998,6.431499812301983,6.838561739623385,6.431499812301983,6.838561739623385
79,1582.1,6.333071520983832,6.730032967888667,6.333071520983832,6.730032967888667
80,1602.0,6.259498264069725,6.655513873265676,6.259498264069725,6.655513873265676
81,1621.8999999999999,5.787710689163792,6.147313986249586,5.787710689163792,6.147313986249586
82,1641.8,6.200279301613032,6.593323599067962,6.200279301613032,6.593323599067962
83,1661.6999999999998,6.196394656246369,6.583204224740201,6.196394656246369,6.583204224740201
84,1681.6,6.08525727849822,6.464662074412049,6.08525727849822,6.464662074412049
85,1701.4999999999998,6.281452471546303,6.669686416769892,6.281452471546303,6.669686416769892
86,1721.3999999999999,6.240734608662109,6.637141603838223,6.240734608662109,6.637141603838223
87,1741.3,5.933113288988015,6.30240084433512,5.933113288988015,6.30240084433512
88,1761.1999999999998,5.689281236905426,6.036240194265805,5.689281236905426,6.036240194265805
89,1781.1,6.043609171932888,6.422455420394667,6.043609171932888,6.422455420394667
90,1800.9999999999998,6.320636195984993,6.722546751773946,6.320636195984993,6.722546751773946
91,1820.8999999999999,6.023695477392265,6.404522256439204,6.023695477392265,6.404522256439204
92,1840.8,6.035576708608174,6.412402739467164,6.035576708608174,6.412402739467164
93,1860.6999999999998,6.242951977373735,6.6285818893213255,6.242951977373735,6.6285818893213255
94,1880.6,6.277414247073568,6.681726010191323,6.277414247073568,6.681726010191323
95,1900.4999999999998,6.433277061691318,6.830295188441616,6.433277061691318,6.830295188441616
96,1920.3999999999999,6.326727014989456,6.726873745661949,6.326727014989456,6.726873745661949
97,1940.3,6.398650895368066,6.795947904359308,6.398650895368066,6.795947904359308
98,1960.1999999999998,5.959997389290109,6.339257815422544,5.959997389290109,6.339257815422544
99,1980.1,6.295234364951681,6.688732884005634,6.295234364951681,6.688732884005634
100,2000.0,6.4651155199410795,6.863743164384041,6.4651155199410795,6.863743164384041
