,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7
43,3.0886,6.530866935262213,6.9793599158306305,6.079634932910933,6.495074558999004,6.013786673599791,6.422584935456187,5.979235972597362,6.392006853742242,6.092516771954149,6.493209502888915,6.091209089871101,6.5125185786685,6.303814675437332,6.732029372890259,6.303814675437332,6.732029372890259
44,3.0888,6.140466164852643,6.562907941311186,5.896134023936802,6.30229874861161,5.933383554287417,6.3376805935114655,5.723972158418694,6.098011163719037,6.053129131630423,6.4689691776954374,5.85694104481852,6.258321008463372,6.028247405026306,6.442421376333381,6.028247405026306,6.442421376333381
45,3.089,6.12087025145518,6.5383042316964115,5.887148727858751,6.2891955549262715,5.739042580165847,6.130427162218273,6.081969831121855,6.498507055500482,5.854247842214816,6.257027356234537,6.1335553585127744,6.549492374317986,6.069205485297822,6.483877668452017,6.069205485297822,6.483877668452017
46,3.0892,5.91112747355676,6.31703338654489,5.720478185300138,6.113823310023057,6.051120552589209,6.460542864129534,6.015597767402438,6.422033453335864,5.925250145854034,6.326239137871873,6.327672324312736,6.764018574615167,5.609883453793986,5.988865859882589,5.609883453793986,5.988865859882589
47,3.0894,5.825555662989728,6.225228931671529,5.633226177735329,6.020463164340292,6.164298438701502,6.5931763519914,6.257950221040917,6.6802254072506875,5.92777673637843,6.327428630575323,5.9633462692277295,6.369333688726278,5.8907210466551785,6.302660676610751,5.8907210466551785,6.302660676610751
48,3.0896,5.917394980980787,6.320565039788971,5.654500214417735,6.040677347978477,6.187506626788302,6.60955208359122,6.085075301707666,6.501402288058827,5.659147658374159,6.0438571900307565,6.085101965077007,6.496670776100889,5.9089903305390985,6.314913628230125,5.9089903305390985,6.314913628230125
49,3.0898,5.552262708727867,5.932096429402353,5.712634085508648,6.105623505082989,5.940483856695336,6.34823785554951,5.959486647190037,6.368697116771176,6.086457339461997,6.501197373495419,6.017489513471852,6.423399561019254,5.870320402054572,6.2778307535613,5.870320402054572,6.2778307535613
50,3.09,5.990842117223896,6.401178887872279,5.795719161726446,6.192065635107446,6.018685859391952,6.424676125529058,6.0336951026147,6.44896475249013,5.910916187496012,6.313924086830788,5.942359090357984,6.3437904149633075,6.164568016235734,6.5818483807184975,6.164568016235734,6.5818483807184975
51,3.0902000000000003,6.022500690270368,6.433727355357674,5.628822696668914,6.014488262242291,5.821933033600356,6.21488319457077,6.108924871347828,6.527800953224371,5.908821386400516,6.315694593493563,5.905360498832556,6.316985331262271,6.160836447767987,6.569541759058239,6.160836447767987,6.569541759058239
52,3.0904000000000003,6.177348520861602,6.598119960260903,6.032292226275765,6.451136975567952,6.102042244365002,6.5210819385767484,6.316859641788819,6.743387105798639,6.040910522910109,6.4628030889371715,6.119299112199262,6.53639887534119,5.950027628204958,6.357045442610941,5.950027628204958,6.357045442610941
53,3.0906000000000002,5.978836477465808,6.387693076252183,5.899654246290048,6.308385202275319,5.940883892155158,6.342366057760795,6.043468207316013,6.45535463759729,6.147804262697108,6.575996008896296,6.158564147186775,6.586038071462112,6.001936355738326,6.417171007252239,6.001936355738326,6.417171007252239
54,3.0908,6.07461620943649,6.493034016416621,5.868620985359774,6.26763996119343,6.1927192675725475,6.6153157029017855,6.072115942034601,6.484102618041952,5.9382950256733436,6.339579199448953,6.367408183017746,6.800624466256001,6.160400857127168,6.591091648539619,6.160400857127168,6.591091648539619
55,3.091,5.780779139679241,6.177702842742985,6.07291394388962,6.488881107935378,5.982786001972958,6.403707737651458,6.054001460276344,6.4654890179208575,6.157077694205828,6.57526307329229,6.134523475719223,6.545908993689582,6.022195638844599,6.417974213413754,6.022195638844599,6.417974213413754
56,3.0912,5.993911936530722,6.409846524362159,5.99892930062598,6.412408873523575,5.787478017294794,6.175217960385235,6.216863145526066,6.642777029554717,5.96765555517909,6.38895082878862,6.049085133524055,6.463363450934556,6.076964468686512,6.499799425930119,6.076964468686512,6.499799425930119
57,3.0914,5.8248744053863595,6.227875048027473,5.977275628059795,6.3852382926086895,6.266259159236411,6.692959596331728,5.74640945242624,6.14579405288923,6.042781120024951,6.4643835310665905,6.151524701122376,6.573025404642156,5.740198945835955,6.135689972732642,5.740198945835955,6.135689972732642
58,3.0916,5.802032433295615,6.200733078302477,5.783967431679448,6.177678061661825,6.226247045947603,6.643329451198842,6.4619344792525935,6.906678225795733,6.033440429946459,6.446656100939628,5.6521569289324685,6.042908656801953,6.129809378997222,6.551176368990328,6.129809378997222,6.551176368990328
59,3.0918,5.577151267799903,5.961799742010537,6.135246564306368,6.5534488985437696,6.158161041028783,6.580929557744121,6.117717090060992,6.535210712148817,6.265200829395131,6.689396580876314,6.194417537985545,6.610179946336636,6.086511716426412,6.48856469064814,6.086511716426412,6.48856469064814
60,3.092,5.973732670947711,6.382622657523323,5.849067176770155,6.246993672427493,6.001590138391172,6.414537180327177,5.9199750731048075,6.322435459869071,6.35846019353028,6.78718378559851,5.734497537454329,6.1310226094969185,6.078217418474833,6.492077267918259,6.078217418474833,6.492077267918259
61,3.0922,5.773476447219335,6.1701865152998225,5.879678494307083,6.28037819502627,6.205864321513477,6.641282518699936,6.21743134821688,6.64284800052844,6.19713945074947,6.627148123887085,6.0290758569004534,6.4477031675244945,6.133956068144988,6.552219957534244,6.133956068144988,6.552219957534244
62,3.0924,6.0533740782385665,6.468864072614642,5.84032858231783,6.23944312564415,6.14907002658751,6.563766365397253,5.904908349435476,6.308650570074382,6.0860535519485035,6.499005382241548,6.090687909787615,6.507446902574546,6.065834959687344,6.471493571480727,6.065834959687344,6.471493571480727
63,3.0926,5.8053491492339235,6.207029217792689,5.975606831460761,6.372637602973239,6.229872228203462,6.651323399131709,6.016912967956772,6.429038932400821,6.038518718082458,6.442311719437091,6.121166608368864,6.542867168080064,6.110064373949541,6.516518889240258,6.110064373949541,6.516518889240258
64,3.0928,6.182567007665881,6.603725736160696,6.113918012278152,6.529490716186643,5.815334081885736,6.2102716322648925,5.9250245277998586,6.323374287124242,6.133793439424946,6.552146364947986,6.4462626882376535,6.892193387741654,6.160762627877742,6.565762037424397,6.160762627877742,6.565762037424397
65,3.093,5.908264713971413,6.303462258167658,5.758101689221098,6.146443482534461,6.1046030602966255,6.516865866652012,6.3764447448374595,6.808243046785691,6.214979390620683,6.654380183418265,5.950927408989337,6.356279161368763,6.172505874725318,6.5893102211100905,6.172505874725318,6.5893102211100905
66,3.0932,6.103585182962433,6.52109159114334,6.255980392806495,6.682008005878887,5.759728753004728,6.154371738129105,6.178706513700974,6.6056782414289055,6.0580244478987275,6.473946007408094,6.483937140303191,6.916475538036455,6.036007730380416,6.452608903211046,6.036007730380416,6.452608903211046
67,3.0934,5.877141700295804,6.285855470923565,6.011672318230532,6.418003367516065,6.374434385362709,6.810698538942662,6.049806312777369,6.461209516114554,5.566129081009397,5.941634382884184,6.1443358057416,6.56767682980388,6.0321504167958375,6.439474758237007,6.0321504167958375,6.439474758237007
68,3.0936,6.292816711543846,6.719853540255847,6.130512258555482,6.549291517646783,6.165020913950797,6.594456989924154,6.079944348451127,6.5002022130884365,6.056097325767927,6.467657666090672,5.843787695535518,6.240474775267685,6.211226194976875,6.624915979652129,6.211226194976875,6.624915979652129
69,3.0938,6.034955699736191,6.444687217873882,6.091565720543994,6.508120421445925,5.98475869694535,6.399446783156002,6.308430885558389,6.732678257099327,6.027308700253314,6.436856576807319,5.962403212334048,6.364361710235645,6.248501371301856,6.6875630671257245,6.248501371301856,6.6875630671257245
70,3.0940000000000003,6.1044290955312865,6.520320692714936,6.255217270478716,6.684888015141945,5.906579056229391,6.309138753530392,6.03968291956667,6.454344746999323,6.023015019876813,6.431927601846594,6.120657898528909,6.53412076589869,6.036621506695378,6.44839987532204,6.036621506695378,6.44839987532204
71,3.0942000000000003,6.021146222700429,6.43189691276033,6.042487760271226,6.451950035481454,5.786410547037729,6.181595497921164,5.9519478430140405,6.351901717425606,6.218541403952975,6.640760607722388,6.358891371044315,6.792633034024451,6.31908696473865,6.740913378923604,6.31908696473865,6.740913378923604
72,3.0944000000000003,6.217164969440423,6.636020271278845,6.26828429957777,6.691160414814898,5.898205347311756,6.302293663506539,6.184216162410398,6.597623809415847,5.949501733840192,6.3553232903988786,6.1487671242198045,6.566625636554367,6.093152339604086,6.511453951283412,6.093152339604086,6.511453951283412
73,3.0946000000000002,6.082789904073294,6.497652335920426,6.010233223855332,6.419883503330519,6.551709801762498,6.997734982096262,5.922702349618048,6.33211145081058,6.066635033913076,6.478858159284347,6.102026162812531,6.515719528787944,5.767382774205433,6.164571319199665,5.767382774205433,6.164571319199665
74,3.0948,5.962515322870313,6.357755983539928,5.910719594704587,6.310318639720841,5.887497510101737,6.291451794647012,6.312552682264452,6.73844343404472,6.184002098094774,6.601255343870978,6.107155898979609,6.516431489839447,6.0956959183182855,6.515793225632447,6.0956959183182855,6.515793225632447
75,3.095,6.072528764970734,6.487633537426062,5.972211008835562,6.370479203755443,5.851106509947345,6.245724595319294,6.129235102814127,6.545487876965508,6.229985684346098,6.656887247952634,6.171741021349615,6.586012925824299,5.951617547231518,6.3626008696059335,5.951617547231518,6.3626008696059335
76,3.0952,6.020044494434393,6.432146661640909,5.857572800147416,6.26564746300034,5.7258716000405006,6.113384981149644,6.333003593632377,6.744046680894668,6.132836424356939,6.546095667985321,6.180657485705602,6.607180708699269,6.062855415987044,6.473709541413417,6.062855415987044,6.473709541413417
77,3.0954,6.047589603836127,6.4600685032508895,6.211197815632504,6.633275489560613,6.128531900091146,6.53966875843387,6.109763681099339,6.532751088684471,6.076553659879126,6.4900623848101295,6.1646107087622966,6.584505723571452,5.934063327906653,6.3347509587501225,5.934063327906653,6.3347509587501225
78,3.0956,5.838545155793688,6.234636858379579,6.073979659388289,6.487474011674157,6.0830541712191755,6.501328307763695,6.298970428810306,6.728900279228776,5.890666089614844,6.300292226673276,6.114639248171885,6.540570462664967,6.090748237256566,6.50491756784358,6.090748237256566,6.50491756784358
79,3.0958,6.197824229832249,6.617036457449475,6.222563078922035,6.640222150842832,6.018805952187996,6.4285908988072125,6.177355805129529,6.59612765155435,5.984781550367577,6.394905327496803,6.282191445679571,6.69741298264967,6.239772163023044,6.669872399506639,6.239772163023044,6.669872399506639
80,3.096,6.023587363917165,6.430429078774152,6.062817133838776,6.471789365574908,6.173269822678358,6.593428421405862,6.098767659298695,6.514687687335797,6.185208709166347,6.605427961728956,6.267039520944777,6.692584901540238,5.994763335645996,6.3997675330952895,5.994763335645996,6.3997675330952895
81,3.0962,6.120600382667272,6.535468477402604,6.011660085134177,6.42412583021807,6.142572669676544,6.561877612097358,6.256361374342503,6.687451153259043,5.992449549324751,6.40564520897351,5.975441604424245,6.384887280416109,6.137645489788359,6.55556237182169,6.137645489788359,6.55556237182169
82,3.0964,6.02427549419586,6.433840836280982,5.843347594282184,6.231901528407034,6.17478182892975,6.597423217925903,6.20274739623614,6.623956743924675,6.113924954941767,6.527834140571007,6.3716609596437435,6.8051152913630695,5.9789134748745125,6.3800044354961685,5.9789134748745125,6.3800044354961685
83,3.0966,6.072340429983282,6.480291702534425,5.818844728479475,6.213078571720354,6.058558717907847,6.468773452764902,6.059720234074804,6.472670836952847,6.37045213398932,6.80132589133904,6.164574633032207,6.583338628324854,6.078806637201289,6.489585200739037,6.078806637201289,6.489585200739037
84,3.0968,5.9827043678624205,6.388212954697063,6.223923930867824,6.648333895451028,5.939179022477885,6.350346003532834,5.984545457000992,6.396622622853948,6.115469376803651,6.537118127851971,6.405794975685942,6.84252302994323,5.8392876775773885,6.23810644353777,5.8392876775773885,6.23810644353777
85,3.097,5.777026958698747,6.160370662473414,5.719334132174144,6.112295081463942,6.100617612542543,6.513173780560933,5.842237108127047,6.235905931067769,6.077751779936698,6.494050019301395,6.226102341589193,6.652239587613956,5.830539866394658,6.2305789353069825,5.830539866394658,6.2305789353069825
