,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5
56,3.0912,6.292135805582132,6.702975202108473,5.943499687853449,6.3436765712510965,6.4867993751343755,6.901572795325357,5.853842134891528,6.2423421595536634,6.2904227360810605,6.699769770549029,6.2904227360810605,6.699769770549029
57,3.0914,6.309114807943988,6.7122824964802605,6.433269448343997,6.850304038487831,5.804192479986508,6.175324658840931,6.198669308904437,6.601954308363197,6.323240457487423,6.734349464767219,6.323240457487423,6.734349464767219
58,3.0916,6.306418793614175,6.7258975731365735,6.002418257436284,6.386793249765024,6.284329999983586,6.699438150598064,6.289895611464244,6.697076524790474,6.257816723241854,6.66086564840951,6.257816723241854,6.66086564840951
59,3.0918,6.357273738190222,6.7812100389662175,5.955462214954678,6.345598633868285,5.974421798954243,6.36096688910938,6.0636489133304625,6.46148618015133,6.079004866190235,6.47976690391306,6.079004866190235,6.47976690391306
60,3.092,6.204837494949427,6.609061097616838,6.1202442230509195,6.522419354773418,6.181638094575178,6.579288406879992,6.235786496702833,6.644731587212809,6.283087123262484,6.702275424432537,6.283087123262484,6.702275424432537
61,3.0922,6.232293127556763,6.646932504628052,6.190200259653738,6.603025389101,5.887369965663113,6.263296379641335,6.130310660841296,6.509857253508846,6.2251508596592116,6.629559695109862,6.2251508596592116,6.629559695109862
62,3.0924,6.276859742791226,6.674230607983217,6.339873165958156,6.7436593012554145,6.118599159278094,6.509862680718371,6.529522021656313,6.9469560198225,6.375071344565968,6.792819562016046,6.375071344565968,6.792819562016046
63,3.0926,6.149082365267432,6.53502111507764,5.917212358763878,6.292766375228472,6.197851906920974,6.587624997304683,5.600850745657628,5.96188436343771,6.471687789104382,6.895865333455944,6.471687789104382,6.895865333455944
64,3.0928,6.182254484948011,6.590454476497992,6.312060479702846,6.711907349312315,5.872158102792769,6.252033328308697,6.145014519699649,6.536471685013906,6.226222979463655,6.6251886151977954,6.226222979463655,6.6251886151977954
65,3.093,5.924983176193587,6.290961443974327,6.007358594566809,6.390407731873527,6.339288127610864,6.740200420604811,6.017967885431004,6.39547605655444,6.402502289560955,6.803014233836662,6.402502289560955,6.803014233836662
66,3.0932,5.851321736937448,6.215346584663345,6.032894263203717,6.408683611433531,6.210335369246915,6.609629877216253,6.123207022718651,6.520229814755648,6.055648668428405,6.44209544878048,6.055648668428405,6.44209544878048
67,3.0934,6.17916187719274,6.564517789712681,5.978410803812421,6.356751006526452,5.987300654729692,6.369596053199591,5.978724701918009,6.35247440985049,6.533544636485288,6.954391769411951,6.533544636485288,6.954391769411951
68,3.0936,6.106577844388056,6.493704666031308,6.269981438599258,6.662625321705563,6.389205940165367,6.790458740626202,6.120989773731495,6.507652800897453,6.123495982165813,6.512045828198183,6.123495982165813,6.512045828198183
69,3.0938,5.9307568073397725,6.305892323648295,6.181823675381009,6.578830316681812,6.308065240247714,6.708663298214274,5.918441577137263,6.298566747074838,6.484817391463434,6.892386549177285,6.484817391463434,6.892386549177285
70,3.0940000000000003,6.034248808323768,6.422973148480152,6.293296811336047,6.694723790119601,5.969750323960383,6.349529498925371,6.3867138707161955,6.796728204694047,6.384908693963827,6.796703021449226,6.384908693963827,6.796703021449226
71,3.0942000000000003,6.335426685378325,6.743813324417315,6.3446912461707266,6.748783479971054,6.159451897522687,6.541165889866598,6.06338302426251,6.455092180991588,5.94784578219731,6.324838517200548,5.94784578219731,6.324838517200548
72,3.0944000000000003,5.989034643300299,6.365313374720852,6.081238091104564,6.477957180742257,6.141727621445684,6.5343169875343134,6.21004136845239,6.600683430764414,6.25963445138609,6.65337277017706,6.25963445138609,6.65337277017706
73,3.0946000000000002,6.411500613184144,6.820842174125679,6.130730323176864,6.512025446900115,6.315614879224777,6.716288842252439,6.079266310334319,6.461496188837838,6.483178612136873,6.892360018969126,6.483178612136873,6.892360018969126
74,3.0948,6.17635240336167,6.5656360160219425,6.246454319546942,6.635902002050988,6.056951645921416,6.440622636214661,6.412640794682102,6.807239206268208,6.335671323710788,6.72058984702906,6.335671323710788,6.72058984702906
75,3.095,6.155174149416523,6.544052375579639,6.336882376908941,6.728327294955461,6.46311036265466,6.866593734131223,5.951686010708616,6.332649560416575,6.206924203875049,6.603427967395977,6.206924203875049,6.603427967395977
76,3.0952,6.252582979768204,6.649578083847462,6.210738207813349,6.602700217476917,6.169270774810462,6.55725943700592,6.1639727573328695,6.559919551214382,6.048086619542695,6.428456532964481,6.048086619542695,6.428456532964481
77,3.0954,6.304775300808958,6.711753534828299,6.268430950766847,6.658156069947771,6.116619204956352,6.496625246848771,6.3332513724875685,6.733684249858861,6.149484674349862,6.549134229147589,6.149484674349862,6.549134229147589
78,3.0956,6.046129803848895,6.420786638159187,6.446135848885944,6.844111935309272,6.297074179505253,6.690694162511287,6.346697795103712,6.74258420243203,6.301200943037167,6.694072260085632,6.301200943037167,6.694072260085632
79,3.0958,6.273972155119058,6.67625592340908,6.397254598619076,6.804302898140841,6.444641228586124,6.850010186422865,6.131916719842671,6.517591853804342,6.31384389772898,6.709919245641921,6.31384389772898,6.709919245641921
80,3.096,6.182743167172388,6.560307186073789,6.134139528474483,6.526884483693391,6.174068526345904,6.561371259846857,6.111116488095704,6.483844664180635,6.227897496691159,6.634920009899902,6.227897496691159,6.634920009899902
81,3.0962,6.176770877016093,6.565235525913024,6.205229330927402,6.580632217860536,6.370246208118991,6.771089576387654,5.958630900055092,6.331591325032061,5.778456127631401,6.144087927028567,5.778456127631401,6.144087927028567
82,3.0964,6.317027867864136,6.70689946816953,6.161105396136121,6.547198399940287,5.994121083424959,6.3767413381277755,6.067488187283966,6.447770581928091,6.299210333744834,6.691587210078871,6.299210333744834,6.691587210078871
83,3.0966,6.389449337929202,6.788851830744539,6.278210804034998,6.674911421479817,6.283704134269284,6.6866956198667395,6.040605977271463,6.430604384209247,6.032987088097221,6.414628800996661,6.032987088097221,6.414628800996661
84,3.0968,6.125350390183334,6.5100869287576675,6.248546376901249,6.642636381006529,6.19865757042352,6.599740551737422,6.3719495405866295,6.781483165469973,6.393855166996885,6.7857398941483735,6.393855166996885,6.7857398941483735
85,3.097,5.922968442851891,6.282610691150893,5.884995880242104,6.2512086548498855,5.904230368776816,6.270347621454603,6.1296216878201,6.51650994366742,6.050773634747446,6.4297154762589255,6.050773634747446,6.4297154762589255
86,3.0972,6.24275625628945,6.633667883304038,6.372005981381221,6.768134185634997,6.577223829878822,6.992875533484554,6.458073862689495,6.858371917360002,6.3461573634863235,6.757302656021442,6.3461573634863235,6.757302656021442
87,3.0974,5.911244302948949,6.273264905616277,6.205283709854642,6.588393293982428,6.207085862464991,6.603823245932561,6.244044820362412,6.635327794114427,6.090453501804944,6.452518004563266,6.090453501804944,6.452518004563266
88,3.0976,6.228391625023971,6.619308574352824,6.080899885798655,6.46125665620402,6.017232748365586,6.393589963443788,6.1801402868261315,6.5734272138048855,6.246137575817534,6.637576420807637,6.246137575817534,6.637576420807637
89,3.0978,6.085205392747642,6.4674122146208814,5.772143946602234,6.1347210182170535,6.29560566345822,6.68975351275205,6.334585965487314,6.738582340495512,6.4237315311554175,6.823537290904562,6.4237315311554175,6.823537290904562
90,3.098,6.177078182615991,6.564892216644463,6.4306453330504825,6.829610276765848,5.8978957755281325,6.270238614798311,6.219298434750062,6.616187009853431,6.20871934069219,6.599327311712646,6.20871934069219,6.599327311712646
91,3.0982000000000003,6.12016480756636,6.511007595147041,6.194662906623762,6.581443440599973,6.414031281198036,6.81603968886856,6.140032030696527,6.526087544079963,6.088599603970786,6.477374973474277,6.088599603970786,6.477374973474277
92,3.0984000000000003,6.169095167620934,6.555500543210112,6.450497012691639,6.8588860625163015,6.01046356081886,6.394133592469505,6.373330387130208,6.776669629638244,6.029766966519177,6.412628066163034,6.029766966519177,6.412628066163034
93,3.0986000000000002,5.95542570002718,6.3352895102348885,6.222412478301056,6.6195534244195695,6.178262908067527,6.58388355532632,6.27492305892118,6.665574852631362,6.326677335305538,6.7303438891015634,6.326677335305538,6.7303438891015634
94,3.0988,5.925971126520577,6.299958836103211,6.111441945069669,6.4987083871028934,6.311325168596726,6.723317443303389,5.9354140694950805,6.317754409941755,6.145065314021478,6.533830758820154,6.145065314021478,6.533830758820154
95,3.099,5.96461714373046,6.337677813844394,6.161658500454428,6.557307923854076,5.912947274106144,6.300229462668095,6.248104908422032,6.655641527679201,6.297104714655339,6.692600670869011,6.297104714655339,6.692600670869011
96,3.0992,6.160424741504161,6.55680691351748,6.181482292213867,6.578348009022585,6.5037696343341125,6.921877215998302,6.253002322317553,6.658762380130231,6.3156851570338075,6.720475143084705,6.3156851570338075,6.720475143084705
97,3.0994,6.179376932576862,6.579423944551504,5.990254486842697,6.378703961959109,5.835698582878348,6.208786343098711,6.008706571743632,6.391812181732437,6.321817709504038,6.7218835201187,6.321817709504038,6.7218835201187
98,3.0996,6.319529506843567,6.728171639327746,6.239802497847727,6.631471878427025,6.3653339207339865,6.761456454631302,6.518612200569886,6.93556571370272,6.1927799058036,6.584728420264792,6.1927799058036,6.584728420264792
99,3.0998,6.227708383788859,6.621092836464985,6.087616403974494,6.4721501216336454,6.4166220469373885,6.827485647807895,6.111245549334668,6.498467958201818,6.254397496467007,6.651026539099804,6.254397496467007,6.651026539099804
100,3.1,6.266905958968709,6.660191740765089,6.282036861579907,6.680594711086262,6.3434798810390784,6.744913495851779,6.142915198467108,6.531609740974467,6.09693117186526,6.48059505350077,6.09693117186526,6.48059505350077
