,Duration,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1
0,10.0,6.576866853528332,6.996267927314606,6.388803819376888,6.784221485639924
1,29.9,6.502840287985716,6.913323250580124,6.054720694379169,6.436666633592279
2,49.8,6.267823313793071,6.66229191995475,6.213819258522944,6.602667554237112
3,69.69999999999999,6.216707658273393,6.598455230849286,6.139322080375579,6.528006890459729
4,89.6,6.046621995224724,6.427312696698718,6.4501915966687,6.8570809973526865
5,109.5,6.3621781132755695,6.756838288612004,6.205319785090836,6.5964045018441375
6,129.39999999999998,6.194133465466072,6.580261531821272,5.927979907560657,6.301410994898047
7,149.29999999999998,6.386524901834111,6.782526929197815,6.429001702085921,6.828975254384631
8,169.2,6.1466489292923745,6.528691157769768,6.250670236765175,6.650723158296342
9,189.1,5.886828603307378,6.248964123865842,6.24837768356238,6.627484657382947
10,209.0,6.234762901185398,6.623218596215691,6.463258615922001,6.867615230412768
11,228.89999999999998,6.316289493227694,6.712599697965983,6.379010296989205,6.785355526511678
12,248.79999999999998,6.279186920835357,6.670700165711631,6.123243389597782,6.510432061160211
13,268.7,5.788876753614813,6.151286754692532,6.268635591788901,6.654672533881519
14,288.59999999999997,5.957937028544274,6.323454308067112,6.300173799057553,6.711213445465409
15,308.5,6.109043402372443,6.493373195185396,6.000987034917877,6.373767616933393
16,328.4,6.403108765453502,6.7987538273458235,6.518594585278552,6.931304922990533
17,348.29999999999995,6.106388437295387,6.505119669302716,6.5377375080696165,6.960450883878782
18,368.2,6.214091941810666,6.594130906328723,6.308915526904607,6.703847062031535
19,388.09999999999997,6.248563218327452,6.640460903216839,6.195837532226467,6.588057576315263
20,408.0,6.141542431191594,6.515886050866438,6.385076742990911,6.78498270323512
21,427.9,6.2656590853971394,6.646792876244561,6.381727513332975,6.78529506215957
22,447.79999999999995,6.328996493939046,6.731187823838177,6.20757903778193,6.602546385574778
23,467.7,6.139749026932368,6.517337256288285,6.1260387689611,6.510622255062271
24,487.59999999999997,6.141234949606325,6.528437067053628,6.255139004783363,6.647160081456786
25,507.49999999999994,6.223881363966685,6.611154180192308,6.160850542976697,6.54962689258603
