1000	0.000000
1990	0.000500
2980	0.000000
3970	0.000000
4960	0.001000
5950	0.000000
6940	0.000000
7930	0.000000
8920	0.000000
9910	0.000500
10900	0.068000
11890	0.070000
12880	0.066500
13870	0.065500
14860	0.076500
15850	0.070000
16840	0.064000
17830	0.068500
18820	0.076500
19810	0.075500
20800	0.073500
21790	0.065500
22780	0.071500
23770	0.068000
24760	0.064500
25750	0.066500
26740	0.077500
27730	0.075000
28720	0.069000
29710	0.070500
30700	0.000000
31690	0.000000
32680	0.001000
33670	0.000000
34660	0.000500
35650	0.000000
36640	0.000000
37630	0.000000
38620	0.000000
39610	0.000000
40600	0.000000
41590	0.000500
42580	0.000000
43570	0.000000
44560	0.000000
45550	0.000000
46540	0.000000
47530	0.000000
48520	0.000000
49510	0.000000
50500	0.000000
51490	0.000000
52480	0.000000
53470	0.000500
54460	0.000000
55450	0.000000
56440	0.000000
57430	0.000000
58420	0.000000
59410	0.000000
60400	0.000000
61390	0.000000
62380	0.000000
63370	0.000000
64360	0.000500
65350	0.000000
66340	0.000500
67330	0.000000
68320	0.000000
69310	0.000000
70300	0.000000
71290	0.067000
72280	0.079500
73270	0.084500
74260	0.064500
75250	0.073500
76240	0.069000
77230	0.066000
78220	0.062500
79210	0.066000
80200	0.064000
81190	0.070500
82180	0.072000
83170	0.067500
84160	0.072500
85150	0.081000
86140	0.071000
87130	0.069500
88120	0.071500
89110	0.070000
90100	0.079000
91090	0.000500
92080	0.000000
93070	0.000000
94060	0.000500
95050	0.000500
96040	0.000000
97030	0.000500
98020	0.000000
99010	0.000000
100000	0.000000
