,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8
13,3.0891,1.3666628011999697,1.3637412104332574,1.4116776035840075,1.4114536586309072,1.3564228740504505,1.3563007503532305,1.3486407087477006,1.3497819844312016,1.289686036226655,1.289971511287894,1.340464385354494,1.3391663170310804,1.3838156678644298,1.3824254601984483,1.384609312141527,1.3863633913780757,1.3359820373186384,1.3355035385328489
14,3.0898,1.3364695917508649,1.3351424760982382,1.5215786584083262,1.523706291502782,1.3076753426258592,1.306090862198195,1.3926073087647473,1.3917412006141714,1.2620749053009794,1.2613687138584833,1.379725314522956,1.3780071538976424,1.3363159235091076,1.3393437085756237,1.360501974442423,1.3619359091944332,1.383072642924249,1.3849023070289495
15,3.0905,1.3422893618920144,1.3430177299050816,1.3865842150829388,1.3874415773818232,1.3611697605723692,1.359283250960623,1.1878292241576922,1.1856934711058522,1.3372888533296814,1.3374106643692294,1.3149886862462032,1.3172456260103746,1.4194376005238591,1.416998568380996,1.3593600742612721,1.3588740793835503,1.3383267454933907,1.3365533011955193
16,3.0912,1.3826787691353493,1.3835976613935295,1.4740117557797294,1.4727674090796505,1.2883283153701752,1.2883982785963322,1.4580182827121957,1.4592763723817483,1.2570328693673887,1.259708964117321,1.3890935295589193,1.3870845843138935,1.2911752502050529,1.2916984129205593,1.3859907816956027,1.3879931681365674,1.282204653612565,1.2841598770673777
17,3.0919,1.3559437436315285,1.3566443129184784,1.4567055393889132,1.4545610399038942,1.1793605422997953,1.1790972428392938,1.3036627570656114,1.304665355569371,1.3167880496124136,1.3163367241198758,1.3839240555874155,1.3821418666705196,1.3433088157566542,1.3434556138687328,1.4128035866983923,1.4124753213040748,1.326578534079037,1.3274605711762133
18,3.0926,1.4065103208351688,1.4035659291596134,1.327793528595891,1.3276554762718407,1.3374606533587872,1.3397616321202641,1.2665428779594976,1.2664679177393914,1.3433359889803127,1.3435168317444002,1.383256275340929,1.384202029158008,1.3140791596625465,1.3140020128122554,1.3689225569244658,1.3693451473610307,1.3818479558568484,1.382963932613717
19,3.0933,1.3744277900377055,1.372456012840747,1.4579651843073498,1.460447006756321,1.4674571206367064,1.466699081378342,1.330932815214775,1.3319885110457526,1.3076497244643974,1.3068176611199833,1.3866804245869804,1.3840739809032183,1.2712585345652825,1.2726031408106708,1.402645159988708,1.4010203880554633,1.4622432533986884,1.463855219121572
20,3.094,1.375390716984284,1.377434331703231,1.5136434530309926,1.512413785780158,1.3878079535347398,1.3849978663521472,1.2936873743585344,1.2944807074284315,1.3668664442730443,1.3663617094864953,1.3403263224573878,1.3406573982323011,1.3675401517250896,1.3692314510322312,1.3533757128375068,1.3545841408042865,1.3847476833775763,1.384368819841544
21,3.0947,1.348586359172275,1.3483140026567926,1.4170775861061162,1.4155031001910987,1.39133236990797,1.3907757876820064,1.4547952863997085,1.4573024077772512,1.434995059404696,1.435430456033869,1.4514317436921764,1.4510460079998329,1.481118340852119,1.4806904402229464,1.2961295255066263,1.2980991163823727,1.2739911537047515,1.2744059362439721
22,3.0954,1.4228164670742145,1.4226434327356114,1.3563354128087475,1.3553877851101825,1.5417046629049205,1.5419535944542662,1.265095514896437,1.2658850997451305,1.456375400206623,1.4561142871856545,1.3669748268474786,1.3680470764977568,1.231238302023226,1.2313207584207018,1.346567422467081,1.3469422257144328,1.4232634021560722,1.422710567479252
23,3.0961,1.3560249493369616,1.358310936695614,1.4376458474992113,1.4384076351209651,1.2904981194435978,1.2890551270530632,1.3931379602544858,1.3946140602442052,1.2562345437055384,1.2558722337504693,1.2450625957003874,1.2465477528949371,1.3764036258224701,1.376700969775851,1.3649015364563897,1.3639835812056298,1.4317108475366382,1.4290978444282565
24,3.0968,1.4020017561162281,1.4022916038753226,1.328036528413378,1.3267837483627818,1.4121205017612184,1.4137543314019794,1.342308714142509,1.3411911761876028,1.4088843892886163,1.4097380038136849,1.3703427442305152,1.367681329222294,1.353696486354627,1.3519683314623847,1.3761790571316663,1.3757299177366755,1.3348944798206441,1.3370951989844106
25,3.0975,1.4267781168186902,1.4263383475297984,1.4705679390379482,1.4719965640376491,1.4692882991206944,1.4697780419721742,1.445486106151926,1.4461117152264187,1.3712329005349384,1.3709146301715878,1.3717510797133328,1.3731968833951023,1.265070839674651,1.2654381465967093,1.2916093993653022,1.2919695227840424,1.3297906149410448,1.3294845256862382
26,3.0982,1.4434296830994178,1.4451578381176546,1.423035082919521,1.4230425791868988,1.4022310007564487,1.4009326201839711,1.3550614136599695,1.3576153853139965,1.3425895079165666,1.3454601882491766,1.2537380401911469,1.2526845310233665,1.3393571375339692,1.3385397540955821,1.3774980555629517,1.3764901471062607,1.3420566586393834,1.3442583151844807
27,3.0989,1.3658701009079641,1.3654834288626114,1.463586923784497,1.4622844825886032,1.3319891343638623,1.3318179740907166,1.4075069974725374,1.4119412319692763,1.4075703932203165,1.4090296271581477,1.3316902264727526,1.3319310372384032,1.3853682934754712,1.384173608439285,1.291843650818365,1.2900755168108158,1.4119112307189177,1.413248028716519
28,3.0996,1.333242853249889,1.3323523831748234,1.3861775628795239,1.3875505918800435,1.2278350815283434,1.2252445672685834,1.3108386902077163,1.3105813253421585,1.3453977215190944,1.3427622304704947,1.2862800105917231,1.2879903623246647,1.2284188410211754,1.228937318912766,1.3850159729369442,1.3846699046878457,1.3487156640392242,1.3470740260754415
29,3.1003,1.4991014126814426,1.4998200994687325,1.446892556812481,1.4471508584205954,1.3001586764627031,1.300577519046725,1.3808547217685876,1.3817058374167055,1.3708090659708487,1.3700029266813396,1.2981790801628799,1.299471213954205,1.359881362251107,1.3600419030435262,1.3889117410497982,1.3893109065426152,1.3325741399389532,1.3322440004723828
30,3.101,1.4061523771900446,1.4071927685852719,1.340463128547884,1.340869477077983,1.2747835501274454,1.2740061456281202,1.3510338221032552,1.350163341527349,1.3228933019916844,1.3238893416162505,1.4231259690523421,1.4231962449732423,1.2921372707369114,1.2926894807073621,1.3194575883831317,1.3178325042886385,1.3525473995189923,1.3537005437685765
31,3.1017,1.2730863242444397,1.2713138177139292,1.3754841164954472,1.3749028590228514,1.3515110705027444,1.3514076871930114,1.3753498004466023,1.375636524576013,1.3253760424827192,1.3272341291193908,1.3369409117491509,1.3379157119837164,1.3425058040516429,1.3428228253946488,1.366828669692185,1.3675139345873557,1.4278619187376067,1.4277491651329077
32,3.1024,1.3776195547684407,1.3773531322681642,1.5012999314606035,1.4993393977684795,1.3366260760021387,1.3357499735824458,1.3830192169357347,1.382441707717529,1.3776379758650326,1.3766887867644333,1.423284011094836,1.422969800966664,1.3280468404413481,1.3319485415223822,1.2450413792657415,1.24759285224807,1.3652676046260794,1.3650667725868366
33,3.1031,1.2566905559838628,1.2567114824717647,1.406771436318526,1.40783244218863,1.383607653588277,1.3817458188913179,1.4082450346525246,1.405211314902713,1.380280350270708,1.3811920588025828,1.3239033770258333,1.3256908760069865,1.3477130803140962,1.347070917435026,1.3153610005737668,1.3149037408655793,1.4551703958810558,1.4531252193442588
34,3.1038,1.4810405596822673,1.4796931420569612,1.4101265441266242,1.409219207910822,1.3523125214171334,1.3519914399739106,1.3490583007870258,1.3481734527184552,1.3431548635388986,1.3441484043391378,1.3893090336638982,1.38944458760502,1.3450760210739332,1.3445453624228325,1.2979282697272916,1.2955520175429993,1.432560395789233,1.4320818971713625
35,3.1045,1.3367912971545326,1.3380228380874613,1.3027376214923716,1.3015441858574086,1.3905730590002634,1.3901114263039163,1.3395308001471593,1.33843575039426,1.439236891653688,1.4404140866811044,1.3596914653989312,1.3602214993386241,1.3285624988035296,1.3298930502721282,1.2742422776456053,1.2776520495009007,1.389185045876749,1.385847735241742
36,3.1052,1.3145938990495034,1.313474486737148,1.372738684720337,1.373544512060622,1.365518401206047,1.3639835823984667,1.373797822964571,1.3747997956164817,1.4055380138483198,1.4069432135012856,1.4069104266086339,1.4082422270045472,1.3814337958673288,1.3817258303487048,1.2832978266827446,1.2840093278810591,1.3693592028681714,1.369793662241555
37,3.1059,1.4296306769283278,1.4308309844151879,1.5002058268931335,1.4983499254868609,1.2628666863415252,1.2623004208635629,1.3637555757223923,1.3642228302490738,1.1905134472188723,1.1897276103706427,1.1646267165741302,1.165044309514235,1.3685555577095991,1.3667643106344207,1.2816237064776053,1.2817389584588315,1.2909494349585384,1.2920800909917942
38,3.1066,1.3434943500265835,1.344886431483238,1.2684971712731201,1.2692536490296247,1.2536159246044905,1.2524505991786012,1.2980285419633717,1.2978042845289843,1.3313497832390384,1.3301797728584026,1.2864799042664954,1.2833409278716514,1.297637190678206,1.2992532174834805,1.2289807325342335,1.2269930263557753,1.2875318822886668,1.287653069001647
39,3.1073,1.4148937407874909,1.414794105547701,1.3386378301525108,1.3394039903981165,1.3679967993102298,1.365456570023108,1.257536355562239,1.2593463424219804,1.1353567877069481,1.1362491314119343,1.4101571567241464,1.4093819383551307,1.3839858915099847,1.3821271797357007,1.284583091520884,1.2841670602593065,1.2640716797728215,1.2661918163137724
40,3.108,1.4281139998685226,1.4292312257529594,1.3159241320927673,1.3141775492308478,1.4384670078803539,1.4384039163692846,1.3011112851074826,1.3020432956305583,1.233760723743599,1.2330214247279236,1.3763367806915323,1.377079828051378,1.3622110752834853,1.3620964479005178,1.3825447838176126,1.3807760247698992,1.316034390383432,1.3167683799643464
41,3.1087,1.3996892089771966,1.4004519336150951,1.401165002810103,1.399794784774124,1.3802403601997257,1.379775604164028,1.308169145523413,1.3087151091289566,1.3670391634220995,1.3673930402239658,1.3455045355446609,1.3444016773812772,1.4194978729589804,1.4199685632411012,1.336572664335851,1.3352083806641595,1.3832906412030572,1.3848220247290115
42,3.1094,1.3867544462963455,1.3868662621595922,1.41632641245703,1.417226564979443,1.392024792296109,1.3932891285880096,1.4506864987117318,1.4492881704948293,1.3623169688661925,1.3609383176660557,1.3022210213288823,1.3048961793130125,1.273115675393868,1.272249567529458,1.3532226692740865,1.3534088215272728,1.375091499670159,1.3755225236802768
43,3.1101,1.4038717052383527,1.4056026716743404,1.4459574465739915,1.4457969060259033,1.3281664604653556,1.326788434196025,1.3676947633856444,1.3673009078140272,1.2658829137654672,1.2642746958393163,1.3666868523194944,1.3682988185169698,1.231480370172843,1.2316518426532708,1.4166200086594145,1.4164001241401234,1.3859473655225334,1.384025561941473
44,3.1108,1.3229398230902223,1.3228979703229564,1.3520948311936276,1.3530302778242158,1.379259936952139,1.3771385504122835,1.360663759644697,1.3611372610573236,1.382594757974428,1.3822867947278552,1.2307619815989939,1.230960939515754,1.4016344471835631,1.4023687492011943,1.3655630664152907,1.362285412556097,1.371968763634777,1.3735548056398417
45,3.1115,1.2892712641493091,1.2877426912550864,1.369858631416852,1.3717666919351212,1.389726945782565,1.3874406458852233,1.328916374788182,1.3302956507066612,1.295974923839621,1.299558042484865,1.3690474881596013,1.3685649291200739,1.354362387321855,1.3533013818618742,1.381409125222765,1.3849107241343508,1.3998447597524037,1.3976955753100013
46,3.1122,1.417830003811539,1.4185652426214577,1.3529959163588847,1.3530034127329014,1.314611390478744,1.3121364400132498,1.3478136331083355,1.3489823942296804,1.3484242554581607,1.347618740899652,1.3869224726625413,1.3871367350217894,1.3441818020500205,1.3461367136482434,1.3956479023215045,1.395542332873048,1.3883379820740789,1.3886450081292974
47,3.1129,1.3639982631132055,1.3624543864308294,1.3937401518379677,1.393948167582757,1.3806832724836129,1.3807875921532966,1.3455064083462736,1.3475262850006324,1.324517754805041,1.324998126924977,1.2969088014277932,1.3007561561435836,1.3715599292555476,1.369558167503018,1.3344953266012516,1.3376927099108524,1.3842135972710152,1.386658875762506
48,3.1136,1.4179024631888912,1.4199929282317822,1.2958200085190719,1.2961204754287856,1.288562881878205,1.2882027581926132,1.348508280359094,1.3502776636558969,1.4044573871418233,1.4066959007916604,1.3450585278711624,1.3447536879444353,1.4052531602880887,1.406083037140476,1.474735136033688,1.4743169179568614,1.3701622174477242,1.3714646586171861
49,3.1143,1.4202718423219645,1.4184371806302802,1.3362740914188926,1.3371686220283967,1.3515863533471424,1.3525118051700815,1.3312395261746934,1.3308209960943136,1.415207328228656,1.415021175466707,1.271171069307492,1.2682516646755861,1.4650520904744553,1.4655746284733708,1.3811889216675417,1.3812017274775712,1.3878404297015892,1.3879013354338015
50,3.115,1.4353442404340953,1.4344743846278074,1.3541734238294907,1.3524761896593114,1.4003494957752045,1.3995764639226629,1.3630475110519893,1.365080818384785,1.3964021869047036,1.398171258252947,1.3393396515232465,1.341402943145347,1.4168477091690106,1.4131999366655654,1.4544351736725625,1.4542786930978737,1.3645382945687345,1.3675323475364134
51,3.1157,1.4181392131355046,1.4173090237220163,1.4205991675823448,1.4188210383003297,1.2854570104899954,1.2858792885408086,1.3150611513111392,1.3140688598137211,1.3007658447475423,1.2999444007576964,1.364334334870935,1.3649839936374315,1.3626748944469618,1.3613574610518222,1.3756093639929345,1.3753479389688974,1.291355488477166,1.2907811029980667
52,3.1164,1.262741445688726,1.2628851205649405,1.4007648959031718,1.4006796281467129,1.4993703316529754,1.501792810097365,1.3265847940465905,1.3296469365712387,1.3142706297005267,1.313771204412352,1.3437701415913226,1.3419301702596385,1.3326212988489674,1.3323476924162962,1.3098595100867085,1.3099763239972058,1.4162183555735006,1.4183185032564096
53,3.1170999999999998,1.3409747337919349,1.3381274792491213,1.3761253410929382,1.376363340624919,1.5397207272251607,1.5392712753481905,1.4539179297975806,1.4510325694050157,1.1589284723475348,1.1561043309387207,1.519388579344609,1.5183210146537967,1.4519239807996296,1.450685256266127,1.2785244023658284,1.27864808724712,1.3730847409759135,1.37424132099082
54,3.1178,1.316870827554608,1.3187439063135635,1.3794551464902578,1.379790907723502,1.2657723500995899,1.2630900086118608,1.4017303218573314,1.403705847134804,1.2344563079127315,1.2340590161935243,1.3936611266165286,1.392509855965643,1.465866041097865,1.4665228835278459,1.3463631453585458,1.3485507464253503,1.3784032188332984,1.3774299796882878
55,3.1185,1.3641941130637203,1.362327280557617,1.3801991353701994,1.3793911221863082,1.3912723945280165,1.3915178905382448,1.3272069581097927,1.3282576562066892,1.363796181277432,1.364106955444774,1.3071565498262059,1.3076266153677807,1.4962913168309584,1.493389402944526,1.2887281177580485,1.2867079281517535,1.4841323845625123,1.4851477891536269
56,3.1192,1.3344525317541451,1.3360142121101686,1.4518930544223168,1.4520941991103136,1.309627133969245,1.3096814804720203,1.497773987080442,1.4973460864664256,1.3156352247280438,1.3169282953082926,1.3306020659865867,1.3306567245126815,1.3342610922958866,1.3361404183831362,1.2503876102597633,1.251344295331563,1.393766700642238,1.391514133330973
57,3.1199,1.410011298612913,1.409713329846951,1.3671431713348856,1.3673068354887141,1.4446346950659008,1.442490508277735,1.4155355870409358,1.4154952957820544,1.413519137960454,1.4149824322737776,1.1975997113278836,1.1970287615511006,1.3467288922471121,1.3470946378448838,1.3733227517547926,1.376132838919868,1.488164695562984,1.4885073275713672
58,3.1206,1.3103417692747734,1.31108075645785,1.3245046247666044,1.3266047721012875,1.3322896084167626,1.331160201867277,1.3451216078964872,1.3454782957356435,1.4261475262334364,1.425867985476546,1.3255828129880556,1.3264401754639359,1.2676629148953207,1.2669283004774063,1.1528660202370848,1.153552846996828,1.3330954356249651,1.3331472834845257
59,3.1213,1.4186889308456525,1.4169748309910055,1.2779375332723226,1.2754566483882306,1.3702752896412593,1.3693560845144666,1.411590144429748,1.4076928154576,1.3903369417960625,1.390440949797775,1.2782567233307414,1.280224752563042,1.425249543783425,1.4261162759226498,1.3572355657181934,1.3547724840311433,1.343304463521709,1.3453134082390525
60,3.122,1.3916009602946078,1.3888089883412502,1.417764418721559,1.414660110657415,1.4123735164163986,1.4117276049296699,1.4107896415326409,1.4090380612268605,1.3644780256292817,1.3633820382539354,1.364840010708101,1.3642293936973298,1.3874971716081972,1.3870252320567427,1.4062860620415596,1.4058519148340118,1.4062860620415596,1.4058519148340118
61,3.1227,1.4557816415603189,1.4544920060240838,1.370139410388841,1.368839780237821,1.2064275939258615,1.2076903681637292,1.3872413783712652,1.3879853630172527,1.2956560319325836,1.2971368170933002,1.3431520262481915,1.3431439056687409,1.3309328164157308,1.3305573885476585,1.4224828875091844,1.4236207280660031,1.4224828875091844,1.4236207280660031
62,3.1234,1.3423880495779195,1.3423037185569144,1.4665169394294044,1.4648743644561384,1.4028912842347039,1.4037923736159714,1.2994627720789265,1.3011069088659064,1.4035553087936306,1.4022335028139068,1.3044573447005745,1.3055517698542265,1.3998916093063558,1.3986944256438323,1.3873022751929651,1.386211910106707,1.3873022751929651,1.386211910106707
63,3.1241,1.3472520741900775,1.3463897147058554,1.4006793188996143,1.4003379350578078,1.4003666665128378,1.4023621810276998,1.3133217529033927,1.3132239918230895,1.4264673401250425,1.4268112221353473,1.3204689286092424,1.3208462303316848,1.4274021644008608,1.4269271014020783,1.3206288500605246,1.3196393693853434,1.3206288500605246,1.3196393693853434
64,3.1248,1.3356450300379579,1.3368684500903056,1.2538164466823618,1.254758764407086,1.3154287842955406,1.3155537186498096,1.399880670398393,1.401809657610316,1.3257749006919297,1.3270308039644756,1.4168108688861019,1.416206498593434,1.3464199899005094,1.3469731370936826,1.253280780941697,1.254168439954598,1.253280780941697,1.254168439954598
65,3.1255,1.4343975541727993,1.4321662257462975,1.4234739084520738,1.4236138349047687,1.402825063056375,1.4031333387327227,1.2969088047211197,1.295785332249216,1.3923087165723895,1.3906848817042938,1.3057210593535464,1.304924602193955,1.2755409671799929,1.2757770933871788,1.3326569056827409,1.333668561929584,1.3326569056827409,1.333668561929584
66,3.1262,1.3873444392111858,1.3864183630064892,1.3764963949291118,1.3754878619545998,1.3695281787532019,1.371027703969973,1.3252582994886266,1.3246811027034768,1.3398125279200386,1.3381318478274327,1.3719041245843,1.373024161578424,1.3735879133853224,1.3721321151234753,1.3558612844298388,1.3556048564705552,1.3558612844298388,1.3556048564705552
67,3.1269,1.2738253144715233,1.272437918329022,1.359028086134353,1.3565353327296708,1.349666729990111,1.34881873782878,1.3281536472061353,1.329427353428349,1.3290619223769575,1.3305926807109638,1.3347398807301047,1.3348632533989666,1.4224597585711012,1.4227586640251741,1.269874569539042,1.2674517791071822,1.269874569539042,1.2674517791071822
68,3.1276,1.3422103323670795,1.3422443768495083,1.3783351158948818,1.3791050241274863,1.357001319028211,1.3558775338143556,1.3392665609115537,1.3413742040797039,1.4068923145004615,1.408953732622486,1.325391041332204,1.3244106185576001,1.396232902709712,1.3944866317390545,1.320409273553319,1.3201928246814139,1.320409273553319,1.3201928246814139
69,3.1283,1.34308331342053,1.3413651528562376,1.4229304434931225,1.4244359031816836,1.2451044445117265,1.2474910037904163,1.3305130376025145,1.3317948647293223,1.335953614157299,1.3341779838535053,1.3035487525273821,1.3037339677897475,1.311116349873187,1.3090783572223432,1.3591642443230263,1.3567495750713656,1.3591642443230263,1.3567495750713656
70,3.129,1.4655671333878448,1.4652875924313271,1.3960714213840828,1.3943182791740945,1.3424805056097484,1.3407432928782133,1.3418277221767323,1.3410528164913567,1.3467757423299926,1.3468988027366025,1.3510494348127453,1.3488658937418812,1.371116092425317,1.3717204624235975,1.3387159118237204,1.336038255545912,1.3387159118237204,1.336038255545912
71,3.1297,1.380606730955574,1.379802465488679,1.3585467481159048,1.357465753521928,1.32396990464093,1.3212182244881667,1.309002140281148,1.3097623662228188,1.3525542738023932,1.3540884681540268,1.2384979284959754,1.2388786659767108,1.3792905529363693,1.38176300470436,1.35307056541057,1.3561317705037035,1.35307056541057,1.3561317705037035
72,3.1304,1.3995814619781994,1.3997888535721195,1.3784434944465884,1.3779949800379472,1.4361594385363505,1.4351871361997213,1.3989786448869963,1.4001970675871809,1.3787851961418482,1.375939502536971,1.3508785876607867,1.3517237689084585,1.4296572320984453,1.4313035551880038,1.2410812513082856,1.2439784798133575,1.2410812513082856,1.2439784798133575
73,3.1311,1.4154462515570925,1.4148490648505767,1.3410987283310365,1.3398512582101632,1.427474004457044,1.4270289253283786,1.3575241632210049,1.356535307642623,1.1984017943674288,1.197367961820593,1.2775324185299526,1.277792906509583,1.3461813753895644,1.3466505044320962,1.2780302877419754,1.2741645050079178,1.2780302877419754,1.2741645050079178
74,3.1318,1.3880219012880044,1.387718935263466,1.4278394287464138,1.426836829987972,1.2734195768354584,1.2754013485844822,1.4015607289373846,1.4007958180902622,1.4164013781992608,1.4172000213583271,1.352791342994351,1.3535790543059951,1.4248528898087238,1.4249294125026937,1.3043186636630026,1.3051182439301026,1.3043186636630026,1.3051182439301026
75,3.1325,1.4612087935780633,1.4632567810643018,1.386030452201769,1.3848688746451114,1.4163401626621586,1.4160987274020387,1.4399071669016459,1.4398846782617616,1.3607605871785524,1.3592563768073076,1.3112746994973914,1.3115670458459265,1.3721277467616873,1.3717738699824922,1.3368206675203307,1.3393252902384711,1.3368206675203307,1.3393252902384711
76,3.1332,1.445851853228343,1.445694747982283,1.4066961608213182,1.4060243260959373,1.391158703049699,1.3925423517148932,1.3636528207435759,1.3645054980395102,1.3755372090377052,1.3755771878243044,1.2931273531058682,1.2953618046627187,1.4170897637194215,1.4189453520791362,1.36537410345519,1.3655415156339956,1.36537410345519,1.3655415156339956
77,3.1339,1.3848910477951206,1.3865576727838793,1.4011771829549517,1.3998975418123245,1.3502826606414784,1.3484857915759763,1.303403204920678,1.3018024830931518,1.3744877644485414,1.3747063993431157,1.3531227222940447,1.3552200587813972,1.3695325571030517,1.3687754543368393,1.4041287608294446,1.4034653590488742,1.4041287608294446,1.4034653590488742
78,3.1346,1.346058958394166,1.3459724414756382,1.3405471412292354,1.3410921676484193,1.434675543495274,1.4371183231319515,1.2505609721637612,1.2505715916391693,1.3930249031309068,1.3946209406230217,1.3182913301760213,1.3157970149744243,1.3958856082936095,1.3951522430564642,1.3314160005717284,1.3300638977370662,1.3314160005717284,1.3300638977370662
79,3.1353,1.4042586950747091,1.4039563528983516,1.409654602444295,1.4084508592762628,1.343036149803006,1.3409503702009546,1.3208353030838766,1.3218660119603938,1.3826522361272273,1.3823224094490645,1.428011858431823,1.4275118083316158,1.4719141048615403,1.4707625218778029,1.363266780351068,1.365499046151745,1.363266780351068,1.365499046151745
80,3.136,1.2971977167305044,1.2948948635572355,1.3867884956902685,1.3884207635650379,1.4225256630218432,1.4241860413482337,1.3670004459819443,1.3650246086210076,1.3546731620719528,1.354299920130304,1.394329522105962,1.3938026113533848,1.4140416789328625,1.415336623978079,1.3655165400269724,1.3674202277516905,1.3655165400269724,1.3674202277516905
81,3.1367,1.343910379282972,1.3428134552532522,1.2642300322595197,1.2651554834782306,1.448455484538714,1.4502539153554186,1.3321434263572811,1.3324067255584908,1.3581735065757963,1.3567192702022652,1.3148875104543585,1.3156849044110364,1.2739261990733182,1.2756571648034214,1.3442018194916132,1.343450338415596,1.3442018194916132,1.343450338415596
82,3.1374,1.4652579118929108,1.4665628520360174,1.4139826458444718,1.4122494931616552,1.3281905173250717,1.3261540865026582,1.3715905305051357,1.3710476902932252,1.2735486006283285,1.2744634336716687,1.286965586587369,1.2885406968251816,1.346768560108944,1.3447686723677599,1.336016395047684,1.3355625708560852,1.336016395047684,1.3355625708560852
