,Tau,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4
64,3.272e-06,2.9143327257837486,2.911571647824566,2.9335668872909384,2.931126893129567,2.925285527076147,2.9289261524358468,1.7589662054752864,1.7784139761661075,1.4024458256724293,1.3890955388384727
65,3.3200000000000004e-06,2.913730848415731,2.914711905752035,2.9319383503742045,2.9325645910827878,2.929174462019472,2.9274644052082466,1.763035030693772,1.7562575868826877,1.430570045120386,1.401300779013197
66,3.3680000000000006e-06,2.915123881186084,2.9148896269442757,2.928487002498983,2.928786847876742,2.9292300582821964,2.927786426387991,1.7644821028961415,1.784342460697222,1.4282493677227155,1.4099725532401535
67,3.416e-06,2.913138341129892,2.9132604656681296,2.928625681763764,2.9273994370172542,2.9293471857688975,2.9282874182030465,1.7537548453532572,1.7586685437745202,1.415106783418982,1.3971457498111086
68,3.464e-06,2.912606115354097,2.9165784455262873,2.9278332761852552,2.92762682014071,2.92804067052629,2.929140417481168,1.7372012058756245,1.7883122971661007,1.4244075971650756,1.3890889740325032
69,3.5120000000000004e-06,2.9156333067519653,2.915829455861177,2.9302361019045966,2.9291210514181354,2.929735111068301,2.932784165483914,1.7603039427809621,1.7224075993841372,1.402494226933149,1.3918085082083262
70,3.5600000000000006e-06,2.917252785010232,2.9204174062132524,2.9261928712377676,2.930837667331015,2.927215782262937,2.931135951743038,1.7383821551376226,1.815422343577028,1.3865980793684993,1.3958685898254297
71,3.608e-06,2.920063213582463,2.9180195784143765,2.9288596239462223,2.926700735160903,2.9316322589019648,2.9340750640858095,1.792265247241515,1.7488005267605813,1.416288990799661,1.397011437678591
72,3.6560000000000002e-06,2.9190787206839923,2.9181392040124545,2.9270208823983093,2.928236818893562,2.9295976812755566,2.931452976383108,1.771370426578624,1.7694289380254304,1.4456847217953581,1.4243163866361184
73,3.7040000000000005e-06,2.9179830352831058,2.9187913686903673,2.928682839302275,2.931509509234592,2.9347859478911507,2.931841838527161,1.7759602383104003,1.8230237427124907,1.4358432586026402,1.3870637726800619
74,3.7520000000000007e-06,2.9208752963394007,2.9241695375040164,2.9315057609538497,2.9327323166437447,2.9297329243388286,2.9312143492277234,1.7305455730514487,1.7805969144799596,1.412696768501723,1.3936356873370095
75,3.8e-06,2.921649896978045,2.921862911902272,2.9318799426834823,2.9304160091469593,2.932241320036378,2.932884426843302,1.8006118756755065,1.7705039944054617,1.4262560327393794,1.4052037616267739
76,3.848e-06,2.919992937075659,2.923842830221878,2.928295225468737,2.9313739530759593,2.9330765154138394,2.933499422036971,1.7807333883727798,1.7958078058192661,1.4327079967171976,1.4436826283446458
77,3.8960000000000005e-06,2.92409020259106,2.923846265609777,2.9319205472063126,2.930530325557883,2.9326636029908335,2.9312724444441343,1.798666945938332,1.7715291039896697,1.4255379621613737,1.4245469104379183
78,3.944000000000001e-06,2.921820745816206,2.9230151300525598,2.9321794765650404,2.9324989995711737,2.9334388283334882,2.932501499196701,1.809157147491202,1.7241744950605407,1.4235005561400949,1.4381614130517741
79,3.992e-06,2.92605669015639,2.926516140890551,2.933243929244062,2.933431956833172,2.9317334565203685,2.931510134485536,1.7946837013163586,1.7611044791137294,1.445105972343795,1.4345842201758325
80,4.04e-06,2.926877205443172,2.9257093684748825,2.931195608161928,2.932468078702438,2.932038300305588,2.930461924206741,1.766179973385944,1.784430856123191,1.459937057400191,1.4560268875001212
81,4.0880000000000005e-06,2.925338934616332,2.9244940569921893,2.9307177284065804,2.93600563164936,2.9327788569108137,2.931523253014751,1.8054234602102968,1.7898246354013554,1.40993350981087,1.377522776461146
82,4.136000000000001e-06,2.925000670707912,2.9261572625007704,2.9332336215235744,2.9316756735619065,2.930479103416942,2.9330199829912766,1.7331314300782215,1.7999075472719674,1.3967484446980767,1.4073282981808177
83,4.184e-06,2.9246061864109607,2.9240202376616335,2.935519944640011,2.9327063928808985,2.9311734320618443,2.931728147328945,1.7858748091925534,1.7397898600460058,1.434362139381395,1.3384954135491212
84,4.232e-06,2.925365795217066,2.924459698837045,2.9351504468263814,2.934865592695508,2.9343115049765456,2.9330518410918356,1.7598110837590775,1.7641229190951995,1.4456125837007257,1.3462673585250813
85,4.2800000000000005e-06,2.9238971756817054,2.9221152808534807,2.935863516913166,2.9345894850814083,2.9338464321764124,2.9306474543010026,1.7473550214454139,1.7477982305283912,1.3627388454530998,1.3848305519965078
86,4.328e-06,2.9215752461920017,2.9248007730127963,2.938440627443246,2.9376016849689903,2.9341022378881263,2.9344108286736317,1.7721431514515962,1.7652367114760454,1.3974396613404443,1.4168349547051202
87,4.376e-06,2.9235732797553147,2.9256328445619264,2.93352378395856,2.9387970069855887,2.9296207942767207,2.9281830969833753,1.7671503990271131,1.760049390852649,1.3836189966771817,1.4870143247195684
88,4.424e-06,2.923433039316573,2.9203974146540803,2.9334382022667813,2.9366321831734092,2.9300955502111257,2.93060997319424,1.7713735403923274,1.7493911554440225,1.4122151457573258,1.4099944272746388
89,4.4720000000000006e-06,2.921544012140641,2.9226097130938813,2.935481525752779,2.9365703405400523,2.9328182109294754,2.9319761450282713,1.8003129755343827,1.7765374429535932,1.4441970612378585,1.437018272973934
90,4.520000000000001e-06,2.919791476316651,2.9208387499037354,2.9386136633169295,2.9372590484066348,2.930257654729137,2.933663400616583,1.7645558259045284,1.7984986052481027,1.407115915421666,1.4160619090860627
91,4.568e-06,2.9191908482227658,2.919189599257743,2.9386277193668393,2.939980772774086,2.93397823960206,2.930526890623076,1.7485775159478707,1.7769947008536835,1.4075597466819936,1.3952779659710755
92,4.616e-06,2.9182844400846113,2.918347844634023,2.938013660189401,2.9386186613930896,2.931657246410179,2.9321535537728085,1.7631290419235188,1.7729305542068554,1.4072108629519207,1.3988158192408457
93,4.664000000000001e-06,2.917423008893113,2.918553363954794,2.9398136712057834,2.9423148829204107,2.9313876984359557,2.9307602083605997,1.77926821380611,1.7429151136040675,1.4492491344744942,1.385905611112839
94,4.712e-06,2.9158506924583003,2.916634976391462,2.939209294115073,2.9375945011259454,2.9310438128196257,2.9303079418286715,1.7494770441955578,1.7725926044740221,1.433178687551777,1.430711214215534
95,4.76e-06,2.915114197231783,2.9158772416210534,2.936397929212215,2.941339135713959,2.929966867092492,2.927289495651951,1.7729033861354373,1.8011522295514713,1.4336625007110024,1.4324094078635998
96,4.808e-06,2.917889643750705,2.916542212043838,2.937547336746077,2.9362436331187216,2.928420476011598,2.9281428062215205,1.7766180259402344,1.7814230340141075,1.4355509094402752,1.4190769185665006
97,4.856000000000001e-06,2.9187666916885537,2.9185118229365155,2.937163159939184,2.9349446146501976,2.9294711853579307,2.929214130340307,1.7670932478845525,1.7986272587338397,1.4057160151796795,1.3998693472428232
98,4.904000000000001e-06,2.9181829294450945,2.91671930821134,2.936034678323565,2.9367524339356637,2.9303110655771794,2.929974051052899,1.7730264373440272,1.7739690717294407,1.42187421925732,1.3966947305216868
99,4.952e-06,2.9165203480491324,2.9181051574783363,2.937476435639193,2.9352522686451636,2.930712108227798,2.9301677015469956,1.7733556487848878,1.7572052482343734,1.4356836479991317,1.4387620672317654
100,5e-06,2.9208884125503753,2.9210683199091436,2.9357454519987325,2.935925359456506,2.9280234930467537,2.9273172940159222,1.8138622148515058,1.7746515423428306,1.422856213937429,1.3874526393867976
