2850000000	110.93900000	111.09400000
2850500000	110.59200000	110.07900000
2851000000	110.92900000	110.25300000
2851500000	113.42800000	112.75000000
2852000000	114.72900000	114.61100000
2852500000	106.41600000	106.64200000
2853000000	107.07600000	106.94900000
2853500000	105.09100000	105.14200000
2854000000	106.62900000	106.91900000
2854500000	107.44100000	107.39700000
2855000000	111.37300000	112.27400000
2855500000	111.94000000	111.57300000
2856000000	111.52700000	111.84700000
2856500000	114.56800000	115.03200000
2857000000	110.91700000	110.79000000
2857500000	111.13800000	111.15300000
2858000000	106.49400000	106.25900000
2858500000	101.49000000	101.20600000
2859000000	106.01300000	105.35900000
2859500000	109.87200000	110.07500000
2860000000	108.87100000	109.10100000
2860500000	108.87900000	109.67600000
2861000000	110.06100000	110.64100000
2861500000	102.75700000	102.80700000
2862000000	111.63100000	111.12100000
2862500000	110.19300000	110.91200000
2863000000	117.90100000	118.85000000
2863500000	106.38800000	107.06600000
2864000000	114.61300000	114.39300000
2864500000	109.61700000	109.62300000
2865000000	111.67900000	111.71000000
2865500000	113.70100000	114.04100000
2866000000	104.87800000	105.40300000
2866500000	111.04400000	110.83300000
2867000000	115.22700000	115.22300000
2867500000	107.99200000	108.51800000
2868000000	113.44200000	114.31400000
2868500000	108.94100000	108.73700000
2869000000	107.43900000	108.15400000
2869500000	112.29600000	111.68800000
2870000000	116.46800000	116.65200000
2870500000	107.52100000	107.82300000
2871000000	109.85400000	110.48800000
2871500000	107.66300000	107.47300000
2872000000	109.78400000	110.59300000
2872500000	114.62100000	113.99600000
2873000000	96.32200000	95.59500000
2873500000	109.52000000	110.11800000
2874000000	113.09300000	112.07600000
2874500000	115.26100000	115.11900000
2875000000	114.07300000	113.48200000
2875500000	114.82300000	115.42400000
2876000000	112.09600000	112.54100000
2876500000	111.25400000	111.24100000
2877000000	109.79900000	110.16800000
2877500000	106.74500000	106.66700000
2878000000	110.60900000	110.40300000
2878500000	103.71200000	103.80600000
2879000000	110.04700000	109.68300000
2879500000	106.96300000	106.68800000
2880000000	109.54600000	110.40800000
2880500000	97.75700000	98.62400000
2881000000	108.51100000	109.06000000
2881500000	109.01100000	109.46300000
2882000000	113.21100000	113.75100000
2882500000	101.08700000	101.18100000
2883000000	105.00700000	105.98700000
2883500000	103.19000000	103.64300000
2884000000	103.70300000	103.31600000
2884500000	107.24500000	107.12400000
2885000000	105.02900000	104.99400000
2885500000	118.67900000	119.22600000
2886000000	113.35800000	113.67900000
2886500000	113.09800000	113.33500000
2887000000	111.06300000	111.40600000
2887500000	114.24500000	113.99800000
2888000000	115.54200000	116.30700000
2888500000	111.88100000	111.59000000
2889000000	111.72700000	111.42200000
2889500000	99.00900000	99.91500000
2890000000	109.78600000	109.20700000
2890500000	115.08100000	114.64500000
2891000000	113.81400000	114.48600000
2891500000	105.17000000	105.72500000
2892000000	109.24400000	109.49500000
2892500000	111.49500000	111.71600000
2893000000	107.27700000	106.44800000
2893500000	113.37900000	113.48900000
2894000000	112.36200000	113.28500000
2894500000	110.10500000	110.14500000
2895000000	103.94700000	104.38500000
2895500000	116.52400000	116.23900000
2896000000	107.33300000	105.72200000
2896500000	113.08600000	112.97100000
2897000000	116.64800000	115.25200000
2897500000	117.23500000	116.89100000
2898000000	103.72800000	103.92400000
2898500000	109.54800000	109.95800000
2899000000	114.45400000	114.13200000
2899500000	103.47000000	103.77400000
2900000000	106.87700000	107.25000000
