1000	0.280850
2000	0.281000
3000	0.276650
4000	0.286550
5000	0.262200
6000	0.278850
7000	0.284900
8000	0.275700
9000	0.263100
10000	0.250200
11000	0.282900
12000	0.278500
13000	0.276050
14000	0.283000
15000	0.268300
16000	0.274150
17000	0.254400
18000	0.275200
19000	0.263650
20000	0.263300
21000	0.258300
22000	0.280600
23000	0.277900
24000	0.266500
25000	0.272300
26000	0.269550
27000	0.264650
28000	0.271500
29000	0.269000
30000	0.272300
31000	0.262750
32000	0.245600
33000	0.262200
34000	0.272550
35000	0.270200
36000	0.272400
37000	0.271350
38000	0.277850
39000	0.273250
40000	0.292100
41000	0.270450
42000	0.279600
43000	0.256150
44000	0.255500
45000	0.284550
46000	0.264000
47000	0.263500
48000	0.247150
49000	0.252600
50000	0.282200
51000	0.269800
52000	0.289350
53000	0.265950
54000	0.275250
55000	0.275150
56000	0.284200
57000	0.268950
58000	0.279400
59000	0.271100
60000	0.272500
61000	0.267300
62000	0.296350
63000	0.285100
64000	0.277100
65000	0.277700
66000	0.269900
67000	0.278850
68000	0.286350
69000	0.266700
70000	0.283150
71000	0.280200
72000	0.283350
73000	0.270900
74000	0.273150
75000	0.260950
76000	0.271050
77000	0.271350
78000	0.284000
79000	0.274450
80000	0.301850
81000	0.265650
82000	0.288500
83000	0.279250
84000	0.277250
85000	0.263250
86000	0.241250
87000	0.270950
88000	0.268250
89000	0.275200
90000	0.288550
91000	0.285550
92000	0.262850
93000	0.272450
94000	0.260100
95000	0.287100
96000	0.273950
97000	0.278600
98000	0.264450
99000	0.264800
100000	0.000400
