,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9,Signal Run 10,Background Run 10,Signal Run 11,Background Run 11,Signal Run 12,Background Run 12,Signal Run 13,Background Run 13,Signal Run 14,Background Run 14,Signal Run 15,Background Run 15,Signal Run 16,Background Run 16,Signal Run 17,Background Run 17,Signal Run 18,Background Run 18,Signal Run 19,Background Run 19,Signal Run 20,Background Run 20,Signal Run 21,Background Run 21,Signal Run 22,Background Run 22,Signal Run 23,Background Run 23,Signal Run 24,Background Run 24,Signal Run 25,Background Run 25,Signal Run 26,Background Run 26,Signal Run 27,Background Run 27,Signal Run 28,Background Run 28,Signal Run 29,Background Run 29
0,2.85,6.941981760836884,6.9409685304488695,6.347018567149457,6.348672779136255,6.214019484838179,6.215323470567899,5.94805069898384,5.946803123023519,5.928005248539653,5.93019705616935,5.759116792820942,5.7598252394850595,5.708825743595518,5.709142548328397,5.671229504408869,5.6703225351712625,5.652396171007256,5.651735543183056,5.629795375460493,5.629378340243549,5.394345121242529,5.395363438859451,5.340735891360301,5.339494814676174,5.302527434890069,5.3027304236087485,5.202504466236842,5.202578427408804,5.191585061279572,5.191244893700497,5.156835244265259,5.158313041158048,5.050473162867062,5.050030423548157,4.923746352638051,4.922262278818856,4.981681924630718,4.981234155961872,4.933942976287604,4.93370950370755,4.883079008956181,4.8834034343973745,4.827564172952589,4.8268943637780115,4.874581237200629,4.8762391588724,4.7838433536951666,4.783252317023746,4.927810983409536,4.927365714291851,4.715055897350195,4.714715636388653,4.920182255751618,4.918926156993797,4.937004634088447,4.937853881053238,4.891240980551371,4.890260052272787,4.90661920645526,4.9052253042715765
1,2.8545000000000003,6.879064512148788,6.879138755561307,6.451450741570242,6.4522994312944615,6.20115123317388,6.200775207105695,5.983192696550141,5.98276722779458,5.8725820572730925,5.874471083488123,5.7848354428204445,5.784572109949803,5.725941503357856,5.727946281261179,5.7020467527686876,5.702211479753327,5.6909341054401255,5.6914042055970695,5.626737649833353,5.625871129008771,5.474526696529486,5.475325814602661,5.391285115407422,5.391989906845487,5.336393423866513,5.336749864873774,5.235648468771237,5.2353717058214215,5.152258623647198,5.1536809806794395,5.184614451193238,5.185176191855925,5.078802427329781,5.07944634396289,5.00867186176401,5.005782015710729,4.991248257137712,4.990389608630871,4.942454578044274,4.942234473328432,4.911703656564838,4.9119438747144315,4.84285411914939,4.8433739430614136,4.809609031528528,4.80966750163994,4.883649344623121,4.884220173758428,4.921495811225906,4.92070022383955,4.747354683490565,4.74653232935201,4.920603551571882,4.920821875942561,4.898983714204851,4.901000480652042,4.880419952238119,4.879496056483725,4.91540496126707,4.9160509077872705
2,2.859,6.786282621321042,6.785262797999728,6.377979431316436,6.376150997488197,6.182470653758903,6.182352901867549,6.093844475893959,6.096462784381388,5.926513237436166,5.92782362473045,5.843976557563614,5.843417689891584,5.848156068807396,5.848890878043987,5.7951558963499545,5.795321217085914,5.6901819640294855,5.691319627442048,5.627896058538756,5.628806212611633,5.547020140015924,5.5470354452196675,5.445709102766252,5.446679351009576,5.349563546402798,5.350629058086323,5.208509587811529,5.208155209044058,5.199929693507005,5.201339619838312,5.218288281519278,5.219288732000772,5.012643513587617,5.011396004009432,4.969224709801793,4.96955881790663,4.8881309005019995,4.888852182699015,4.9636932966669685,4.964753309635875,4.867022665477854,4.867117211063525,4.884301371439622,4.884974740750961,4.762222548502938,4.761647128600928,4.880242012921068,4.880474923596657,4.9211156420887585,4.921994811324599,4.907317616289487,4.907434774578919,4.944738160009727,4.945159441519816,4.957729901792507,4.957905654062418,4.972653529460587,4.9714275398260215,4.916473918484409,4.917294867690171
3,2.8635,6.886908636481907,6.887703447784303,6.398698200695012,6.397100554926466,6.204722651609846,6.2016685709397645,6.045660814869352,6.045698326835686,6.014139777768802,6.014812181194352,5.795615479239954,5.795719582606606,5.820872632355847,5.81990828480529,5.774837563822456,5.774956033330243,5.668944661542873,5.669344611387033,5.694120452970139,5.692887807999406,5.515077731511611,5.513720309125558,5.4043623892510935,5.405073302798334,5.2883020654258885,5.287327007892798,5.186718287002448,5.186144802928092,5.221046711121105,5.220445959972755,5.207488916874048,5.20675167376553,5.0712869376912115,5.071749916502667,4.984559699018694,4.984791360206459,4.865331249854428,4.865094497534689,4.933801628221995,4.9338017854174225,4.9210202330560024,4.9205384203002485,4.877990181616202,4.878516127746508,4.888151495888886,4.887134928985723,4.928253580966945,4.9285705415030865,4.842577726383782,4.843423975233607,4.877558385785451,4.877742946976705,4.976445851815463,4.976693692023118,5.013268818586707,5.014415348718468,4.94811287143041,4.948160346560355,4.939170769410413,4.9398000371627235
4,2.868,6.852777643349233,6.853466477451373,6.46852390521942,6.469379747341168,6.09725161929842,6.099199773496391,6.0845703584500495,6.086048909791239,6.006752402922143,6.008388590879015,5.71665983803437,5.716964367631841,5.833544212532273,5.83428245587074,5.742797166484211,5.740817500069583,5.73844277851304,5.737315422402112,5.647010520077613,5.646733475104871,5.511268535349621,5.509864105066311,5.43407313148941,5.434494382440162,5.358704285546132,5.35839635090664,5.272830601916326,5.272454671515085,5.127565926940283,5.127451767332834,5.205185681612056,5.204833895640272,5.039378240854,5.039531223249555,5.046461706158265,5.046735251563783,5.009010563742387,5.008986607681899,4.989574943649499,4.988745467037378,4.915507479130405,4.91678259932839,4.863049269070264,4.863639181978027,4.883086730809146,4.885248141288433,4.901657560297923,4.901412374951631,4.915568907474358,4.915016756105379,4.894475915310428,4.895850202756011,4.9323141743920855,4.933008876459741,4.970090597701022,4.971273639798767,4.981519621684875,4.98035416370675,4.973682620837142,4.974351149808047
5,2.8725,6.8919119618505285,6.892332432599031,6.395270800409854,6.395667064430138,6.182177649375107,6.1860554337768,6.060472784033,6.059682378998851,5.944103381987746,5.945453590251028,5.843369606691028,5.843484704259255,5.7662462036647115,5.7649560573477,5.800455262776769,5.801953866046003,5.635867924306325,5.636234236027819,5.669126031314564,5.670488047418315,5.4841247535210575,5.482767486686461,5.422493489780906,5.423011315831471,5.343731643762495,5.342446090418837,5.279809137928525,5.280008190902733,5.195271286497643,5.196570520150977,5.200613562906276,5.201149941166737,5.0203799796688555,5.020378105930556,5.067730566112079,5.0673706280031245,4.9746195784308735,4.974236714237197,5.011472476303005,5.011074776254315,4.984095432823083,4.984280149545707,4.872281528861028,4.872183298376745,4.8862699788815736,4.886917267848463,4.84730249331044,4.847522410285368,4.946989222611138,4.948166581498595,4.837986655308353,4.838259764019968,4.96667093022317,4.968126549867231,4.962698320642493,4.9622746962736635,4.923850149366555,4.923001838947396,4.912974251718757,4.913039842202732
6,2.8770000000000002,6.766984454582603,6.7676527680447744,6.419062704655308,6.418020460187163,6.165961379813497,6.164134100895343,6.02870518046813,6.03042741854316,5.930044285060462,5.930258831580132,5.845139245407695,5.846193139389566,5.712586067627143,5.7124354897327425,5.7655231275819565,5.765579317506942,5.700613052751149,5.698200109971011,5.691847562709634,5.690907204230008,5.5435930966650675,5.542477891704902,5.365684182369746,5.364595120531834,5.2986603772419665,5.298281760752252,5.260854258657404,5.26206535043951,5.246231880484664,5.246080052888231,5.184898436708592,5.185450744961713,5.050452767510977,5.0505447513902535,5.0204667168927495,5.019817615759414,4.964487047031745,4.965045569060527,5.032278684292086,5.032125888316541,4.943427306604609,4.943321579877728,4.869369930666019,4.869915710046663,4.844008678384521,4.844810543785506,4.823548712048004,4.823449889157593,4.935148424139864,4.9345204371593985,4.89390794444768,4.894767029671742,4.973186964831527,4.971848439411333,4.991269763046923,4.991446265405603,5.039975452821444,5.038269618131024,4.9672108761303955,4.967240673594575
7,2.8815,6.716772463293961,6.717472915629052,6.372830453200014,6.3723531042783375,6.192371803169921,6.19180312444965,6.065833487964187,6.062348253199922,5.847785247961476,5.846633434595556,5.895734722657395,5.895069347093225,5.787282298217393,5.786104656579575,5.763971017011143,5.7639647393418985,5.671150196111992,5.670953265915727,5.678042996903282,5.677666035347027,5.527688762290311,5.526883334860833,5.372329364677285,5.3720143089260235,5.350340979952828,5.349652523217875,5.200066884069035,5.2004957870913495,5.260768783048719,5.258753138974994,5.228263505597299,5.229102040212482,5.068822620102625,5.068302983074209,4.981215747129285,4.981130447369103,4.970972685726323,4.969904676887327,4.9429637620539015,4.942681064981143,4.954863033232711,4.954535141348054,4.882461584726478,4.881975493561081,4.932420401318831,4.932669771970448,4.945304893178964,4.9455928066192865,4.92722111540394,4.927508872265417,4.909885754594364,4.9094406418552285,4.958783938551967,4.958663657713347,5.0013339668406305,5.002097570477773,4.961648231158707,4.961555841590005,4.937140821725031,4.9351253356760765
8,2.886,6.889849035456604,6.8895299789853075,6.39224773397773,6.393254779017252,6.136285032805552,6.138132986774207,6.14053846017699,6.1407456347998695,5.945310002154203,5.9439005411414705,5.865378908787003,5.866317236466822,5.797932321553504,5.798179319878802,5.772716775579165,5.771624965065335,5.694701408578939,5.693883518271811,5.614048391582165,5.614659544854895,5.508668960053578,5.507360167958529,5.377511674887905,5.378752564512546,5.3043682037635795,5.303907505504099,5.257015654151193,5.256645252010054,5.269749092705581,5.269552538128285,5.2010573565244265,5.200490399903719,4.989332889821719,4.989491964149515,5.047992333561207,5.048011979552902,5.066749057807618,5.067023915837122,4.9425517580375775,4.942491163900371,4.777481684252124,4.777161288163787,4.888166684475518,4.887311971474932,4.892988968724034,4.8933030554898505,4.917068547560989,4.916956012021879,4.9120619882000955,4.912179739144926,4.943368579694937,4.942442497654466,4.9156558768293594,4.9137243470183,5.030947181631023,5.031558614846534,4.916409759305218,4.917236018908325,4.988842578795635,4.988788263701649
9,2.8905,6.841796803809199,6.843342105947419,6.340116045170142,6.338299260407115,6.189965361717863,6.189329190599723,6.090128311560839,6.092783912074644,5.987585925627111,5.98651841323313,5.85858953028858,5.86073464347191,5.873074544498873,5.874161859377433,5.81397723426625,5.813551484256077,5.711395932288224,5.7119873459423935,5.615287803347203,5.615323440285061,5.486454628249654,5.4850673770028,5.411619564026099,5.411173732487958,5.282563458562739,5.281981634820843,5.305972348918984,5.305360321847487,5.1680963238272835,5.1675378323409165,5.1508025359996665,5.15020731373585,5.054296602869274,5.05330258634972,5.08340297498626,5.0848797100398295,5.04061048129782,5.04049073104747,4.949025502713926,4.949702620148749,4.92944687196461,4.9294846334023115,4.868972005243698,4.868758022092985,4.8248373222798495,4.82350145331661,4.891657075491707,4.890359123515162,4.756196510475845,4.756062268132313,4.884517206136615,4.886002030058943,4.913180495077917,4.912649177484409,4.986327987341275,4.986803490842584,4.962379815867433,4.962227520235638,4.9697295251546265,4.970244446238837
