SpinCore Technologies, Inc. SpinAPI ver. 20171214
Logfile created: Wed Mar  9 15:14:30 2022

Markers: (I) info, (W) warning, (E) error.

(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data b. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 93. Using the direct protocol.
(I) 15:14:30 pb_inst_pbonly64:856        pb_inst_pbonly: inst=0, inst_data=0,length=48700.000000, flags=0x00000003
(I) 15:14:30 pb_inst_direct:1116         pb_inst_direct: OPCODE=0x0, flags=0x00000003, delay=24347
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 3. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 5f. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 1b. Using the direct protocol.
(I) 15:14:30 pb_inst_pbonly64:856        pb_inst_pbonly: inst=0, inst_data=0,length=600.000000, flags=0x00000007
(I) 15:14:30 pb_inst_direct:1116         pb_inst_direct: OPCODE=0x0, flags=0x00000007, delay=297
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 7. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 1. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 29. Using the direct protocol.
(I) 15:14:30 pb_inst_pbonly64:856        pb_inst_pbonly: inst=0, inst_data=0,length=400.000000, flags=0x00000003
(I) 15:14:30 pb_inst_direct:1116         pb_inst_direct: OPCODE=0x0, flags=0x00000003, delay=197
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 3. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data c5. Using the direct protocol.
(I) 15:14:30 pb_inst_pbonly64:856        pb_inst_pbonly: inst=0, inst_data=0,length=49000.000000, flags=0x00000001
(I) 15:14:30 pb_inst_direct:1116         pb_inst_direct: OPCODE=0x0, flags=0x00000001, delay=24497
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 1. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 5f. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data b1. Using the direct protocol.
(I) 15:14:30 pb_inst_pbonly64:856        pb_inst_pbonly: inst=0, inst_data=0,length=600.000000, flags=0x00000005
(I) 15:14:30 pb_inst_direct:1116         pb_inst_direct: OPCODE=0x0, flags=0x00000005, delay=297
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 5. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 1. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 29. Using the direct protocol.
(I) 15:14:30 pb_inst_pbonly64:856        pb_inst_pbonly: inst=6, inst_data=0,length=400.000000, flags=0x00000001
(I) 15:14:30 pb_inst_direct:1116         pb_inst_direct: OPCODE=0x6, flags=0x00000001, delay=197
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 1. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 6. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data 0. Using the direct protocol.
(I) 15:14:30 pb_outp:1551                pb_outp: addr 6, data c5. Using the direct protocol.
(I) 15:14:30 pb_stop_programming:429     pb_stop_programming: (device=0)
(I) 15:14:30 pb_outp:1551                pb_outp: addr 7, data 0. Using the direct protocol.
(I) 15:14:30 pb_start:488                pb_start():
(I) 15:14:30 pb_outp:1551                pb_outp: addr 1, data 0. Using the direct protocol.
(I) 15:14:30 do_os_close:1650            do_os_close: closing pci
