,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9,Signal Run 10,Background Run 10,Signal Run 11,Background Run 11,Signal Run 12,Background Run 12,Signal Run 13,Background Run 13,Signal Run 14,Background Run 14,Signal Run 15,Background Run 15,Signal Run 16,Background Run 16
10,3.252,0.9637062353848611,0.9278262097546136,0.9589534820198578,0.9347253973880312,0.9330490302819222,0.9675508709174501,0.9589846257485389,0.9396901350578509,0.9526182189299892,0.9460705338294229,0.9491045307155489,0.9468394401391157,0.9293601208330355,0.967111006993481,0.9431996643279182,0.9555390588285356,0.9310143503266419,0.9709474961077924,0.9457395766337707,0.9495232828284578,0.9429342397502777,0.954366266763645,0.9234835855868255,0.9811805571076833,0.9442708183068497,0.9532066537083176,0.9507620327463377,0.9447370124762823,0.9408882227529004,0.961478310265821,0.9464637638076103,0.9493215421557275,0.9464637638076103,0.9493215421557275
11,3.2522,0.9397736825377928,0.9537386889126485,0.9499446213599365,0.9503598123295591,0.9362089302780727,0.9568792251724639,0.9350827418497025,0.9648394868354284,0.9446097661826641,0.9520306170309634,0.9495311475905006,0.9504924534510681,0.9559181381596289,0.936921025289582,0.9589073487325137,0.9404121581675591,0.9156313046064039,0.9832752339616141,0.9481271702907871,0.9488108090634025,0.9440105816710819,0.953635714614234,0.9358724188359518,0.9590030491490812,0.9633486443101623,0.9370828170942769,0.9351616994135933,0.956562955453076,0.9468814179882454,0.9568121701710668,0.949765715293069,0.9516101511676596,0.949765715293069,0.9516101511676596
12,3.2524,0.96382267131638,0.9285545454570311,0.9547019647349223,0.9435666273116275,0.9418109571340683,0.9485934544506607,0.9458706056741807,0.952488218789336,0.9439611390457844,0.951717908839319,0.9552239088971515,0.9460936130194435,0.9396598028775441,0.9639633173052266,0.9452971572509312,0.9485830865851358,0.9208013378012678,0.9759466459024972,0.9476764988222585,0.951952535350978,0.9561365276129825,0.9365490945014029,0.9558670673707947,0.9375768992717163,0.9339662641859752,0.9614167176897438,0.9553232311545798,0.9379518253443521,0.9550407605062015,0.9446470294603084,0.9450981355607231,0.9488482598165437,0.9450981355607231,0.9488482598165437
13,3.2526,0.9501565425995492,0.9491343286444295,0.9383009268208361,0.9597226721364008,0.9361880047117104,0.955569383026415,0.9668326536740147,0.9282348689713764,0.9532526630957647,0.941027772380316,0.952080031188294,0.9463112177297668,0.9526605696558589,0.9471492751826253,0.9558218438969632,0.9429004148220498,0.9489758479917783,0.9493838843734229,0.9434156122989474,0.9476669756470619,0.9405870675030066,0.9524163866539526,0.9532598817027043,0.9545504839883031,0.9133510960197636,0.9783570998023452,0.9496769768356133,0.9437494360826797,0.9413521668818321,0.9605667630866457,0.9521889715251209,0.9533752584383579,0.9521889715251209,0.9533752584383579
14,3.2528,0.9443457787272626,0.9497511872288665,0.9536250915867489,0.9469108991127645,0.9524375316030393,0.9465759859186957,0.93383065052592,0.9605716943201743,0.9427780114717851,0.959697811820312,0.9356038078558231,0.9614481397518126,0.9541068107348195,0.9416512584856785,0.9377833830482394,0.9615431206188355,0.9524284106767785,0.9428324821710754,0.9509289781837719,0.9441205863477306,0.9598136535057198,0.9298522052958736,0.951433557975767,0.9473890902607449,0.9517698804358428,0.9436077605129009,0.9464715704939707,0.9531684283638117,0.9515374396642119,0.94209499243258,0.9494778659159723,0.9475643114496879,0.9494778659159723,0.9475643114496879
15,3.253,0.9398881205850663,0.953423542710191,0.939236151367101,0.9586309620683734,0.9378694629150026,0.9627058234359623,0.9241322770259499,0.976513569531332,0.9375106833754595,0.9611866504818001,0.9456355407140628,0.9528121460937662,0.9762547354071961,0.9173372184912827,0.9571813809503332,0.9433737913000115,0.9398835296721616,0.9547110832960705,0.9513510676592397,0.951454924589777,0.9510424520472707,0.9500414771460006,0.96469699523525,0.9324915402366991,0.9611403660324853,0.9407721919661901,0.9472826136279245,0.9522846096300165,0.9451936169964518,0.9577101640034537,0.9468833853605158,0.9463765283749126,0.9468833853605158,0.9463765283749126
16,3.2532,0.939585438445859,0.9532047222788026,0.948379441549065,0.9475010621772219,0.9488620344719533,0.9525245480542122,0.9675410944547329,0.9343262940687859,0.9523639721352142,0.943227960971513,0.9374839789167748,0.9576803386494648,0.9553094275005471,0.9412423187684555,0.9570337693365165,0.9339034830585595,0.9473234984097677,0.9502418715726834,0.9437216711761828,0.9521853797753825,0.9517554517611976,0.9469792436184933,0.9495574786080336,0.9438294888577917,0.9373651985516339,0.9546210090153232,0.9452569920681503,0.9545764060642631,0.9540185107016618,0.9454833080723786,0.949519874319167,0.9519623742559421,0.949519874319167,0.9519623742559421
17,3.2534,0.9419488232922693,0.952688398485246,0.9675621457254354,0.9290593425639249,0.9335795937028137,0.960118152377718,0.9190046853831433,0.9785986269628378,0.9468345381411469,0.9483740712329815,0.9362928844466191,0.960737389501942,0.9422373893044993,0.951353221696506,0.9241362723118333,0.9692831786233721,0.9512892548585545,0.9415404097908123,0.9460777764490739,0.9493548694129323,0.9463723104634364,0.9496782929304379,0.956908338661382,0.940549836868648,0.9414455246582318,0.9588597195126662,0.9481839831089863,0.9520223712732979,0.9469363588633288,0.9523016337139097,0.9509462511677164,0.9483650752073111,0.9509462511677164,0.9483650752073111
18,3.2536,0.9467962426026817,0.9549927176216525,0.9219933703409784,0.9681931896347633,0.9496815421563742,0.9537315691170688,0.969637273396218,0.923582248134994,0.9467452709189678,0.9560344853016871,0.9424945643234296,0.9594916335192134,0.9514609823903171,0.9445273433657879,0.9579010346961749,0.9386736711611007,0.9322722474251015,0.9606559920575757,0.9500215188865532,0.9481541855900996,0.9540897565290272,0.9484588380053028,0.9435713135659205,0.9483801644534416,0.937400492593565,0.9622435648800625,0.9451460174830326,0.9566556587340572,0.9336389987033917,0.952648073373391,0.9489820631600012,0.9480685772932297,0.9489820631600012,0.9480685772932297
19,3.2538,0.9391329564864658,0.9600701438047347,0.9392668246281948,0.9565534288788123,0.9405509285524353,0.9519385435253036,0.9398981473994534,0.9594495325002456,0.936503242135865,0.953553879383724,0.9375036566610759,0.9592231830639782,0.9424243226226201,0.9553378185431387,0.9486570448323213,0.9514712847766794,0.9433034862978122,0.9488424491541202,0.9492568582933257,0.9491279257402683,0.9663249805429721,0.9304173782877573,0.9550805448639287,0.9375846432278045,0.9400710281728052,0.9584139211331074,0.9503430379472829,0.9480609542881886,0.949225556631451,0.943048056936288,0.9479735655317604,0.9490432201337564,0.9479735655317604,0.9490432201337564
20,3.254,0.9553401287211829,0.9374833552924147,0.951721313062482,0.949114995317259,0.9530022338301051,0.9438872399608301,0.9277362877028743,0.9716079581952641,0.9388775296872018,0.9582614089052902,0.9377326301349858,0.9518407167334997,0.9602306562053736,0.9414360598480819,0.9555038554114726,0.9380943145196635,0.9518259109371369,0.9403609651664683,0.9481241079516276,0.9431201753280246,0.9484519683198439,0.956309341665325,0.9619298252805056,0.9331878005201415,0.9481729889065751,0.9455606441972614,0.9392621379184393,0.9531468126497351,0.9712395591284372,0.9369905210332705,0.9446906604797226,0.9486507714366144,0.9446906604797226,0.9486507714366144
21,3.2542,0.9444903318113118,0.9580435240638073,0.9271884824145321,0.9680316499106808,0.9581813566712754,0.940001718045465,0.9651483493978936,0.935759729194346,0.9374101137209755,0.9547456610692687,0.9623917709461248,0.9340606523023498,0.9715936522702563,0.9230435047069022,0.9420461128094437,0.9566159272355337,0.9495180611062362,0.9476507028670714,0.9538121216424077,0.9501427966354898,0.9516694010939802,0.9390587132034234,0.9539099732362251,0.9412460324766738,0.9487597429381666,0.9551094685610649,0.9531125499107005,0.9450011871318212,0.9327695812964132,0.9711913025010658,0.952242008709165,0.9463143100149375,0.952242008709165,0.9463143100149375
22,3.2544,0.9603662377570219,0.941027929232468,0.9317505547389068,0.9624294068821928,0.9444364508126859,0.949097662466624,0.9406727424428478,0.9609619589034055,0.9270350002858894,0.9659711687085908,0.9437670225842206,0.9513709979158171,0.9582275809887569,0.9409626517027542,0.9661493269529221,0.9302081141148149,0.9423998675482089,0.9522230495115036,0.9511248150445945,0.9439195024345649,0.9612022068308194,0.938323386441575,0.9362653370017738,0.9631059549907315,0.9703712950858085,0.927425043244858,0.962290945261583,0.9323946828097971,0.9543030508967231,0.9487582440141202,0.9467677260926279,0.9481358860308187,0.9467677260926279,0.9481358860308187
23,3.2546,0.9448208735162785,0.947536884230944,0.9539159414925449,0.947358575979132,0.9524986872396778,0.9436714811508644,0.95815996286066,0.9426403635865752,0.9468322536673855,0.9499818186135555,0.9604332035403633,0.9325584441363066,0.949853576047561,0.9448717873118265,0.9490428160148482,0.9456392290617252,0.9420062297603001,0.955539991932667,0.9482591324536472,0.9545430803121155,0.9276926575988848,0.9699530156498498,0.9496839140453208,0.9486364945227129,0.9491881728233486,0.952753738289152,0.9483439634935661,0.9487013678623274,0.9233838228964109,0.975037343719556,0.9483191905514484,0.9561505210725784,0.9483191905514484,0.9561505210725784
24,3.2548,0.922665262903109,0.9684547381200146,0.9513757739461546,0.952138314299565,0.9644598731191453,0.9330238238884778,0.9424225413831986,0.9550956656381986,0.9571899123619605,0.9359210207301195,0.955673642649101,0.943815530176941,0.9443627071181853,0.953042432002485,0.9318241088759806,0.9594393803096062,0.9541483805171381,0.944404092852149,0.947128726634043,0.9475864527208844,0.9646635419913034,0.9356173328571238,0.950943688946347,0.9526715044577316,0.9532557247100811,0.9405291623809809,0.9535374535433241,0.9466152749088391,0.9374605499681373,0.9503767962456419,0.9493702027849916,0.9483666702060909,0.9493702027849916,0.9483666702060909
25,3.255,0.9458239731945698,0.9482256194700254,0.9674215037946975,0.935119130251053,0.9547083356011792,0.9353078400819943,0.9348931528533778,0.957196715306137,0.9547104906459052,0.9418992510012351,0.9521473045990105,0.9447343254414025,0.9441832095149261,0.9464451453984492,0.9428551861328522,0.9539190316223017,0.9454105355832196,0.9558493925554367,0.9528232644758122,0.9528149900301087,0.9546959029343703,0.9482617540249745,0.946016652921931,0.9533078507441245,0.9489138484598534,0.9501826200158543,0.9388345228192119,0.9546126704569604,0.9402225705763508,0.9572272298708071,0.9482823095325142,0.9484342269412785,0.9482823095325142,0.9484342269412785
26,3.2552,0.9459358490942946,0.9496032699512184,0.9614416741908557,0.9358395586622297,0.9265605339013627,0.9744222952559132,0.9570825577242318,0.9438300209567088,0.9351925556780014,0.961117687012929,0.9349205103943381,0.9576394842003961,0.9381339830915416,0.9553136742463374,0.94344550192793,0.9536955230902727,0.9441592226009551,0.952530605434832,0.9457384522372193,0.9446528687913162,0.9559776395744204,0.9423444565255722,0.9537744509547973,0.9504271793457688,0.9384114264318553,0.9554572541884767,0.9375305810940823,0.9615695770702658,0.9335880873696495,0.9659141398401189,0.9467871250788894,0.9503119575780627,0.9467871250788894,0.9503119575780627
27,3.2554,0.9423354672390156,0.9536798772381851,0.9647681786939862,0.9351016684455048,0.9687336871028921,0.9290019348609648,0.9557172105861731,0.9402095170219767,0.9606051129963807,0.9321423483985012,0.9462191083377456,0.9523694708396288,0.9469138945949755,0.9437405003295191,0.9429748480066602,0.9580141028271156,0.9501293689020331,0.9557639091544848,0.9539868735945475,0.9526402346203644,0.9448082887754977,0.9541569062849765,0.9646981193699273,0.9306413864359201,0.9585504756133638,0.942035403486721,0.9442239385125629,0.9496925349114205,0.9400172117278089,0.9633072891209861,0.9496850424717919,0.9461475190041552,0.9496850424717919,0.9461475190041552
28,3.2556,0.9451713488608464,0.9517842153461276,0.9617244630527257,0.9328824574976899,0.9016072032755339,0.9980021551917789,0.9479049423909958,0.9530541458758109,0.918502421414524,0.972464100636971,0.9477474607431535,0.9521278788066208,0.9402104830615863,0.952318713839927,0.9706384994687389,0.9237891753431859,0.9575452174920902,0.9426366168085646,0.9512584601651449,0.945796894150862,0.9618224735635502,0.9375837684243277,0.9272648473674797,0.9706014882886046,0.9543803859505279,0.9452004582309853,0.9542723806688089,0.946214393370172,0.9463818369630369,0.9553930084194351,0.9457094097596175,0.9514701930386779,0.9457094097596175,0.9514701930386779
29,3.2558,0.9539053217533159,0.9483299377419105,0.9538984204352159,0.9363884607799011,0.9442596056714221,0.952265650860323,0.9498151903196745,0.9430315026882068,0.9641345110948285,0.9353334247410304,0.9487133966371374,0.9527652345766512,0.9498791511854137,0.9491363589295512,0.9527367486415649,0.945058906338891,0.953334310044276,0.9413464501777791,0.9439331192756694,0.9512207028583538,0.9394573470895965,0.9562735769301748,0.9585955748298031,0.9435535707790532,0.9287428537028878,0.9711753744547823,0.9633184391495564,0.935299593677136,0.9485455090062588,0.9500662406798766,0.9480951275069683,0.9459779813452557,0.9480951275069683,0.9459779813452557
30,3.2560000000000002,0.9208531862798469,0.9757961959954031,0.9308839786610988,0.9680115969923292,0.9280264479703837,0.9628990960941939,0.952112794387432,0.9353743371074613,0.9230728665990048,0.9750339115358091,0.9410319001028699,0.9576774035667706,0.951465289533599,0.9475836721190626,0.95768118463573,0.937157902864655,0.9565319706735241,0.9282312461109872,0.9510653124464494,0.9517566384864389,0.9480630775633745,0.9527527407999683,0.9614807155999461,0.9386183852989091,0.9262321719653624,0.9759454931775537,0.9579729990780163,0.9484766098840195,0.9393931023940136,0.9550934776063972,0.9533017635761127,0.9521046128482974,0.9533017635761127,0.9521046128482974
31,3.2562,0.942483510336373,0.9534277597664325,0.9329976498499626,0.956747982183391,0.9460068117716548,0.9510094659719213,0.9586057881199178,0.9350891734114258,0.9574530214125216,0.9410320531614977,0.9590970635998272,0.939062400730015,0.9489762554247085,0.9524914398596392,0.9495616648209376,0.9466987322599667,0.9545706891072756,0.9361331262268914,0.9513152136354805,0.9441824282427442,0.9556050575987373,0.9452966589459838,0.9410900521861829,0.9542662870006703,0.9399556166442912,0.9551925493310277,0.9368674911433654,0.9635318275472485,0.958284426070889,0.9386587695289634,0.9478584653973737,0.9560070004268346,0.9478584653973737,0.9560070004268346
32,3.2564,0.9474782320670488,0.9530810684314658,0.9368802346586131,0.9574835333138874,0.9428410419454105,0.9592840895113716,0.9457222768032052,0.9583013562380623,0.941808144623417,0.9531497167878082,0.9315605927107068,0.967468348968388,0.9406115224958056,0.9609855095106161,0.9455087953154551,0.9486438023596043,0.9558372116878243,0.9428519713099252,0.9472788657079123,0.9532818983718995,0.9481408522312109,0.9546329429180612,0.9404438933417508,0.9597404138523059,0.9573745928803864,0.9421551513404381,0.9457678800696258,0.9486161921354341,0.9305237629554723,0.9647905408137062,0.9512139250892869,0.9485276106218267,0.9512139250892869,0.9485276106218267
33,3.2566,0.9529227132740625,0.94461183137062,0.925747207674612,0.9719851330749689,0.9475354766529536,0.9466132433165425,0.9491836093068207,0.9449818513108821,0.9478686170083976,0.9492464543532798,0.9440548094885671,0.9552091999008929,0.9592435809098668,0.9428892327655561,0.9691304483541918,0.9294847746426682,0.9597524075568903,0.9390479726647781,0.9488336715634372,0.9519432279552806,0.9581742962572898,0.9373392435478907,0.9599964969142603,0.9375403560085676,0.9406132410114727,0.9667041911924683,0.9606804204665034,0.9426442708506453,0.9524103254905207,0.9459315723482293,0.9499771028267514,0.9446127981925377,0.9499771028267514,0.9446127981925377
34,3.2568,0.9376486421458531,0.962914400723496,0.9526994558988806,0.9442034181368483,0.9525978527716205,0.9382566364549039,0.9612304726619953,0.9355910987202788,0.9499131075358884,0.9542288702330536,0.9511872792645523,0.949535710481725,0.9525469714048304,0.9424961615787859,0.943665854800044,0.9557039064204266,0.9463010683810231,0.9531756748039859,0.9498496378914375,0.9535517261722218,0.9392234417012565,0.955695538275221,0.9556212957641957,0.9477369381273042,0.946188154600632,0.9480384039359835,0.9497666216422261,0.9475310796539996,0.9401821854797686,0.9636800594388367,0.9505981204442242,0.9457009141078346,0.9505981204442242,0.9457009141078346
35,3.257,0.9559412224253374,0.9442458975403478,0.9363450769893512,0.9578769230821714,0.941563932460445,0.9498060991382826,0.9457162180822154,0.9591093076629406,0.9574681998986667,0.9322979185935012,0.9262506964536207,0.9713703325367052,0.9478019943042729,0.9459773894525357,0.9439772544961885,0.9568513346609899,0.9574542388333007,0.9378769314659691,0.9495780297672869,0.9467123824350645,0.9595315838179913,0.9414660122493026,0.9551853971403376,0.9375403853487653,0.9514846888126345,0.9445126618786027,0.9602033846609332,0.9387415061540237,0.9615239776388488,0.9384185197485209,0.9450703376690722,0.9528105837021494,0.9450703376690722,0.9528105837021494
36,3.2572,0.9560141520441244,0.9397604080573863,0.9516909201060048,0.9465831353191078,0.9658695669368481,0.9275490435928834,0.9408150132117349,0.9603725500695307,0.9529767789951924,0.9459209852539101,0.939830249670322,0.9569424151002011,0.9529847730255824,0.9445904318484647,0.9435016920435488,0.9484785449010811,0.9522937313669462,0.9496392813712393,0.9501556626345726,0.9538440450120441,0.9470179086763324,0.9475629668950573,0.9509757348547502,0.9454157185437813,0.9561520150175784,0.9400694342688006,0.9409814857717851,0.9540988779635955,0.958228862380158,0.9428927967388284,0.9480011141045707,0.9411628864137216,0.9480011141045707,0.9411628864137216
37,3.2574,0.931608066875447,0.9696256898059191,0.9614491072125182,0.9311029568163258,0.9703545549001623,0.9258673309406183,0.9693696677576862,0.9308295406249899,0.9430377477963673,0.9620172471619691,0.9713820782362441,0.9292984976857211,0.9457436715164936,0.9523775296854963,0.9548794968912091,0.9463970778211623,0.9462873846296407,0.9498277757769225,0.9539385553827722,0.9483608859832462,0.9521636436365035,0.9438171215634457,0.9592820553161601,0.9355954076605089,0.9570902109575352,0.946044422036007,0.9400531300947265,0.9630125056264908,0.930312089654915,0.9606493365964345,0.9500872990849831,0.9429646927183607,0.9500872990849831,0.9429646927183607
38,3.2576,0.9220590174665806,0.9727705036981286,0.9724152577295876,0.935767318948723,0.9346267617294792,0.962006191386037,0.9445651360456322,0.9568454024542948,0.9608068201098319,0.9342354652321726,0.9373238144554065,0.9607147754118341,0.9609954760241489,0.9417661043290485,0.9383596465231664,0.964284212869074,0.9524839750962459,0.9488331435912499,0.9471194496941038,0.9466101236094422,0.9456307964720377,0.9568637060505105,0.9526806848513261,0.9453275438366402,0.9508908746745561,0.946309909066693,0.956956375135796,0.9414605455306346,0.9515437173783774,0.9499028924061593,0.9470641931198684,0.9506444432782056,0.9470641931198684,0.9506444432782056
39,3.2578,0.9461859093603471,0.9483081350390922,0.9510019091290386,0.9457411424319946,0.9677190021051992,0.929158073688818,0.9507964559253936,0.9444318908164671,0.9405732946186308,0.9563672170070194,0.9524736658552442,0.9449288798071437,0.9432220915888884,0.9586423334596175,0.9585626247858632,0.9450621862787062,0.9437930399082476,0.9519680909594411,0.9451336764174605,0.9453961381831095,0.9570443893386877,0.9397089032972664,0.968353762250887,0.9254630457121293,0.9672223237358692,0.9315488162374453,0.9464164737390729,0.9490907904910789,0.9554129340981182,0.9462265425258387,0.948139445127545,0.9439394945279426,0.948139445127545,0.9439394945279426
40,3.258,0.9324052419308906,0.9597890434450892,0.9534271662934242,0.9435645670082573,0.9800814765037896,0.9118340183027048,0.9634332202890571,0.934287001375569,0.9336593917834612,0.9594923203449869,0.9325027835763016,0.962869892600612,0.9464936187602465,0.9472095871049346,0.9391341144560594,0.9541083078750544,0.9546129801728607,0.9418075205720928,0.9497110881880959,0.9517115363480869,0.9566368545762469,0.9421310079110686,0.9546453694665435,0.944512910414781,0.9389249437028644,0.9607777120402309,0.9532367979367351,0.9471567419899791,0.9445204719447134,0.9605681976111143,0.9463689976018425,0.9493738598227199,0.9463689976018425,0.9493738598227199
41,3.2582,0.9573076261573317,0.9350183715944098,0.9353387631992518,0.9646152572937302,0.931521360486463,0.9600625217278533,0.9480742599029254,0.9531271032896147,0.9454683160152921,0.9544495010727906,0.94313369746799,0.952757765093038,0.9504648171476591,0.9454789041446408,0.9293484080891103,0.9648128083295163,0.9602703808762746,0.9324484061234499,0.9495218762061457,0.949435637262487,0.9299385689789222,0.9666127066057224,0.9660525319181467,0.9256237728986815,0.9566486617132955,0.9456245458844212,0.9474892849356645,0.9513915508245143,0.9507373303332681,0.9529162462198634,0.9510048133302215,0.9492392712824607,0.9510048133302215,0.9492392712824607
42,3.2584,0.942593041266965,0.949825370865954,0.9484506859192207,0.9496051739375234,0.921851909224869,0.9741629901743754,0.9302880696639518,0.9708487943351842,0.9659955962391992,0.9310130353810697,0.9509690220261242,0.9427286618494072,0.9275214007476338,0.9619474698698239,0.9303200870844448,0.9621186622455175,0.9651499805937991,0.9331897074570865,0.9438240532273984,0.9473577940155247,0.9561457714950397,0.9462334787466461,0.9623814921310463,0.9331309217499438,0.942436030918568,0.9490323160271431,0.9664036284829363,0.9293730211655423,0.9442090727766254,0.9558382414593182,0.9483178501746883,0.9501367388346773,0.9483178501746883,0.9501367388346773
