,Frequency,Signal Run 0,Background Run 0
0,3.5,1.3646752996108216,1.3641814923425555
1,3.502,1.3657800411282088,1.3655033092754674
2,3.504,1.3658493803455602,1.3663113290932662
3,3.5060000000000002,1.364369520187511,1.3663741092877908
4,3.508,1.3666486548699581,1.366907895861344
5,3.51,1.3670090936601733,1.366356305965996
6,3.512,1.3655083068792504,1.3663300696274723
7,3.5140000000000002,1.3679208099585125,1.365369940728012
8,3.516,1.36683418406797,1.3688290905482672
9,3.518,1.3666155470557064,1.3674010785348802
10,3.52,1.3672770801739027,1.3663025837779619
11,3.5220000000000002,1.3656170005364392,1.3662032601062297
12,3.524,1.3649629636408618,1.3661214273763744
13,3.526,1.3640371920267205,1.3648202248179269
14,3.528,1.363702989732967,1.3676247129464516
15,3.5300000000000002,1.3620735193484672,1.3676219019961078
16,3.532,1.363106735375171,1.3658168973092075
17,3.534,1.3644629094723673,1.3648817555306754
18,3.536,1.3665202837268908,1.3668657302701335
19,3.5380000000000003,1.368012949777334,1.3651263165802296
20,3.54,1.3656379272477777,1.3666961303230092
21,3.542,1.3653621323097596,1.364898309539848
22,3.544,1.3650854003552477,1.3639269364528694
23,3.5460000000000003,1.3622393712403582,1.3651022665807548
24,3.548,1.3634456226921479,1.3666898836848609
25,3.55,1.3592590363358166,1.3654158544949964
26,3.552,1.358196148300889,1.3643713943820246
27,3.5540000000000003,1.3554503797242896,1.3631941902523363
28,3.556,1.3509211580645724,1.3631832584531343
29,3.558,1.3489662308766264,1.3623321357182756
30,3.56,1.3497751877925734,1.3617983491317691
31,3.5620000000000003,1.3540604731082149,1.3621378611687815
32,3.564,1.3570558001242374,1.363829486929724
33,3.566,1.3599583624986986,1.3630705040870652
34,3.568,1.361658421364069,1.3657060171010265
35,3.5700000000000003,1.363308818501121,1.3640946622371866
36,3.572,1.36254733705013,1.366228247147043
37,3.574,1.3606536282001838,1.3642814407933466
38,3.576,1.358690892588375,1.3655201756913156
39,3.5780000000000003,1.3601317102857358,1.3649557798312189
40,3.58,1.356602909153543,1.3637098611337315
41,3.582,1.3525603108425734,1.363703926747677
42,3.584,1.3547401217959387,1.3643607747440916
43,3.5860000000000003,1.3556246647169392,1.3625273472718915
44,3.588,1.3575739697239986,1.363646768746267
45,3.59,1.3601938657728063,1.3646075222492018
46,3.592,1.3611580549226776,1.3638663427845448
47,3.5940000000000003,1.3634905993910647,1.3634681109640885
48,3.596,1.3641377649611397,1.3627831525280827
49,3.598,1.3616093843256407,1.3644788387602174
50,3.6,1.3614516531083258,1.3639506741938325
51,3.6020000000000003,1.363634899931288,1.3631888804512635
52,3.604,1.3627085036800715,1.365579832267651
53,3.606,1.3636492674440306,1.3621144357045494
54,3.608,1.3663534949665495,1.3646728009591886
55,3.6100000000000003,1.3622481165379237,1.3638388569831394
56,3.612,1.3628256305921531,1.363641459009527
57,3.614,1.3652496904218463,1.3630089734361797
58,3.616,1.3632978865979126,1.3656463603849056
59,3.6180000000000003,1.3652019027294808,1.3659996153218976
60,3.62,1.364146198219013,1.3657450593749167
61,3.622,1.366517472821258,1.366278846005675
62,3.624,1.3648873776269146,1.3661148682548365
63,3.6260000000000003,1.364796799418939,1.364744638950981
64,3.628,1.364630635272754,1.3639316214886834
65,3.63,1.3660061744400622,1.3647921143571293
66,3.632,1.3664968584337247,1.3676144058046902
67,3.6340000000000003,1.3670846796567635,1.3659337119048292
68,3.636,1.3637142338755,1.3666986290417344
69,3.638,1.3660067991196452,1.3660308490881516
70,3.64,1.3680760422752234,1.3681966050292447
71,3.6420000000000003,1.3649479713700556,1.3654439649934624
72,3.644,1.3683574593263284,1.3665068532027858
73,3.646,1.367796186891572,1.3651016419499806
74,3.648,1.3676187786517071,1.3659583866213048
75,3.6500000000000004,1.36689102967404,1.3657919101024558
76,3.652,1.3644850855327513,1.3668029501736632
77,3.654,1.365946205368803,1.367444493572908
78,3.656,1.3646187664737186,1.365332460090383
79,3.6580000000000004,1.3684043100091485,1.3656269953839086
80,3.66,1.3657466210628058,1.3671765070936055
81,3.662,1.3664959210963021,1.366520908309901
82,3.664,1.3671508952554179,1.3661582832632377
83,3.6660000000000004,1.3663078934831496,1.3664737451972677
84,3.668,1.3674035771740258,1.366955683663239
85,3.67,1.3665433967368799,1.3653049743197816
86,3.672,1.3665877488519218,1.3672861379197903
87,3.6740000000000004,1.3648402144997311,1.3662804075907693
88,3.676,1.3654205394890586,1.3645166315327037
89,3.678,1.3670671884940995,1.3675603712049875
90,3.68,1.3643557772491133,1.36525656174092
91,3.6820000000000004,1.3664119022232581,1.3660820727320708
92,3.684,1.3670453248420613,1.365084463231399
93,3.686,1.3650982060422585,1.3646943523267436
94,3.688,1.3660930044035322,1.3656413628636237
95,3.6900000000000004,1.364642504146393,1.36467842301595
96,3.692,1.3659558879066245,1.367169635636283
97,3.694,1.363960356723494,1.3642305295233847
98,3.696,1.3651506790425958,1.365309346985684
99,3.6980000000000004,1.3643261050912119,1.3656422999896116
100,3.7,1.3665115381719997,1.3667623460932248
