,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3
0,3.6,1.1534501091011806,1.154194099703067,1.0816790915568448,1.0812162059919523,1.0325226338194184,1.0316483983127733,0.9784849533419424,0.9786376868212738
1,3.6006,1.1355862183063397,1.1354825219095985,1.071809194514942,1.0703758731013409,1.019553402728457,1.0222582540782932,0.9769707361793283,0.9760677656068037
2,3.6012,1.1249298534607175,1.1270334533687907,1.0871250256183416,1.088254129262431,1.0324823418761258,1.0353218110575553,0.9648151476876846,0.9652221247777711
3,3.6018,1.1066858487702693,1.1053937042957056,1.0491983854299662,1.0493917229872354,1.016123926109186,1.01713246699132,0.9964350460428996,0.9965356191168685
4,3.6024000000000003,1.1333817348277502,1.133135611961576,1.0974799840875784,1.097281336822704,1.0143033059265505,1.0138716541078694,0.9595903503309618,0.9615027988398761
5,3.603,1.1038526266252249,1.1052412836057548,1.0529195865519587,1.052921148321776,1.0251058456045148,1.0281270956640296,0.9955733038207877,0.9930467979282664
6,3.6036,1.1325068743378042,1.1325677802540879,1.092651855472131,1.0923535721654865,1.021143205984285,1.02272145230357,0.9645099928718611,0.9642660565909318
7,3.6042,1.0967562974894594,1.095509754380626,1.0696802953827351,1.0701166321569227,1.0194850003191605,1.0194175352016552,1.004302851818595,1.0050124849140647
8,3.6048,1.123236981122729,1.126001177015602,1.1026129550582833,1.1044329515108138,1.0278500507385828,1.029061611780119,0.9934946912648134,0.9906905163496885
9,3.6054,1.101762144833235,1.1011624549987518,1.0642140597006529,1.0646685122271753,0.9982494231278383,0.996721463462089,0.9816901704345605,0.9802499776709185
10,3.606,1.0780287910397686,1.0763396644133494,1.0525104239598293,1.0528105813285897,1.0417900289520796,1.043261767908963,0.9938738697713443,0.9945388382758801
11,3.6066000000000003,1.106227649231359,1.1048374305834714,1.0804337971927607,1.0809073023221576,0.9943048968595699,0.9958147410027874,0.9600722882527288,0.9612944687076135
12,3.6072,1.1433550154502372,1.1427459552528068,1.07394434059378,1.0755369545502993,1.0251867395847587,1.0248387945951807,0.9978324479068704,0.996852017452633
13,3.6078,1.102922795374352,1.10297120783458,1.0811103229324497,1.0826901311456507,1.0031625043026822,1.0031868667055746,0.9669406116376718,0.9657106227810589
14,3.6084,1.127798683219616,1.1281025886062432,1.0586588063498708,1.0593462634841626,1.019766105143875,1.021739772093149,1.0027199207892983,1.0019115887425627
15,3.609,1.0982801947991834,1.098291751276721,1.0564268357793225,1.0550965863355695,0.9838724802032505,0.9825531624101717,0.9620281516893613,0.9614868691748639
16,3.6096,1.094023958285854,1.094411882798066,1.0304608905947226,1.0295291848108084,1.0257233379718502,1.0259588411398948,0.981049565139662,0.978365952959338
17,3.6102000000000003,1.0897555423841252,1.088665481037745,1.051959146252234,1.0514875149616245,0.997948951421645,0.9988366173645954,0.9817988647109623,0.9830822634687993
18,3.6108000000000002,1.08852180335579,1.0885836463575482,1.0292836839522266,1.0305870724471693,1.0079693932524063,1.006145648821502,0.993611817930424,0.9940781392948576
19,3.6114,1.1053537245258158,1.106986005738022,1.0843433378518736,1.0858125782034476,1.0360073949546906,1.0347905242537958,0.9790905782112342,0.97971712922138
20,3.612,1.057392899797619,1.0559374024576897,1.0545952832364982,1.0551396892111906,1.0017688500934008,1.0027883228332881,0.9657209296434348,0.9658998995433801
21,3.6126,1.138173943621587,1.1394361035930032,1.0351434670319142,1.0353386785801677,1.0018791052923122,1.0013172083809039,0.9546472809687825,0.9547993898026504
22,3.6132,1.086966669351439,1.0876247665447436,1.0486096279614625,1.0480952063488722,1.0159805635998973,1.0130823748802331,0.9691763302144979,0.9698584773289058
23,3.6138,1.100913520737984,1.1006102400301152,1.0802710701852523,1.0806243251566372,1.0050490283524336,1.0058092602467,0.9943198891233497,0.9949464400502823
24,3.6144000000000003,1.1003250750502285,1.0998546933603748,1.0680392684042712,1.069713090389995,0.9979639427069066,0.9982915857797183,1.00123724952709,1.0041829137739688
25,3.615,1.13244128322743,1.1321817299324555,1.0683922108805954,1.068636459514364,0.9970606605349517,0.9982744077918743,0.9964097472189756,0.9962791897880311
26,3.6156,1.0904451829195094,1.090429565976729,1.0675823177462047,1.069102781658647,1.0017319939278506,1.0028942054616032,0.9793804283578217,0.978454969497438
27,3.6162,1.1031226928235747,1.1042374289521208,1.0443096643462044,1.0452925936015782,0.9969550890787464,0.9971184420637995,0.9766971284604848,0.9770863020997117
28,3.6168,1.1333523741461453,1.1334841809477347,1.0304255931627972,1.0302869150519558,0.9949558101359306,0.9952522193774352,0.9128092327965208,0.9133392711065499
29,3.6174,1.1061954787235782,1.1072967842212824,1.0452729158327012,1.046027213316307,1.027727925968344,1.025637132116548,0.9812129185480724,0.9819234886510585
30,3.6180000000000003,1.1109174111689892,1.1108683739830312,1.0452722908913639,1.0476017114098655,0.9941296757217021,0.9942599209588343,0.9517987568873205,0.9531115154771151
31,3.6186000000000003,1.1189513817255743,1.1166225856565317,1.065152948831062,1.064391155270101,0.9856037715175147,0.9847645180463365,0.9817142208483894,0.9826421784597248
32,3.6192,1.0940042804020191,1.0916504974522891,1.0637942765730581,1.0623503356814044,1.0380425921375407,1.0381859557279176,0.9480962940696258,0.947162402054775
33,3.6198,1.1295209179030472,1.129252931520904,1.0514946987595504,1.051114270662015,1.0395877301276117,1.0391985563665287,0.9852989302695664,0.9836891378593371
34,3.6204,1.1045450804090775,1.1040453388909588,1.0716580230355501,1.0760716785179005,0.9941615333566503,0.9939110378088692,0.9706586877931438,0.9679616449704657
