,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1
0,3.5,1.3757411430609696,1.3759391657650735,1.4520913761978045,1.4521222976938606
1,3.502,1.386975962112774,1.3852902707897101,1.462286420635615,1.462028116568723
2,3.504,1.3923488102979995,1.3934213809890856,1.4872544576149187,1.4838152971391934
3,3.5060000000000002,1.3689762014971192,1.3702680338349633,1.4499933980091957,1.4481084344774335
4,3.508,1.349096163928992,1.3514699369751562,1.4428149199824425,1.4442726042026188
5,3.51,1.3812389266502023,1.3813257568456114,1.430369475900559,1.4323131590079579
6,3.512,1.3709077037694297,1.373907403524016,1.4122400941856807,1.4121348360463044
7,3.5140000000000002,1.3546676592312314,1.3554891096796224,1.432710141389108,1.4303797829198062
8,3.516,1.3870584196661044,1.387426979287043,1.4509023030448702,1.4508807517451114
9,3.518,1.3792196581111624,1.3764695167903223,1.4558406893372116,1.4569476172750966
10,3.52,1.3685698491963998,1.366918515064823,1.4539579119876125,1.453894507258674
11,3.5220000000000002,1.385579496341719,1.3868479032520102,1.4675355845946045,1.4648182386466655
12,3.524,1.3962477329565213,1.3964207685287724,1.4638022009874467,1.4641773196845855
13,3.526,1.3895524431765853,1.39128779637785,1.479525950763512,1.4812684880045746
14,3.528,1.4038890971105489,1.4067626122102992,1.4388391613643083,1.4392739367491558
15,3.5300000000000002,1.3837713681844752,1.3866720567404023,1.4491891259404834,1.4557854051723444
16,3.532,1.3649998197097761,1.3683040496016647,1.4572171655744581,1.4623766871978474
17,3.534,1.3670734355589385,1.368254700083327,1.423380899533351,1.424259507816572
18,3.536,1.3622378096820003,1.3633125668256028,1.4169417276931944,1.4193551681149255
19,3.5380000000000003,1.369167665267802,1.37066251765879,1.44205968525996,1.442986706297409
20,3.54,1.4072351805771564,1.407473182639931,1.401876387883715,1.4023392736490214
21,3.542,1.389253535297869,1.388863111994246,1.452135416647643,1.4526657675983503
22,3.544,1.393522266953734,1.3970897983198625,1.4657549411442548,1.4698571965329148
23,3.5460000000000003,1.3866342640560343,1.38759283123367,1.4472932308463577,1.4503135452120564
24,3.548,1.3987951665315823,1.4014291178399123,1.4273516600108542,1.429027668884075
25,3.55,1.3841065075417236,1.3878998596519652,1.459726806453891,1.4658270917525
26,3.552,1.399005995360494,1.4040455786782517,1.486057577279901,1.4941474600060596
27,3.5540000000000003,1.3899525486217459,1.3968867776713783,1.4142546776406726,1.421457205705764
28,3.556,1.387483512130954,1.3977753809519968,1.4111915733403484,1.4214962482605393
29,3.558,1.3879985584208796,1.4019647785334355,1.4065705238751198,1.4217598622592929
30,3.56,1.3793533389824382,1.3910560411298794,1.4292837868448738,1.4422111693287523
31,3.5620000000000003,1.3949068635550261,1.4010880441822027,1.4257324966120195,1.4332770356068176
32,3.564,1.4251577938365345,1.431267136895215,1.4470508563724034,1.4538211080541574
33,3.566,1.398402869212391,1.4018607697005632,1.451650354373006,1.4550261099581663
34,3.568,1.4020844043242322,1.403945317789464,1.4420940426288844,1.443189101746843
35,3.5700000000000003,1.4114895443973114,1.415475922053398,1.420675110213797,1.4211761012822979
36,3.572,1.3910719708343664,1.3968418015911284,1.4529718590992353,1.4561280408376696
37,3.574,1.4028121541999448,1.4015465581498696,1.460441436653304,1.4658973676555578
38,3.576,1.3743834080270216,1.3809159697675482,1.4481377941181264,1.4508529537997674
39,3.5780000000000003,1.3999233339557777,1.4042070576662105,1.4487940175264362,1.4509172953205376
40,3.58,1.4229895389335838,1.430632464588674,1.4340375800610987,1.4418323024359112
41,3.582,1.3921817092784,1.4025510381811872,1.4416923744363492,1.4533616571950974
42,3.584,1.4061095116989126,1.4134447835202777,1.4700168014787365,1.4827189882312046
43,3.5860000000000003,1.4070649556389723,1.4149755552034722,1.4070649556389723,1.4149755552034722
44,3.588,1.3811105566429915,1.3852143732132172,1.3811105566429915,1.3852143732132172
45,3.59,1.4152079352461844,1.4192627148803936,1.4152079352461844,1.4192627148803936
46,3.592,1.4038678580464545,1.4076621472864312,1.4038678580464545,1.4076621472864312
47,3.5940000000000003,1.429227878205902,1.429240059378536,1.429227878205902,1.429240059378536
48,3.596,1.381057459785208,1.3832685045452313,1.381057459785208,1.3832685045452313
49,3.598,1.3971706938781965,1.397999640504814,1.3971706938781965,1.397999640504814
50,3.6,1.4030479692639883,1.405713779177715,1.4030479692639883,1.405713779177715
51,3.6020000000000003,1.4402037689733058,1.4417954464898175,1.4402037689733058,1.4417954464898175
52,3.604,1.4383306742230921,1.4399823207581446,1.4383306742230921,1.4399823207581446
53,3.606,1.4043282450462464,1.4069450176939131,1.4043282450462464,1.4069450176939131
54,3.608,1.4530896106454674,1.4523153230230077,1.4530896106454674,1.4523153230230077
55,3.6100000000000003,1.4419872227165706,1.4427821244786274,1.4419872227165706,1.4427821244786274
56,3.612,1.4351323274060077,1.433620920938456,1.4351323274060077,1.433620920938456
57,3.614,1.4474422161550566,1.4458183677685406,1.4474422161550566,1.4458183677685406
58,3.616,1.4411298528299816,1.4400054338503407,1.4411298528299816,1.4400054338503407
59,3.6180000000000003,1.4292525529254927,1.4288871168797055,1.4292525529254927,1.4288871168797055
60,3.62,1.4240786641514358,1.4240989662568782,1.4240786641514358,1.4240989662568782
61,3.622,1.4345904192768542,1.4360668438729791,1.4345904192768542,1.4360668438729791
62,3.624,1.4378378041359312,1.4355452387984975,1.4378378041359312,1.4355452387984975
63,3.6260000000000003,1.4213235249532468,1.4200832283929585,1.4213235249532468,1.4200832283929585
64,3.628,1.4199083189021267,1.4184512593385565,1.4199083189021267,1.4184512593385565
65,3.63,1.4323718779430228,1.431276818745458,1.4323718779430228,1.431276818745458
66,3.632,1.4389968924298064,1.4392967374837693,1.4389968924298064,1.4392967374837693
67,3.6340000000000003,1.429020797661954,1.4307905081065937,1.429020797661954,1.4307905081065937
68,3.636,1.436671531265228,1.4373015181395008,1.436671531265228,1.4373015181395008
69,3.638,1.462926715196936,1.4616736126134469,1.462926715196936,1.4616736126134469
70,3.64,1.4372499828282739,1.435136387421241,1.4372499828282739,1.435136387421241
71,3.6420000000000003,1.4377678399772962,1.438939734381301,1.4377678399772962,1.438939734381301
72,3.644,1.4440274179017538,1.4427896200358816,1.4440274179017538,1.4427896200358816
73,3.646,1.4498922002553993,1.4503597711881178,1.4498922002553993,1.4503597711881178
74,3.648,1.4405189186520733,1.4408868535530632,1.4405189186520733,1.4408868535530632
75,3.6500000000000004,1.4323431430056044,1.4333604299671903,1.4323431430056044,1.4333604299671903
76,3.652,1.4458486643481205,1.4457028022232996,1.4458486643481205,1.4457028022232996
77,3.654,1.461307864074713,1.463617295990712,1.461307864074713,1.463617295990712
78,3.656,1.4328503809398072,1.4330965038605108,1.4328503809398072,1.4330965038605108
79,3.6580000000000004,1.436739621867428,1.437719115676152,1.436739621867428,1.437719115676152
80,3.66,1.4550417270126907,1.4555311615495345,1.4550417270126907,1.4555311615495345
81,3.662,1.4290339155388283,1.4292890962091893,1.4290339155388283,1.4292890962091893
82,3.664,1.4268275557836674,1.4261326024736065,1.4268275557836674,1.4261326024736065
83,3.6660000000000004,1.4425032057833236,1.442861770549978,1.4425032057833236,1.442861770549978
84,3.668,1.4489458139375155,1.4480078610625617,1.4489458139375155,1.4480078610625617
85,3.67,1.4088412256049625,1.4083542898407826,1.4088412256049625,1.4083542898407826
86,3.672,1.401159262060978,1.3983897558099465,1.401159262060978,1.3983897558099465
87,3.6740000000000004,1.4182569846688666,1.4200844778476889,1.4182569846688666,1.4200844778476889
88,3.676,1.424727078707578,1.4236407651223248,1.424727078707578,1.4236407651223248
89,3.678,1.431825598216933,1.4296479734089655,1.431825598216933,1.4296479734089655
90,3.68,1.4419937811531418,1.4433627613419662,1.4419937811531418,1.4433627613419662
91,3.6820000000000004,1.4472388839865162,1.4442201312729046,1.4472388839865162,1.4442201312729046
92,3.684,1.4407691019308868,1.4402234464655903,1.4407691019308868,1.4402234464655903
93,3.686,1.4486896960691935,1.451428280991262,1.4486896960691935,1.451428280991262
94,3.688,1.4757382203046054,1.4752384784306847,1.4757382203046054,1.4752384784306847
95,3.6900000000000004,1.4422867550530516,1.4428280379043381,1.4422867550530516,1.4428280379043381
96,3.692,1.4550845168335294,1.4546678570494236,1.4550845168335294,1.4546678570494236
97,3.694,1.4337645962600214,1.435652370812563,1.4337645962600214,1.435652370812563
98,3.696,1.4444328339439503,1.4440805159245174,1.4444328339439503,1.4440805159245174
99,3.6980000000000004,1.4265130308567917,1.4274619156055803,1.4265130308567917,1.4274619156055803
100,3.7,1.458687967802784,1.459572510710103,1.458687967802784,1.459572510710103
