,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4
0,3.5,1.5424322005513338,1.5419218391818559,1.5258596689892368,1.525672265942822,1.497936945982082,1.487034298954184,1.1124006626368168,1.140121970025662,1.1837951824146506,1.2069468142656725
1,3.502,1.5418346966965784,1.541925274920236,1.5245572169391843,1.525211254010072,1.493692890856419,1.5002755806192434,1.117267684821696,1.0941046543615194,1.2102360471975921,1.2126427704313372
2,3.504,1.5410579105927158,1.5394681068239016,1.5253193232725761,1.5239892291822685,1.4874420608870305,1.4969840009743307,1.1336268953444493,1.109483114837274,1.2110762419771421,1.2163235238517092
3,3.5060000000000002,1.5413816496148465,1.5417158518633132,1.5255576376065538,1.5255057894756228,1.495814919096756,1.5055344270908726,1.1349855627631016,1.1347249064549398,1.2053287390817298,1.1754142033211614
4,3.508,1.539720632627069,1.539021774893874,1.5270788830270365,1.5260506642708829,1.4950659300618796,1.4900766336098745,1.1621829032599313,1.1458585352169295,1.2035760551023196,1.1941403073215604
5,3.51,1.5417837854946814,1.539538851430572,1.5250232262651882,1.525504071544647,1.4976866081994338,1.4985019667017272,1.1231410597918097,1.1198277614247336,1.199982125276213,1.2217803915632974
6,3.512,1.5408156918825817,1.5412236061643794,1.525473306227087,1.5283038750105107,1.5057424459081867,1.505858946277367,1.1311950183831576,1.1293094318196248,1.1977659390442026,1.2049345658443078
7,3.5140000000000002,1.541239535454155,1.54116691682796,1.524278767040125,1.5258688831447338,1.4960034159644517,1.4980314317813264,1.1150513282048737,1.133639384101829,1.1819306713165165,1.1880348714182547
8,3.516,1.5408035106847797,1.5391582668482024,1.526239472971286,1.527192886594718,1.4947996630402385,1.4861072759577898,1.117077472279421,1.1133080185431363,1.2020936902350285,1.2102942975511986
9,3.518,1.5402319309450507,1.540177115450454,1.5258137552655053,1.5248038083860331,1.4893012543535569,1.4985727093290315,1.0950282495455586,1.161381436722691,1.1992890465823094,1.2049639263766156
10,3.52,1.5407868006038836,1.540568007343493,1.5260109971684093,1.5249159379669404,1.4984413732685133,1.498182133938294,1.1441800291713757,1.1499871820060958,1.1965134544957268,1.1984544767226326
11,3.5220000000000002,1.5400695148424277,1.5405394284133036,1.5257784609916134,1.5255727860902344,1.5000330500664836,1.5050923112116263,1.1516136909291255,1.1432150634232037,1.205739930447683,1.1884226336386232
12,3.524,1.5408336512739522,1.540499761245399,1.5268301052972675,1.5264443670666135,1.4999505931915231,1.4941261061107294,1.1376067043962481,1.1498814549010243,1.1986435990299642,1.1877217470443437
13,3.526,1.5402139715513334,1.5397464004554582,1.526182783456201,1.5266886158972506,1.4933361997020071,1.5030252568663964,1.1179267197854328,1.129492927884494,1.1767342978520718,1.1612505828362718
14,3.528,1.5381850196094038,1.5413087183589278,1.5253340031325857,1.5256791373701533,1.4964093007121355,1.4953326664974398,1.1312239031686095,1.1333639023667175,1.1763690246608682,1.1792867296835456
15,3.5300000000000002,1.5399186552508373,1.5398071503533681,1.5233137969224972,1.5268594651341387,1.4887046892433276,1.4888472670394155,1.1452116763045859,1.1405826605723606,1.1748374728136068,1.2050334287554703
16,3.532,1.5397123556258956,1.5384092787912205,1.523832591483816,1.5256725783661844,1.4954549489834115,1.5012033838551337,1.1314005350542,1.132209190103671,1.1757602615357101,1.18027138491923
17,3.534,1.5403859138500142,1.5414302180744965,1.524733375987948,1.5254833010819797,1.4964075807382182,1.5029940214976285,1.1436770039432527,1.1503579209475758,1.153253318614535,1.188339082566971
18,3.536,1.5412554646067327,1.540639220527045,1.5250610191520306,1.5253822595438329,1.484889625220776,1.5032345201592963,1.1060837758458042,1.121673536581192,1.1913429988468647,1.192402920608674
19,3.5380000000000003,1.5405327130413238,1.5396803409016853,1.5253707028752772,1.5255584184021704,1.5058208380832825,1.5086396962992887,1.1554412309756368,1.1142931316295739,1.201256780623286,1.1823128204582751
20,3.54,1.538877942819528,1.540925947524213,1.527127139298628,1.5252935553714628,1.496197690663103,1.4912110459019188,1.1303865283180843,1.1267799514196966,1.1666659162096393,1.2075037097497499
21,3.542,1.5415476574650138,1.5399375517999214,1.5255684133517786,1.5255768464637276,1.4852050896382163,1.4859935891063196,1.121031675325032,1.139650480605164,1.2024243051425223,1.180801579698359
22,3.544,1.5409899768949549,1.5409106428333215,1.5247503984893676,1.5261549852637124,1.5016583044986036,1.4928016320093798,1.1478198584559125,1.1241778643357399,1.1999977415019272,1.1887096695995332
23,3.5460000000000003,1.539757488642105,1.5394179765211595,1.525982730488613,1.5258065714379236,1.5015925569312498,1.501602238514177,1.1651936943216843,1.1176824759730444,1.191829314301934,1.2088222436944833
24,3.548,1.538149413108326,1.5402058507176148,1.523460908327127,1.5259247916897116,1.4932632669561599,1.500497967135604,1.1406315418916069,1.1203679588480664,1.1572286102230545,1.1845126209751315
25,3.55,1.5387405140754098,1.5399217787506527,1.524926245061022,1.526008654616197,1.494043022401937,1.4962436031075848,1.1247441359722943,1.11444632679387,1.2008833825503564,1.1792601879800824
26,3.552,1.5370154677553227,1.539544785978774,1.5220280550062806,1.524605785670997,1.4964422493256133,1.4967069563669415,1.122074421157635,1.1367615237999518,1.220087512879164,1.179008900169334
27,3.5540000000000003,1.5356652279914278,1.5408064779434638,1.520012689927882,1.5244300952990328,1.493661966481552,1.5080806071188064,1.1299298933803161,1.1201229278356377,1.1905705782523475,1.191948003961044
28,3.556,1.5344883358741006,1.5391054817229832,1.51988228854836,1.5236962555072573,1.4879258695915192,1.4776502432762626,1.146384197232647,1.1375751562021332,1.1789754971827926,1.2194711237613176
29,3.558,1.532093635560349,1.5403921607555249,1.5172469314362806,1.5246367072151834,1.4806892988373688,1.4869705830745066,1.1346430730486978,1.1234919682920348,1.19985344658527,1.194773099573312
30,3.56,1.5348361249038225,1.5402867464138466,1.5172428709056476,1.524629211059137,1.4975329343123986,1.4918360364053325,1.1262280472321982,1.1556323921983227,1.1929527997598857,1.1859548471697148
31,3.5620000000000003,1.5350678802144797,1.5402403642373734,1.5208496013851445,1.5241927179026193,1.4845401197130805,1.4912296333052013,1.1076411001920756,1.1538522087730707,1.2013537534070897,1.212609194088613
32,3.564,1.535765957088679,1.5407265192873312,1.5221189455591548,1.5248322311662397,1.4839960268076648,1.4946370894407346,1.1535789199409554,1.1389834926323865,1.1951605545193074,1.2041190560967443
33,3.566,1.5368569559458936,1.5400087650477567,1.5237910502815857,1.529197475922789,1.485496814869598,1.4980582866752048,1.1438397284225612,1.1184192730911007,1.1778798056301776,1.1606054430318613
34,3.568,1.538818286331782,1.541133652681219,1.5239109883605464,1.5248095866637772,1.495218194489211,1.4837661444892258,1.0962473008840252,1.1484336114722309,1.2174234309545016,1.2239741035898148
35,3.5700000000000003,1.538709748629611,1.541417724736555,1.5235980250683148,1.5260013147325575,1.4908145321876267,1.497134233554134,1.124963706049921,1.1180621184216366,1.1826668611098585,1.1844328162588247
36,3.572,1.5419002878188945,1.541214860709445,1.5233675192241514,1.5266002239708127,1.5067612924195342,1.5094286675251278,1.132623021848092,1.1183273030300283,1.1969138813267013,1.159295184959032
