,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6
0,3.6,1.221424656092284,1.223340853087052,1.2280406103394184,1.2274390463648492,1.2248366409362943,1.2249665738128188,1.1835914019320921,1.1832315880283841,1.139759998651022,1.138428812012859,1.1748846527617391,1.1765837744575924,1.1189616890856768,1.1184697558277523
1,3.6006,1.187325720132678,1.1862484645988056,1.2999056539164582,1.301268699520128,1.2266625731054728,1.2256584045387582,1.1433000439468592,1.1426947318428797,1.1780017901003932,1.1783219370131182,1.1252849821411397,1.1249920087068381,1.118357002737455,1.1185700175609183
2,3.6012,1.1796421922073892,1.1795081991082217,1.27213032073584,1.2723958085431843,1.2532007290773344,1.2545234827342056,1.1889320776619459,1.1897166720251062,1.185456374646227,1.1852524174085193,1.1592130666309841,1.1598058851814925,1.1389694696186174,1.1403590636585068
3,3.6018,1.158270428840058,1.160580484564059,1.263597231150261,1.2651320627285125,1.2074434468018025,1.209152251030816,1.204371284017378,1.2051967948581614,1.173479440697876,1.1748246827992217,1.1336369142911784,1.135008080557598,1.1194648672280705,1.1174715228150323
4,3.6024000000000003,1.1728219705219536,1.1721929206622048,1.241656072036139,1.2441023075443014,1.2562172953147086,1.2601721260187477,1.195583641874607,1.196379168016703,1.160079806801586,1.162696891208061,1.1130909770871718,1.1121942531643667,1.1281197672274912,1.1269538076987564
5,3.603,1.1991074429807955,1.198931284052152,1.2479746815865824,1.2489073245481863,1.2544603910271976,1.252474854674642,1.2004080200249025,1.200483605988905,1.1276347055269642,1.1276015976793365,1.182111228385392,1.18084344624296,1.1161690714807655,1.1163870835715706
6,3.6036,1.187695842714285,1.1839409088852435,1.225446326518962,1.2254235258984445,1.2574485346594788,1.2562919451067274,1.1891007400473954,1.1876396202546362,1.157137577327807,1.1568886434830228,1.1814518831144996,1.1789066363192113,1.1180674642695314,1.1196113535532775
7,3.6042,1.1524075223824202,1.1500096994786695,1.235572966304353,1.2365683890593824,1.2211713485544018,1.2200381842856491,1.2070539591479443,1.208580982296085,1.18472081683689,1.1874825141513774,1.1500062636974842,1.1519233976299574,1.1002304375390526,1.0985281925584882
8,3.6048,1.1711340912051134,1.1719324285002335,1.2292796587232484,1.2277413912147117,1.2286359275672212,1.2282501894632916,1.201214477689501,1.1999491942438267,1.1679410543761697,1.1655779010315142,1.1544486547380974,1.153079674892951,1.1167653244234736,1.1183410721885743
9,3.6054,1.2157341609170929,1.2141699695793304,1.247485870996867,1.2466503653280947,1.2583930487158066,1.2600653090886813,1.2360683368228207,1.236032105687026,1.1360725314982323,1.1354147463774553,1.1789669168156938,1.1756992310461287,1.1133305388030117,1.1137471983577039
