,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1
0,2.8,3.874869645431435,3.8660485470747585,3.8446326810970586,3.846742536643412
1,2.803,3.8734960079393748,3.8754853000587848,3.8734960079393748,3.8754853000587848
2,2.806,3.7494549591536113,3.751996779289745,3.7494549591536113,3.751996779289745
3,2.8089999999999997,3.8609939708922347,3.8672148410606932,3.8609939708922347,3.8672148410606932
4,2.812,3.6972939405565395,3.6963063215130987,3.6972939405565395,3.6963063215130987
5,2.815,3.8103262129709736,3.811762348713081,3.8103262129709736,3.811762348713081
6,2.8179999999999996,3.7456004711598063,3.7486954465629596,3.7456004711598063,3.7486954465629596
7,2.8209999999999997,3.879348903211895,3.880551411791338,3.879348903211895,3.880551411791338
8,2.824,3.855494892183415,3.8502563285010636,3.855494892183415,3.8502563285010636
9,2.827,3.9331450701508825,3.9301819037208015,3.9331450701508825,3.9301819037208015
10,2.83,3.8757951386596283,3.880014844534382,3.8757951386596283,3.880014844534382
11,2.8329999999999997,3.9607612076245173,3.963749050118794,3.9607612076245173,3.963749050118794
12,2.836,3.8814331458129003,3.880199092871365,3.8814331458129003,3.880199092871365
13,2.839,3.9887774614048856,3.987848249473212,3.9887774614048856,3.987848249473212
14,2.8419999999999996,3.895388483020456,3.9003437547005135,3.895388483020456,3.9003437547005135
15,2.8449999999999998,3.907577226532009,3.9481554723030263,3.907577226532009,3.9481554723030263
16,2.848,3.8383564948140427,3.8814787414744076,3.8383564948140427,3.8814787414744076
17,2.851,3.9087700527544387,3.91006001584396,3.9087700527544387,3.91006001584396
18,2.854,3.9216303435874975,3.919711328610505,3.9216303435874975,3.919711328610505
19,2.8569999999999998,3.8319363763818166,3.836288830669155,3.8319363763818166,3.836288830669155
20,2.86,3.945584306736363,3.9461843137124877,3.945584306736363,3.9461843137124877
21,2.863,3.895880125560107,3.8970470251263327,3.895880125560107,3.8970470251263327
22,2.8659999999999997,3.932208346638836,3.9374903262037533,3.932208346638836,3.9374903262037533
23,2.8689999999999998,3.902762209262992,3.9061564069897132,3.902762209262992,3.9061564069897132
24,2.872,3.8660888498566512,3.860022902079214,3.8660888498566512,3.860022902079214
25,2.875,3.8186291377315174,3.8185916559306508,3.8186291377315174,3.8185916559306508
26,2.878,3.899561023015459,3.8982317060387115,3.899561023015459,3.8982317060387115
27,2.881,3.8801525673484383,3.881120195111718,3.8801525673484383,3.881120195111718
28,2.884,3.836475933603334,3.8280764925342674,3.836475933603334,3.8280764925342674
29,2.887,3.9575640996479264,3.9525494844824394,3.9575640996479264,3.9525494844824394
30,2.8899999999999997,3.8771441018815156,3.878982534201363,3.8771441018815156,3.878982534201363
31,2.893,3.8107088201871258,3.827163811852336,3.8107088201871258,3.827163811852336
32,2.896,3.6230742745593503,3.656779778916186,3.6230742745593503,3.656779778916186
33,2.899,3.9003084901660823,3.9132774620603668,3.9003084901660823,3.9132774620603668
34,2.902,3.7639959245299597,3.7666807963743087,3.7639959245299597,3.7666807963743087
35,2.905,3.9700570860596587,3.966718169241968,3.9700570860596587,3.966718169241968
36,2.908,3.8907049564591825,3.8918827928514994,3.8907049564591825,3.8918827928514994
37,2.911,3.992452761457693,3.992681396634022,3.992452761457693,3.992681396634022
38,2.9139999999999997,4.074612815188322,4.074545661033512,4.074612815188322,4.074545661033512
39,2.917,3.967578027346993,3.9697253642572137,3.967578027346993,3.9697253642572137
40,2.92,3.973718955270815,3.9710362681116145,3.973718955270815,3.9710362681116145
41,2.923,3.916269979440117,3.919355585334092,3.916269979440117,3.919355585334092
42,2.926,3.9057975270390335,3.903583662316647,3.9057975270390335,3.903583662316647
43,2.929,3.9202897969899806,3.9208076574256174,3.9202897969899806,3.9208076574256174
44,2.932,3.9238979268392224,3.9260005986197775,3.9238979268392224,3.9260005986197775
45,2.935,3.904398550820845,3.9023283627482512,3.904398550820845,3.9023283627482512
46,2.9379999999999997,3.823287377864938,3.820599383403462,3.823287377864938,3.820599383403462
47,2.941,3.812322687008419,3.815297097791036,3.812322687008419,3.815297097791036
48,2.944,3.7346117598843587,3.7411571501283754,3.7346117598843587,3.7411571501283754
49,2.947,3.8800830243352373,3.879530186281937,3.8800830243352373,3.879530186281937
50,2.95,3.9722403241896624,3.9782453675777223,3.9722403241896624,3.9782453675777223
51,2.953,3.9337403887094666,3.9327946260862987,3.9337403887094666,3.9327946260862987
