1000	225477.301000
1990	222949.812500
2980	213863.856000
3970	219885.122000
4960	216329.863500
5950	198669.849000
6940	233210.588500
7930	215831.976000
8920	219720.012000
9910	221063.979000
10900	215197.702500
11890	208932.391500
12880	214992.012500
13870	225919.798500
14860	218450.292000
15850	198190.561500
16840	212720.611500
17830	218078.407500
18820	215025.977000
19810	219729.954500
20800	204196.382000
21790	210538.953000
22780	210469.739000
23770	216711.537500
24760	211662.714500
25750	209025.177000
26740	214300.641500
27730	219232.621500
28720	219214.860500
29710	217249.125000
30700	217565.298000
31690	225191.921500
32680	228961.741500
33670	223769.909500
34660	220305.618000
35650	217029.442500
36640	214275.267500
37630	211685.844000
38620	215820.059000
39610	226484.574500
40600	207064.675000
41590	219434.994000
42580	221746.464000
43570	219082.223000
44560	216994.280000
45550	218749.847500
46540	227086.405000
47530	210572.951000
48520	235007.434000
49510	237990.028000
50500	220926.016500
51490	209521.588000
52480	209241.852500
53470	222942.408000
54460	223564.933000
55450	224028.380500
56440	223532.889000
57430	225278.652500
58420	212451.629500
59410	218778.419000
60400	217122.466000
61390	219669.571000
62380	205016.050000
63370	224580.182000
64360	206313.580000
65350	212808.120500
66340	207796.856000
67330	217769.949000
68320	214882.508000
69310	209529.643000
70300	200686.857000
71290	200831.594000
72280	191650.328500
73270	191469.571000
74260	205294.130500
75250	212739.059000
76240	202516.780000
77230	231247.243500
78220	221494.977500
79210	210111.392500
80200	219221.907000
81190	203351.427500
82180	213413.202000
83170	215326.434500
84160	208319.352500
85150	207977.828000
86140	228339.747000
87130	211690.379500
88120	204196.033500
89110	205371.362000
90100	196814.673000
91090	205451.443000
92080	199197.130500
93070	218456.533000
94060	220467.092000
95050	219422.165500
96040	207409.280500
97030	202769.928500
98020	206065.566000
99010	212313.950000
100000	214182.839000
