2870000000	4.57202703	4.56389189
2870200000	4.53794595	4.52786486
2870400000	4.59845946	4.58710811
2870600000	4.54391892	4.54064865
2870800000	4.61732432	4.59454054
2871000000	4.53491892	4.51575676
2871200000	4.57083784	4.56067568
2871400000	4.57489189	4.57313514
2871600000	4.58554054	4.59718919
2871800000	4.56245946	4.55186486
2872000000	4.56916216	4.56921622
2872200000	4.58554054	4.60937838
2872400000	4.53694595	4.51991892
2872600000	4.56378378	4.54337838
2872800000	4.55248649	4.54240541
2873000000	4.60735135	4.60991892
2873200000	4.55097297	4.52237838
2873400000	4.57610811	4.56754054
2873600000	4.56445946	4.54454054
2873800000	4.56686486	4.56462162
2874000000	4.58840541	4.54545946
2874200000	4.59875676	4.56813514
2874400000	4.59172973	4.54616216
2874600000	4.51562162	4.50127027
2874800000	4.52872973	4.55775676
2875000000	4.52529730	4.52232432
2875200000	4.52524324	4.51227027
2875400000	4.55743243	4.55535135
2875600000	4.57586486	4.56448649
2875800000	4.54205405	4.54075676
2876000000	4.56375676	4.57240541
2876200000	4.55337838	4.56327027
2876400000	4.57267568	4.57337838
2876600000	4.60908108	4.62535135
2876800000	4.55537838	4.53410811
2877000000	4.56891892	4.59786486
2877200000	4.59162162	4.57918919
2877400000	4.59262162	4.59945946
2877600000	4.59462162	4.61448649
2877800000	4.52624324	4.53483784
2878000000	4.57767568	4.58235135
2878200000	4.55821622	4.54940541
2878400000	4.58981081	4.59070270
2878600000	4.56062162	4.58759459
2878800000	4.52527027	4.49064865
2879000000	4.58002703	4.61127027
2879200000	4.52991892	4.51875676
2879400000	4.52516216	4.53472973
2879600000	4.55937838	4.55275676
2879800000	4.60278378	4.57254054
2880000000	4.52740541	4.53732432
2880200000	4.56621622	4.55702703
2880400000	4.60359459	4.61013514
2880600000	4.58340541	4.57432432
2880800000	4.57594595	4.58875676
2881000000	4.49762162	4.53805405
2881200000	4.58410811	4.57000000
2881400000	4.55186486	4.54943243
2881600000	4.54586486	4.53337838
2881800000	4.49967568	4.51664865
2882000000	4.52608108	4.54832432
2882200000	4.60667568	4.60400000
2882400000	4.57802703	4.58502703
2882600000	4.52010811	4.50475676
2882800000	4.56308108	4.54116216
2883000000	4.58332432	4.58486486
2883200000	4.58494595	4.58600000
2883400000	4.52878378	4.54232432
2883600000	4.56989189	4.55070270
2883800000	4.56445946	4.57924324
2884000000	4.59881081	4.57567568
2884200000	4.57881081	4.58678378
2884400000	4.60081081	4.60300000
2884600000	4.56445946	4.56270270
2884800000	4.56927027	4.57975676
2885000000	4.55016216	4.56913514
2885200000	4.51948649	4.48678378
2885400000	4.52997297	4.54645946
2885600000	4.56145946	4.53164865
2885800000	4.53183784	4.53383784
2886000000	4.49886486	4.50354054
2886200000	4.54756757	4.54102703
2886400000	4.50264865	4.48894595
2886600000	4.52986486	4.52154054
2886800000	4.59886486	4.58743243
2887000000	4.56916216	4.57591892
2887200000	4.57243243	4.56897297
2887400000	4.55027027	4.56532432
2887600000	4.53497297	4.51313514
2887800000	4.51294595	4.53113514
2888000000	4.52743243	4.53902703
2888200000	4.56186486	4.59137838
2888400000	4.56164865	4.55521622
2888600000	4.56845946	4.56294595
2888800000	4.57667568	4.55275676
2889000000	4.53545946	4.55510811
2889200000	4.59013514	4.60164865
2889400000	4.55254054	4.55518919
2889600000	4.59213514	4.59364865
2889800000	4.61054054	4.61600000
2890000000	4.56991892	4.56845946
