,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9
0,3.088,1.8887380544723809,1.8912339533104656,1.954336080354282,1.9528480987293,2.007315595661818,2.0104886457408795,1.9745618774411773,1.9748648464075478,2.0445919848078296,2.048853535825627,2.0776793139882983,2.0761875830805567,2.1747869866863634,2.175968877089963,2.1277653131938337,2.129630600619251,2.1579566192407493,2.1562856064823945,2.1839054129327997,2.185662007148481
1,3.08812,1.9511639455491954,1.947909375140351,2.072885834831055,2.073270324070306,2.0443649134044026,2.0447953164454824,1.9483931981431364,1.9507541675312114,1.9832986236658554,1.9844267918644374,2.057559042076139,2.0562216067595798,2.0882950524980286,2.089554402287438,2.04513982915794,2.0450408179803867,2.1101303679060273,2.1083356693159176,2.266131131603117,2.2645257097561107
2,3.08824,2.007113205320115,2.0087979606611546,2.015099389694663,2.0135373828607555,2.0645823098895546,2.064144098509168,2.0054037678638292,2.0055043408398334,2.047137862861168,2.04782282280063,1.9749329388964705,1.9738990975415576,2.038747186107057,2.0406652584720115,2.1079527298602563,2.107476412824482,2.0725141318925306,2.0768781301862047,2.186463783489593,2.1856023531072886
3,3.08836,1.9612952902436604,1.9640591758319554,1.9886358575610703,1.9903921385381722,2.016629230814791,2.01690939890333,1.9799634723325272,1.983026579880101,1.98791747980938,1.9892136862659553,2.0419470991735498,2.041581663101429,2.1027797856361223,2.1044829694682803,2.0745077982702997,2.073516434291822,2.1859531060877835,2.1900703573755935,2.18860424692926,2.1899875956289816
4,3.08848,1.8922699854144427,1.8947964937019128,1.9605638025002785,1.963186511293653,1.9697805878606063,1.969880224045144,2.0438201937539477,2.0433454385013072,1.9894120335831889,1.989135613512715,1.9599494265658999,1.9608839439829429,1.9775653269174835,1.978411140730501,2.105176032917267,2.1054977417015146,2.077448153388299,2.07455152337135,2.186246092751765,2.1857063700376673
5,3.0886,1.9917898561783813,1.9950987735366852,2.0489097636552547,2.0510214865383003,2.008507478143625,2.0093080023078382,2.0686592488974553,2.0735592200996398,1.9941833161463483,1.9921674815494526,2.0513975276871346,2.056401819991869,1.8883270116838138,1.8851408443859896,2.1015038629925002,2.101672214064588,2.083862972442409,2.0816906559654846,2.1677250226580904,2.165386853364477
6,3.08872,1.9557759486854993,1.9547839603812016,1.9643349693584207,1.9612521856147362,2.0140817950374985,2.014036818179175,2.0361016741140547,2.0361828818133465,1.9175381883495783,1.916076130240649,2.062140745175706,2.0606168443614368,2.1572913411685075,2.157232622099622,2.0927027809577328,2.0932846683721666,2.065337843319755,2.066945451836099,2.141813388069083,2.142568935643248
7,3.0888400000000003,1.8811316691977489,1.8804339045126868,1.9704399419174443,1.9730564041239134,2.03982912806111,2.0401511495439184,1.9047869495112857,1.904358733007082,2.065384689283478,2.0674370677524063,2.0590838769602824,2.0626386053906143,2.0708181396483964,2.0729532880121635,2.143901688245846,2.1417865298231495,2.132353258250916,2.1349441093945374,2.116195349501634,2.118016909700078
8,3.08896,1.997751781830568,1.9969493840076835,1.90899509731892,1.9079122190061386,1.9623091455095891,1.9620520908458599,2.041710037775817,2.0421235740662,1.9968428858587197,1.99800384893656,1.9830693784659423,1.9845817233980434,2.075819300864582,2.0749781721207263,1.9780416502856388,1.978693189366953,2.090471745052079,2.091088614164727,2.1651132331935043,2.1657341629283273
9,3.08908,1.9275973736754621,1.9275567694884588,2.085527751236269,2.085683920094739,2.114271660014163,2.112946406288319,2.0325606936282226,2.031274482302148,2.0884718443627865,2.088408752318246,2.0225864726146123,2.024072893535097,2.0374194619636143,2.0379519992024338,2.1184270108122374,2.1161806697743346,2.117717993279246,2.1170399061535234,2.205612968131639,2.2077615476188055
10,3.0892,1.9891912003935568,1.992717818277647,1.9732890884033105,1.9719004301228866,1.948277942171237,1.948999757301833,2.0969996337150225,2.094340693408531,2.0421038885130347,2.0406715027081197,2.0684980894321443,2.070660098817426,2.0848643323816516,2.08806299478021,1.932809674509826,1.9342748558472622,2.1690074698557327,2.172074013336607,2.1646185126230857,2.1686067678900254
