,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2
0,3.2,1.125771216249311,1.1249379966787165,1.1165477466097489,1.116571047661487,1.1065462167721967,1.1080027663969585
1,3.201,1.1235431975989123,1.1267223736521996,1.1241798006910573,1.1168620493849746,1.109903829527707,1.1114281220617221
2,3.202,1.1258104773569289,1.1214780654049956,1.1230570763427044,1.1112818878909991,1.1071624270574085,1.1112851668277561
3,3.2030000000000003,1.122549657725138,1.1153492514961116,1.1151667855554837,1.113493442042482,1.1144820507167903,1.115075521322814
4,3.204,1.1273783404687507,1.1201610072588866,1.1224364973078007,1.122016657398237,1.1097309196830463,1.1111668223514046
5,3.205,1.125388978526453,1.1188114955680277,1.1203446940239787,1.1215314749906162,1.1099211595096832,1.1086018237720952
6,3.206,1.1273036945904644,1.1284420332089153,1.11811992125086,1.1195515762995194,1.1104366434706114,1.1048748754515056
7,3.2070000000000003,1.1126452322187832,1.1219558126697096,1.1237464357626958,1.1175266704158013,1.1055425242671375,1.1097063677655379
8,3.208,1.1132451995236767,1.112770449417105,1.1164583259611973,1.1168229786335315,1.1092341498636478,1.107458206380052
9,3.209,1.1229968295357347,1.1215632385157759,1.1211612913433269,1.1139653546703134,1.1073142207325235,1.1102331865737365
10,3.21,1.1241342644084111,1.122456179055966,1.114770930098483,1.1187559964475147,1.1127875036907786,1.1156764861310677
11,3.2110000000000003,1.1331367837989124,1.1290051105627172,1.1176406715673706,1.1165357197099328,1.111991482119044,1.1139397419129757
12,3.212,1.1185315182413034,1.1239186597294184,1.1171348451503782,1.1163595020439803,1.1102251917104862,1.102991864379873
13,3.213,1.1280399340740317,1.1215777944565595,1.1254386715161524,1.1176622859079992,1.1134373481407596,1.1123599442080752
14,3.214,1.1215877891981967,1.1142356530491617,1.1116600324971073,1.1071732933494,1.1147165805533816,1.1100187042209708
15,3.2150000000000003,1.1208526446109737,1.1264582950379174,1.1134026465534348,1.1180927170253965,1.109662644853023,1.1161595452911557
16,3.216,1.1144699600986052,1.1189776259654647,1.1128657101864454,1.1119031554393346,1.110649966143133,1.1054065665831694
17,3.217,1.1209762694936274,1.1263594720976606,1.113833175003014,1.1183904672606166,1.114084664667716,1.1083351834573019
