2500000000	6.12730877	6.12735129
2504000000	6.13358770	6.13361770
2508000000	6.13226619	6.13222693
2512000000	6.13084517	6.13084014
2516000000	6.13182644	6.13183855
2520000000	6.13504394	6.13502787
2524000000	6.12583954	6.12585906
2528000000	6.13024012	6.13026218
2532000000	6.12450902	6.12452139
2536000000	6.13194554	6.13192523
2540000000	6.13241161	6.13240153
2544000000	6.14373222	6.14368693
2548000000	6.14639841	6.14629263
2552000000	6.13917353	6.13918217
2556000000	6.13797350	6.13799434
2560000000	6.11253749	6.11257147
2564000000	6.13512333	6.13515752
2568000000	6.12250282	6.12257637
2572000000	6.12475562	6.12479851
2576000000	6.13669767	6.13670849
2580000000	6.12657731	6.12657651
2584000000	6.13305090	6.13300963
2588000000	6.13119324	6.13117203
2592000000	6.14814269	6.14811320
2596000000	6.12222554	6.12222789
2600000000	6.10829382	6.10832629
2604000000	6.13406260	6.13408244
2608000000	6.11864623	6.11858532
2612000000	6.13039848	6.13036227
2616000000	6.12776793	6.12775891
2620000000	6.12015259	6.12014431
2624000000	6.14317819	6.14315578
2628000000	6.12672370	6.12674391
2632000000	6.12402291	6.12401980
2636000000	6.12343425	6.12346716
2640000000	6.13177202	6.13176825
2644000000	6.12400404	6.12398414
2648000000	6.13777973	6.13777312
2652000000	6.12392452	6.12389597
2656000000	6.13796541	6.13794915
2660000000	6.11657688	6.11661300
2664000000	6.14142438	6.14144973
2668000000	6.13003891	6.13004116
2672000000	6.14027575	6.14024389
2676000000	6.11802544	6.11801873
2680000000	6.13340722	6.13337679
2684000000	6.12821741	6.12819184
2688000000	6.12105869	6.12104740
2692000000	6.13774613	6.13770675
2696000000	6.12852713	6.12854306
2700000000	6.11783399	6.11784898
2704000000	6.13265936	6.13265816
2708000000	6.12983063	6.12984688
2712000000	6.12734399	6.12730768
2716000000	6.13521573	6.13520197
2720000000	6.12935879	6.12936339
2724000000	6.12772947	6.12776190
2728000000	6.12876302	6.12873433
2732000000	6.11844666	6.11848761
2736000000	6.12426916	6.12425409
2740000000	6.13425912	6.13426096
2744000000	6.11516543	6.11518978
2748000000	6.13161963	6.13156830
2752000000	6.14033498	6.14031606
2756000000	6.11829061	6.11827153
2760000000	6.12672609	6.12670557
2764000000	6.12771937	6.12774091
2768000000	6.14388211	6.14389255
2772000000	6.12247558	6.12245011
2776000000	6.12813484	6.12814254
2780000000	6.12519480	6.12520419
2784000000	6.11743549	6.11747243
2788000000	6.13499775	6.13500054
2792000000	6.12518568	6.12522232
2796000000	6.12612826	6.12617089
2800000000	6.13250844	6.13257221
2804000000	6.12020849	6.12017212
2808000000	6.12189629	6.12191077
2812000000	6.13324919	6.13330680
2816000000	6.12377774	6.12380295
2820000000	6.12958153	6.12956514
2824000000	6.13134690	6.13135970
2828000000	6.13311640	6.13309169
2832000000	6.12627813	6.12626655
2836000000	6.12418471	6.12415916
2840000000	6.10416360	6.10401671
2844000000	6.08946860	6.08931429
2848000000	6.11870522	6.11865654
2852000000	6.12351192	6.12350210
2856000000	6.12851282	6.12846906
2860000000	6.12065152	6.12061169
2864000000	6.09365428	6.09339690
2868000000	6.10109472	6.10089976
2872000000	6.10435610	6.10427260
2876000000	6.09387369	6.09358362
2880000000	6.10458486	6.10446182
2884000000	6.12579037	6.12574333
2888000000	6.12549500	6.12544338
2892000000	6.11361307	6.11360227
2896000000	6.10794237	6.10782403
2900000000	6.10501020	6.10490478
