,Frequency,Signal Run 0,Background Run 0
0,3.5,1.332285788554776,1.3363383815012813
1,3.5015,1.3351755450573308,1.3332349854687047
2,3.503,1.3342856924714244,1.3343116165122368
3,3.5045,1.3336026079014471,1.3344640377251025
4,3.506,1.3245266742057002,1.3256064286871792
5,3.5075,1.3281779120255968,1.3269669753740325
6,3.509,1.3273605217029085,1.3264994042703917
7,3.5105,1.3395264213129192,1.3393808715045674
8,3.512,1.3392856084176397,1.335712142786438
9,3.5135,1.3243920559506306,1.32436987993929
10,3.515,1.3420170091614718,1.3442180590649113
11,3.5165,1.3302140468490316,1.3305117055044442
12,3.518,1.3323701198347417,1.331556477857261
13,3.5195,1.3163330963572224,1.3189645487484916
14,3.521,1.329115239742004,1.3282956632699752
15,3.5225,1.3292130015678685,1.332661844140594
16,3.524,1.3280001909183956,1.326240787667774
17,3.5255,1.3181009323816948,1.3207070854011997
18,3.527,1.3276825425928929,1.3265297008776866
19,3.5285,1.3291917625128502,1.3294753660428533
20,3.53,1.3098795568451183,1.3103896057035573
21,3.5315,1.3135713986379047,1.3146517777193039
22,3.533,1.3339236919957924,1.335397930069907
23,3.5345,1.3413445440730163,1.3436108728243494
24,3.536,1.3332212425734435,1.334591471851172
25,3.5375,1.340321322941606,1.3414123216340041
26,3.539,1.3273408441783845,1.3287891581793643
27,3.5404999999999998,1.345783812270879,1.3453309213140492
28,3.542,1.3258594224174893,1.3287135724074288
29,3.5435,1.3373531694553333,1.334951285846217
30,3.545,1.3417096678517937,1.3420469935471626
31,3.5465,1.324264934050122,1.3236252646715383
32,3.548,1.3397987804892157,1.3390020048242255
33,3.5495,1.3333143194542703,1.3341335835187245
34,3.551,1.3282675527209322,1.3270310044544662
35,3.5524999999999998,1.3389885741987246,1.3385884684964848
36,3.554,1.3384575986654,1.335913913316367
37,3.5555,1.3283784330195523,1.329116489105603
38,3.557,1.3418102409649708,1.3400567722297518
39,3.5585,1.337426256676045,1.337022715301262
40,3.56,1.341782130421619,1.342062610446335
41,3.5615,1.3399446426948425,1.3380912255342168
42,3.563,1.3103308859175973,1.3108924707469851
43,3.5645,1.2915399733371624,1.2916474178284996
44,3.566,1.292488857678683,1.2924560621567747
45,3.5675,1.3093148483909056,1.3123292279908925
46,3.569,1.3000640049769292,1.2975731048693602
47,3.5705,1.3125734767993316,1.3120899766728975
48,3.572,0.0,0.0
49,3.5735,0.0,0.0
50,3.575,0.0,0.0
51,3.5765,0.0,0.0
52,3.578,0.0,0.0
53,3.5795,0.0,0.0
54,3.581,0.0,0.0
55,3.5825,0.0,0.0
56,3.584,0.0,0.0
57,3.5855,0.0,0.0
58,3.5869999999999997,0.0,0.0
59,3.5885,0.0,0.0
60,3.59,0.0,0.0
61,3.5915,0.0,0.0
62,3.593,0.0,0.0
63,3.5945,0.0,0.0
64,3.596,0.0,0.0
65,3.5975,0.0,0.0
66,3.5989999999999998,0.0,0.0
67,3.6005,0.0,0.0
68,3.602,0.0,0.0
69,3.6035,0.0,0.0
70,3.605,0.0,0.0
71,3.6065,0.0,0.0
72,3.608,0.0,0.0
73,3.6095,0.0,0.0
74,3.6109999999999998,0.0,0.0
75,3.6125,0.0,0.0
76,3.614,0.0,0.0
77,3.6155,0.0,0.0
78,3.617,0.0,0.0
79,3.6185,0.0,0.0
80,3.62,0.0,0.0
81,3.6214999999999997,0.0,0.0
82,3.6229999999999998,0.0,0.0
83,3.6245,0.0,0.0
84,3.626,0.0,0.0
85,3.6275,0.0,0.0
86,3.629,0.0,0.0
87,3.6305,0.0,0.0
88,3.632,0.0,0.0
89,3.6334999999999997,0.0,0.0
90,3.635,0.0,0.0
91,3.6365,0.0,0.0
92,3.638,0.0,0.0
93,3.6395,0.0,0.0
94,3.641,0.0,0.0
95,3.6425,0.0,0.0
96,3.644,0.0,0.0
97,3.6454999999999997,0.0,0.0
98,3.647,0.0,0.0
99,3.6485,0.0,0.0
100,3.65,0.0,0.0
