,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3
0,3.2,1.9891336817453067,1.9892223853611406,2.0994936355194294,2.1015581783539763,1.9946239245951616,1.995147087638204,1.9862811150358193,1.9874779875279778
1,3.201,1.9300334305604505,1.931489541902468,2.0197279498785043,2.021827161839958,2.0270425611966933,2.0273667664407276,2.066506551542886,2.067856780999443
2,3.202,1.989550968639152,1.9908824579984552,2.012588255839966,2.011772746004894,1.8344182794010795,1.833407872322707,2.027086594112247,2.0256829545817427
3,3.2030000000000003,2.0153115402353556,2.0161701522551874,2.0447342190687054,2.045578151367804,2.0187940659239048,2.0188199899768278,2.086224661140294,2.0833349257858527
4,3.204,2.0359075927770136,2.0364876012910984,1.9759783898809569,1.9775194571364112,2.03868332353655,2.0404130417891,1.819606038364096,1.8189142139836432
5,3.205,1.910808200600779,1.9110646291658226,1.9117998617678515,1.9119688359900984,2.0685326784201825,2.067288955369645,1.945065228258869,1.9441950597381863
6,3.206,2.0696958248156117,2.069567142379715,2.0016152699656815,2.001646191467117,1.8990621717667284,1.8989775290847002,1.9724811612420698,1.9732913618628367
7,3.2070000000000003,1.920700193594768,1.922233139868619,2.026850813226225,2.0287944819438017,1.990506399593717,1.9888953692686375,1.940217818422947,1.9403415035165166
8,3.208,1.9753284191403728,1.9757104063535411,2.098379535508463,2.0980100417418117,2.0525629278891957,2.0524926523861704,1.9693587396916015,1.9688727443677467
9,3.209,1.923994713569241,1.923063326785968,1.9588139579549257,1.9599246255837237,2.0287885132289487,2.0280404681783515,1.988559299194092,1.988919735203082
10,3.21,2.0317382206917642,2.0323363447189684,2.035821412713346,2.0345527032696453,1.9601423285113704,1.9586974614728607,1.9693031403512038,1.968968315924395
11,3.2110000000000003,2.0306522216957594,2.031502088710558,2.1346527078551567,2.134216998641317,2.0547380339200227,2.0529945728320307,2.011952339956308,2.013854779761473
12,3.212,2.0558062227370146,2.0540274677731047,1.906254965404709,1.9049762617566321,2.0125598353213605,2.0140993404011542,1.9873483688084317,1.986179606595093
13,3.213,2.0028121307413937,2.002951120330973,1.9014971436099812,1.9019528417725713,2.0823498134276455,2.0835935363520144,1.9362180070738153,1.9355180612494092
14,3.214,2.13189384011498,2.132233037076621,2.119620899941079,2.1191917502570563,2.079248310616629,2.082589059557556,1.9862683135118875,1.9867277605710367
15,3.2150000000000003,2.0195090064828465,2.021406448995208,2.103776704873327,2.102909971985413,1.9477500745835523,1.9489360152526816,1.9734303543213607,1.9716672162728812
16,3.216,1.8389521477275537,1.8388662558942275,2.1041633752766593,2.104074359523312,2.0468365507508612,2.0472057320843215,2.005445140677505,2.0045937117537664
17,3.217,2.037606706266763,2.0374752125238795,2.0309401995983083,2.0298879385640167,2.0368208621025023,2.0355168585369827,2.0592819049720754,2.058957387432313
18,3.218,2.005453562271323,2.0046596037856905,1.9839335929076307,1.9845367143485675,2.061638790935712,2.0643776674386385,2.1388701876926923,2.1373156894720418
19,3.2190000000000003,1.93066746499744,1.9303379508063623,2.0985391346133984,2.0961138432577164,2.0480171823084823,2.048135869904862,2.073689974349669,2.0730431258991477
20,3.22,1.909037880833764,1.9095195029204874,2.0899239617558316,2.0888626432388726,1.8703691157145104,1.8709235127245456,1.9764393983656383,1.9773133152534441
21,3.221,2.0571901870758347,2.0570293341921344,2.0127491109979334,2.0154261449709714,2.080981467164211,2.077824996678279,2.0818185292192157,2.0837909326999733
22,3.222,2.0419366194662447,2.044089865776522,2.0335700709295232,2.0308071444715363,1.9506129452187984,1.9470101467451377,2.044325681523004,2.042937659139526
23,3.2230000000000003,2.019274125746438,2.0191894826988115,2.032206414871116,2.0308077735975187,2.0070292971673784,2.0087174748131864,2.064159971326338,2.0651638200756453
24,3.224,2.0470598717975013,2.047654247434991,2.0487371187162906,2.0499602273403235,2.004965065763324,2.0059557962718255,2.0614785660494404,2.0612346313624
25,3.225,2.063381938155846,2.06203670563283,2.106986896995631,2.1054473916190273,2.0865391780969804,2.0873343863606313,2.207125102864183,2.20714259291236
26,3.226,2.0703114323073106,2.071025745024629,2.0452442606209145,2.041412831958343,2.020321432433477,2.0191876521562366,2.082097771850854,2.0809999098359775
27,3.227,2.0047792243713345,2.003481154858877,1.9641361708608438,1.9623814658713354,1.991943770951014,1.989908588017966,1.985996895012189,1.9836884176513918
28,3.228,1.9109150086674662,1.9080939880349583,1.9728996972929622,1.9722734629975025,2.1906961668910307,2.1907992382792556,2.0561607311544816,2.0595489546956305
29,3.229,1.9550274996101935,1.9554041772308537,1.9591159985483457,1.9592805994558231,2.105572637589475,2.1060655037170077,1.9559685765353365,1.957168884819047
30,3.23,1.9918806829614208,1.9900122871023724,1.8966072063555692,1.8973802386794059,1.9961752992680195,1.9950705658904175,2.121151353256874,2.1190040413851685
31,3.231,2.046889961087362,2.046205632641519,1.9727300984204403,1.9720229693073295,2.023835808781268,2.026916381280994,1.9424684631807732,1.943876787174451
32,3.232,2.0156466532729396,2.0137410897822425,2.0399020719681107,2.038623055155601,2.022497438143056,2.023548762203226,2.0533222198575642,2.0513769894421814
33,3.233,2.003459611465442,2.0043094784487367,2.084082963224997,2.0873200166383192,2.0808287337124924,2.082616546436855,2.2886951857052,2.2875186162762886
34,3.234,2.140022082509114,2.1402860069655736,2.0093840077476917,2.0092553250724907,2.0555522981082093,2.0548198694254562,1.9311010060282445,1.932752640025635
35,3.235,2.126113430009541,2.1269970295869016,2.060227344438759,2.058830889031179,1.9710206776033035,1.9744916701644892,1.9690410888364058,1.9703341607861202
36,3.236,1.9805347505134432,1.9798741593190772,1.9878943294442541,1.9879855317963715,2.1130609021851203,2.1137883335837264,2.0938166086685412,2.0938406586324136
37,3.237,1.9768279434659863,1.978782543535087,1.9852913179959075,1.986437279791577,2.0003540484418596,1.9982916922706224,1.9520615618367052,1.9512991489925535
38,3.238,2.0014797126513804,2.002380802641145,2.0437466230753274,2.0440917543327437,1.9853875199548694,1.9852988159957234,1.9247199561578852,1.9230130387628745
39,3.239,1.9999926791991494,2.000466493827009,2.0678442900019363,2.0669272706971316,1.9382359956112667,1.9402155829253782,2.0436260470272534,2.0405754586488323
40,3.24,2.083034450166984,2.0859707232698845,2.0699778593213742,2.0673720377110043,2.007933822932665,2.0064727139100755,2.0135621187396735,2.0115556707049893
41,3.241,1.9030663145257218,1.903235288176619,2.087718561636968,2.086001648811714,2.075840723319078,2.0755390060463323,2.0292773205642893,2.028057335045226
42,3.242,2.001694903982548,2.0003612280670198,2.0804807894066,2.0782841283220006,2.010284464148866,2.0117355781718085,2.048231444421592,2.046387098593766
43,3.243,2.0280264120214206,2.026225793699758,2.0575040838693157,2.0566373507113282,2.026017466154153,2.025767597423185,1.99448089242689,1.9931266023095218
