,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9
62,3.262,0.978634056539965,0.9791129929659226,0.9674448695668332,0.986285254838589,0.9716294846668485,0.9838523767439666,0.981024015918147,0.9715022409197643,0.9769610297851086,0.9801685939597184,0.9770728128277552,0.9805874989604748,0.9660464493529813,0.9893337471175442,0.9616114338092647,0.9869771404947701,0.9873461336985212,0.9615107078185849,0.9873461336985212,0.9615107078185849
63,3.263,0.9650416016050724,0.9941654565356712,0.9827530173172753,0.9755916860570681,0.9706698339075627,0.9833454859360634,0.9837659847389046,0.9745796560501127,0.9704192771257194,0.9833806859500969,0.9867099381362359,0.9686384316247011,0.9736837819209508,0.9823126254327726,0.967385466374681,0.9840062036428279,0.9808164707112481,0.9692047592971623,0.9808164707112481,0.9692047592971623
64,3.264,0.9921110412943346,0.9718033953810392,0.9729111882875146,0.9861555429503512,0.9863216434234361,0.9723062227562727,0.9858087569853696,0.9711112588478545,0.9884425900120939,0.9716384803106474,0.9651542640241023,0.9933432975408547,0.9804177755968719,0.9713661555778843,0.9559821730253334,0.9902526068958446,0.9765332544945843,0.9764950865589832,0.9765332544945843,0.9764950865589832
65,3.265,0.9788807703831004,0.9794616533762331,0.9792596993309766,0.9813958253506249,0.9833265585521903,0.9740508383764085,0.9764200941718418,0.9803232935189615,0.9854396391011134,0.9761649791079002,0.9828624592179216,0.9731257930135553,0.9805904030430204,0.9750470958771273,0.9844747065207563,0.9656115207127428,0.9806990657276143,0.9751068466258901,0.9806990657276143,0.9751068466258901
66,3.266,0.992691671736903,0.970621856822202,0.9706142063738533,0.9870501961963398,0.979729358266613,0.9817575423017839,0.9770638820141652,0.9839452989156336,0.9795767459375764,0.9786416467300358,0.9939806829446488,0.9629554488564926,0.9801075632101262,0.9786065399560492,0.969418395592878,0.9829444769046218,0.9793527093655137,0.9733297482993661,0.9793527093655137,0.9733297482993661
67,3.267,0.9954829251984997,0.9703345739202561,0.9844031517873219,0.9780239715526586,0.9828855744274271,0.9790088932248067,0.9738699041877007,0.9815483411949212,0.9746608310924636,0.9819214240647627,0.9831968473030651,0.972604378767263,0.9631063976167848,0.9916067373409313,0.9832060602689324,0.9698267436069871,0.9726631942565047,0.9803387540563115,0.9726631942565047,0.9803387540563115
68,3.268,0.9749231626578894,0.9880169075446723,0.9846733514548223,0.9774301552893121,0.9827409015180878,0.9782529440953447,0.9731712674275522,0.9878830083540312,0.9708892823112594,0.9880855911733303,0.9889951144252039,0.9707836176379726,0.9709191420977173,0.9834642996976072,0.9776446064760271,0.9767347727092163,0.9714184387960291,0.9805513297843892,0.9714184387960291,0.9805513297843892
69,3.269,0.9875658324161696,0.9762420004023581,0.9777831278450296,0.9857238007490674,0.9708258781045114,0.9849632924428375,0.9796415254697849,0.9814512628999661,0.9696101385854842,0.9882306710621181,0.9755000792769751,0.9795508573119543,0.9712960361349616,0.9852386179315367,0.9717852169416236,0.9864811841734347,0.9710798674093225,0.9849969939772402,0.9710798674093225,0.9849969939772402
70,3.27,0.9959800394659045,0.9705549568408259,0.9647011889194912,0.9956158243370846,0.9777370890625724,0.9829832712515894,0.9745614775546259,0.9875645198592822,0.9878668315059816,0.9750119595565863,0.9829081550947827,0.9784096099270136,0.9905935858804232,0.9651833704496614,0.9730401507682714,0.9831260702632646,0.9740007415894021,0.9797537485056684,0.9740007415894021,0.9797537485056684
71,3.271,0.9759077076210162,0.9875814807233726,0.9559866410501335,1.0077238410032843,0.9853040835238113,0.9749102947915699,0.9883200003648995,0.9714066971292327,0.982910655046485,0.9809895068346736,0.975475495805458,0.983729254002462,0.991057154748672,0.9662920701960073,0.9502263551308523,1.0051476591367363,0.9744678364875832,0.9784414061044059,0.9744678364875832,0.9784414061044059
72,3.272,0.9826792727181765,0.9834406544763422,0.9777697604172143,0.9828991609717679,0.9865586442866883,0.9745654127573835,0.9709428468305205,0.991835057440209,0.9844111484421817,0.9778954454173794,0.9900967207194699,0.9694984477716183,0.9733335581260122,0.9801209307739321,0.9669981054275577,0.9890158797061562,0.9742245903081647,0.9796717618208908,0.9742245903081647,0.9796717618208908
73,3.273,0.9799627952280229,0.9820857110201421,0.984016573816842,0.9813158375802428,0.9880569814508458,0.9729905196801184,0.9854149945823372,0.9718189819199917,0.9826890521202241,0.9716100282856825,0.9792589778672329,0.9839216227340095,0.9707424514803621,0.9879449778844004,0.9739839678018503,0.980790236109183,0.9697954170489095,0.9838288877350524,0.9697954170489095,0.9838288877350524
74,3.274,0.9646688629740143,0.9988117068203319,0.9797307918927117,0.9837497127226398,0.993507774380932,0.9711980579103129,0.9754323026988645,0.9881559600079123,0.9871803180334302,0.9737099572906145,0.9811725965444495,0.9804862697822624,0.9810561241459549,0.9748378319823134,0.9801804615053891,0.9761351481001962,0.9761654138795604,0.9783621069222008,0.9761654138795604,0.9783621069222008
75,3.275,0.9907632159990608,0.9733364352060675,0.9849017006116529,0.9763860789965433,0.9840528015738382,0.9823638154621798,0.978717451138322,0.982460607724572,0.9714715705506153,0.9908552926490234,0.9863168325109933,0.9688168383506632,0.9929999167816351,0.9689991192060466,0.9828567478572255,0.9792038235547803,0.9770124988840891,0.9759520272181926,0.9770124988840891,0.9759520272181926
76,3.276,0.9796854432649288,0.9852895599910495,0.9803840451079523,0.9865239450449126,0.9984442134089266,0.9681251081959908,0.9868668910266241,0.976121721304311,0.9709479070809348,0.984423359538491,0.9830245622301862,0.9755769109428843,0.9794343841985981,0.9778672707682543,0.9792890261417693,0.9806187320276227,0.9891802323295138,0.9668415314084444,0.9891802323295138,0.9668415314084444
77,3.277,0.9808432739306351,0.984239518672579,0.9749042338261464,0.9861740323158344,0.9795483568810142,0.980496515977299,0.9721659515081663,0.9830263103823285,0.973447253002001,0.9875397552066101,0.9786814714615324,0.9818411208093996,0.9721524917968983,0.9857472547509478,0.9878425317692021,0.9766515366811597,0.974475240580874,0.979196040824695,0.974475240580874,0.979196040824695
