,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3
24,2.792,712.1379,737.4138,729.2817,757.6307,714.6384,754.6411,724.4423,754.5525
25,2.8,726.734,751.6524,726.2042,752.4948,726.2193,759.6699,726.6225,757.865
26,2.808,734.7949,763.7694,738.8336,770.3922,722.2915,755.6893,725.246,758.4234
27,2.816,727.7811,759.0143,722.9481,766.846,729.6684,762.0544,728.1546,758.5429
28,2.824,732.2297,758.0032,735.5353,762.4193,730.5826,762.3673,730.0064,760.8039
29,2.832,727.3292,754.9263,730.8147,760.9508,729.6923,757.3233,730.8498,761.6746
30,2.84,732.6517,763.3229,733.427,764.5873,730.4123,763.9243,726.1559,757.945
31,2.848,731.7393,761.7181,732.8071,762.9187,732.7363,759.4691,731.2386,761.0681
32,2.856,731.6352,762.8563,729.1839,760.9926,725.7992,759.7018,728.3464,759.1222
33,2.864,721.7937,752.7177,732.8167,763.3329,729.0497,761.024,726.894,755.426
34,2.872,723.5639,752.9862,728.6632,757.0476,733.736,764.1194,730.4635,758.5946
35,2.88,713.9303,754.3268,727.8988,758.8092,731.177,761.5176,731.2353,761.3228
36,2.888,727.8991,758.4817,726.54,758.9602,732.8776,766.9864,728.3055,759.154
37,2.896,720.7048,749.384,732.9058,765.4309,731.3847,763.779,728.0823,758.7839
38,2.904,730.7966,760.6763,734.8194,764.6317,732.1047,763.8357,729.8996,763.6953
39,2.912,728.31,764.1601,729.7781,761.549,725.9741,755.5733,730.5973,760.2294
40,2.92,729.496,757.86,730.9036,761.883,725.5102,754.7269,731.0738,759.9869
41,2.928,722.1292,753.4808,733.0606,763.2968,734.6714,764.1299,734.5117,764.9065
42,2.936,732.9117,760.1538,734.3269,762.4861,733.4442,773.0006,735.8002,765.9712
43,2.944,728.8028,756.7187,732.0562,764.7484,733.5059,763.7913,733.6176,765.6511
44,2.952,727.8277,766.306,726.8568,758.6399,733.1226,764.6079,735.1233,765.1043
45,2.96,734.7249,770.9202,732.9643,764.0505,731.5532,759.9028,730.8384,759.9708
46,2.968,729.3842,760.5007,731.7793,762.3821,737.5477,765.9124,732.5834,764.5807
47,2.976,732.29,762.2015,731.7554,761.6837,730.054,753.7882,734.2182,764.4853
48,2.984,733.7581,765.7745,730.4613,761.357,729.5215,759.4635,730.2253,765.1513
49,2.992,736.1328,766.4449,734.4121,766.1675,729.3554,759.1823,736.339,766.4976
50,3.0,734.7738,768.9398,733.1029,763.6363,726.6776,766.4763,736.6106,764.4206
51,3.008,732.0874,764.5407,734.4408,766.1006,727.0521,755.8133,732.5381,763.0077
52,3.016,733.4687,765.1066,734.5913,768.7073,728.1729,762.1182,738.2135,770.5084
53,3.024,731.7604,760.8878,734.7348,763.5707,732.0158,763.9063,736.1055,766.5664
54,3.032,732.6557,766.5189,729.2725,763.9549,736.7935,767.0173,733.2537,762.5888
55,3.04,734.1109,762.2696,734.9655,766.3198,736.3452,766.8057,735.1003,766.4755
56,3.048,738.0056,766.4217,731.438,766.0111,723.3716,741.8458,735.2914,768.0486
57,3.056,733.8124,766.3293,729.9309,757.19,734.9754,764.2284,737.1641,768.4885
58,3.064,734.4269,762.7513,735.0507,764.8763,731.4991,761.2363,736.8551,765.4086
59,3.072,735.6559,765.9635,730.1487,762.8716,725.7064,757.4901,737.382,767.9997
60,3.08,733.2991,764.6806,736.9595,767.1441,732.3307,765.1844,737.9932,770.2104
61,3.088,733.9942,767.2812,737.3631,768.3666,726.8034,761.5819,725.2224,757.7452
62,3.096,733.8097,763.2179,735.2689,767.4785,739.2451,768.8931,733.8709,763.3558
63,3.104,735.7799,767.7464,734.5343,764.1683,730.4094,757.9044,734.5918,767.0037
64,3.112,730.3906,761.469,735.071,768.6811,725.165,761.7693,738.708,769.3722
65,3.12,727.4914,762.5734,736.9085,769.0051,744.0697,772.3051,731.0724,759.5695
66,3.128,734.2207,756.0204,735.8797,766.995,732.7409,762.8023,735.2385,764.7995
67,3.136,733.9591,760.8648,734.7823,767.5167,733.0871,762.7955,734.9587,765.8299
68,3.144,738.0165,768.4688,735.0582,763.1144,727.8608,762.5547,737.0283,768.1512
69,3.152,736.6498,767.7927,729.9688,760.8846,734.4058,765.8626,735.4959,770.6995
70,3.16,740.3072,770.3673,725.7292,760.2301,734.9146,766.3836,739.5462,771.7962
71,3.168,737.8357,769.3989,737.9759,764.3327,735.4253,767.4805,735.4965,766.7289
72,3.176,734.4898,765.1635,733.1125,766.7312,732.7947,758.1613,739.2328,769.3035
73,3.184,738.6792,769.687,734.8007,764.1644,725.4561,767.8257,733.7159,766.6885
74,3.192,735.1417,766.447,734.058,763.5761,728.8816,754.8165,736.0927,763.0646
75,3.2,730.639,758.3142,735.8059,765.2899,733.183,762.6135,724.4092,766.3904
76,3.208,742.3742,765.11,736.209,770.279,736.9257,766.0248,726.1106,753.5352
77,3.216,737.9518,771.0851,738.5774,769.9382,734.3527,768.7043,732.2255,760.1083
78,3.224,736.7307,768.1816,738.0833,769.0474,743.2292,775.8712,733.2943,765.7047
79,3.232,735.9854,768.1152,737.3819,768.6476,737.3054,771.158,729.9708,770.1901
80,3.24,736.0929,766.9898,725.3045,755.3101,738.1359,772.2862,737.8534,771.1637
81,3.248,732.8927,766.4607,736.6057,768.7509,730.1709,767.2211,734.6246,766.7716
82,3.2560000000000002,738.9912,765.0901,735.3277,766.2917,738.1858,767.3098,728.3916,754.1379
83,3.2640000000000002,736.9412,768.0918,739.195,768.7844,736.4345,770.5121,738.8969,766.0008
84,3.272,737.3331,771.0006,737.3667,766.4503,739.5407,772.5855,730.8018,762.9713
85,3.28,734.0961,764.2379,737.6184,767.0159,729.0315,763.3082,729.7222,762.4499
86,3.288,739.9156,771.2344,739.0967,768.587,732.0581,771.5387,734.6138,759.8739
87,3.296,738.2456,767.0458,737.3417,768.6015,740.0432,771.8225,736.1133,766.9614
88,3.304,732.4307,756.5017,740.8287,771.3683,736.826,766.177,737.8784,769.021
89,3.312,740.7608,769.836,739.1995,770.2954,737.0504,765.754,741.4638,771.0104
90,3.32,736.8918,770.375,740.0389,769.7075,740.3481,772.3301,734.0961,764.401
91,3.328,728.0905,758.7253,736.9301,766.7499,726.8122,758.8877,732.0685,762.2415
92,3.336,724.1782,774.1652,739.7269,770.3505,737.1908,776.7862,740.9373,771.3504
93,3.344,727.5515,753.613,738.553,768.4978,737.4115,769.5788,738.4092,769.334
94,3.352,738.4827,768.061,734.2384,763.7109,735.9486,766.7575,738.8902,765.4214
95,3.36,733.7354,765.2265,737.2691,766.9076,732.6944,760.3905,736.3852,770.5218
96,3.368,738.9829,765.3608,736.6742,766.6616,735.9166,765.7494,739.6121,769.0827
97,3.376,740.6183,771.704,742.2634,773.2582,732.814,768.0832,737.0492,768.3595
98,3.384,732.9284,760.8989,741.293,769.1644,741.1378,772.0773,732.7618,758.7783
99,3.392,740.1103,770.9287,737.3874,767.1578,739.5066,767.5873,734.9004,769.0492
100,3.4,738.337,768.4294,739.5835,769.9821,738.3063,767.0793,740.8335,770.7999
101,3.408,736.4864,769.1307,739.5069,770.4064,736.6392,764.0606,740.7401,774.4484
102,3.416,736.145,766.7634,739.7456,768.2486,739.4542,767.4581,741.7694,772.5485
103,3.424,736.5882,764.7462,737.161,768.5804,736.2397,766.073,742.8533,773.1346
104,3.432,734.876,763.0279,740.2746,769.3987,736.7979,772.3398,741.5732,774.9693
105,3.44,735.7959,766.7651,736.88,768.8753,742.1357,772.1934,739.9235,769.2817
106,3.448,733.489,764.0897,741.2636,772.8443,738.435,771.6588,735.7355,765.917
107,3.456,739.4168,772.6369,734.7772,765.2393,736.1686,765.3711,735.5629,766.0656
108,3.464,735.0755,768.3346,738.1913,770.5952,739.3044,770.3472,739.3139,771.3325
109,3.472,739.5883,769.1357,736.9581,764.9921,743.2748,773.7352,739.5412,770.796
110,3.48,738.1953,770.1664,743.4141,774.4184,738.2744,770.1006,737.8778,771.773
111,3.488,740.3117,770.5353,737.6903,766.4795,734.0469,761.9917,741.8093,772.0956
112,3.496,740.7801,773.0764,741.483,768.0263,733.9694,764.6762,741.1636,769.0656
113,3.504,736.1582,768.154,736.2624,769.8425,735.9795,764.6425,737.0412,767.4117
114,3.512,736.0857,769.5268,735.4957,767.1682,737.6763,768.8725,738.9513,768.3634
115,3.52,738.1982,766.894,739.5348,774.0773,733.6776,762.0951,740.1387,773.0445
116,3.528,735.6184,768.9985,743.7837,774.8712,741.6609,768.7431,739.4497,772.1143
117,3.536,738.4809,767.8293,737.6504,770.9258,734.856,768.1165,742.9639,773.0235
118,3.544,741.1421,772.6631,736.5945,767.9858,736.2814,769.4356,740.9068,772.1107
119,3.552,738.7889,769.8046,741.3511,770.9267,732.3249,761.5034,740.2118,771.7184
120,3.56,733.9353,763.5509,739.6127,768.1895,737.9856,771.8228,736.2781,766.9076
121,3.568,737.5542,764.6485,739.1948,770.6412,730.3563,761.2749,737.2838,766.0659
122,3.5759999999999996,734.3642,774.2515,742.1714,772.0306,738.3934,767.3076,741.2018,770.4453
123,3.5839999999999996,733.6995,759.6963,735.0047,764.9165,738.7924,774.5472,737.6672,767.7704
124,3.5919999999999996,735.2771,769.2798,737.2027,768.3853,740.5733,772.6184,735.727,766.3248
125,3.5999999999999996,736.0829,766.1017,740.2579,771.4939,740.2635,770.2442,739.2783,771.6503
126,3.6079999999999997,738.5599,772.9121,738.6935,770.0058,735.0126,765.8542,738.9963,770.2842
127,3.6159999999999997,738.0703,772.8664,736.8298,768.008,736.9246,767.8337,742.0607,771.8143
128,3.6239999999999997,735.0709,762.7408,742.1845,772.831,736.4831,767.3927,738.7171,768.4728
129,3.6319999999999997,735.045,762.6889,738.3941,770.3686,740.6677,768.7717,738.9019,768.5729
130,3.6399999999999997,727.1334,765.8013,741.758,773.8091,735.9518,764.6515,742.1615,773.9762
131,3.6479999999999997,739.123,774.1104,737.102,766.6738,735.9406,766.2817,738.4007,767.7969
132,3.6559999999999997,738.6543,766.8026,734.6982,761.7941,734.4945,761.9891,737.1135,765.9025
133,3.6639999999999997,737.0687,767.8222,734.6745,768.2082,737.3986,770.3999,739.5697,768.2052
134,3.6719999999999997,738.5009,770.2606,739.5639,769.6852,734.7247,768.0363,737.7801,770.3031
135,3.6799999999999997,740.1982,770.0417,728.798,752.0542,727.5489,758.7256,740.1273,778.0714
136,3.6879999999999997,733.9955,766.0932,733.2257,763.2847,730.2712,763.1692,736.8367,767.2482
137,3.6959999999999997,736.7627,770.3063,742.731,771.6393,738.93,769.4284,740.587,770.4961
138,3.7039999999999997,739.7255,768.7196,739.023,766.9899,739.2095,773.6318,738.9472,768.2199
139,3.7119999999999997,740.6364,773.0428,731.3583,762.8303,741.5815,770.558,736.6253,766.1422
140,3.7199999999999998,738.1246,771.8019,741.7453,772.5468,738.5531,768.4721,738.1136,769.7114
141,3.7279999999999998,742.3656,771.0625,733.7567,767.7196,728.863,762.4362,736.621,769.8823
142,3.7359999999999998,739.4489,772.565,733.9204,775.0488,739.2186,770.5363,737.7313,767.8373
143,3.7439999999999998,741.5092,771.8043,740.6117,771.0266,736.8207,764.3575,743.3165,774.919
144,3.752,738.6103,771.6049,740.6409,772.669,743.048,774.6796,741.7895,774.5938
145,3.76,741.356,772.8907,740.6936,770.9337,741.1143,773.7199,741.5257,773.4456
146,3.768,741.5269,770.9846,740.1772,771.7531,735.8871,767.223,740.29,770.7946
147,3.776,735.7284,770.2143,740.2799,770.4508,739.9914,771.4348,740.405,771.5585
148,3.784,740.672,775.1268,729.8147,767.4674,740.7901,769.9351,738.7775,772.1779
149,3.792,739.1006,768.4597,738.379,767.3878,741.6028,772.5651,735.6508,764.731
150,3.8,740.4853,771.3341,734.1334,764.8522,743.5048,773.2427,737.7034,768.1261
