,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3
0,2.6,738.3196,768.3091,735.2938,765.5927,738.1145,771.1003,740.4381,771.9739
1,2.608,742.2356,771.3443,735.219,770.0298,741.6639,772.9926,739.9192,772.5999
2,2.616,729.6521,765.1833,737.403,768.4136,740.2385,773.5109,740.5473,771.0543
3,2.624,736.0029,766.1831,737.1548,762.7627,740.7085,773.1616,737.4311,767.4298
4,2.632,738.4782,771.9958,741.4363,771.4781,739.8657,763.7156,739.5253,769.5917
5,2.64,736.3799,767.8482,738.2169,770.2995,737.1064,770.1637,736.6958,769.5544
6,2.648,733.863,766.2405,736.5604,767.9024,740.4415,770.9129,739.1542,769.2165
7,2.656,731.313,760.7661,738.9869,767.381,738.3111,769.9568,740.2508,769.6032
8,2.664,728.2736,769.1992,730.1491,767.0478,732.6897,761.7901,737.7546,769.345
9,2.672,739.7357,773.9132,738.7992,770.2258,737.3894,771.1745,738.1726,769.557
10,2.68,733.1541,767.3996,738.2359,768.2446,731.955,762.9916,730.7164,761.6435
11,2.688,733.0921,761.948,740.4495,770.0668,734.0587,771.32,739.0089,769.8842
12,2.696,734.657,767.1455,735.4242,766.5396,730.5273,765.7247,737.8736,767.7433
13,2.704,724.7531,756.6976,730.9179,767.0985,732.8547,767.6123,732.755,763.4084
14,2.712,726.2918,767.1937,735.3167,766.0123,729.9664,757.9693,732.6085,763.2566
15,2.72,728.5733,760.8777,720.8616,750.0975,734.0065,765.0849,736.4796,765.5028
16,2.728,732.5427,764.2343,729.3738,760.2567,730.1696,763.8192,731.289,761.4481
17,2.736,730.8722,756.6095,734.8583,765.8456,736.1286,764.9586,733.4637,764.5112
18,2.744,729.7947,761.3491,733.8604,764.2175,730.6642,759.49,731.586,763.1891
19,2.7520000000000002,731.5691,765.3478,730.128,762.4243,721.3516,752.5374,730.5433,760.9519
20,2.7600000000000002,730.6052,763.2324,729.9932,759.0876,726.8051,752.036,726.0023,752.8304
21,2.7680000000000002,727.3393,759.7716,732.3755,763.2193,719.7142,756.9,730.4498,761.0571
22,2.7760000000000002,733.6868,762.9808,730.5003,759.5829,732.5743,761.0564,732.5184,761.5136
23,2.7840000000000003,728.579,761.3493,721.8233,754.4932,728.4485,758.757,728.2254,757.5669
