,Frequency,Signal Run 0,Background Run 0
0,3.5,1.0887307130645822,1.119836502908053
1,3.5015,1.1020881809816347,1.0898810512802488
2,3.503,1.1172094285455518,1.0594914425666926
3,3.5045,1.1221306439908825,1.1118400008738285
4,3.506,1.0965360378119455,1.1057597305790041
5,3.5075,1.081338603515687,1.1219460327515536
6,3.509,1.1230429713925072,1.0910054691032902
7,3.5105,1.1035721053920118,1.1189357210203346
8,3.512,1.0977447957685462,1.0655542526492228
9,3.5135,1.116590997386491,1.0982476679743511
10,3.515,1.1287156609634335,1.0789592038695603
11,3.5165,1.088911244366144,1.133806781262907
12,3.518,1.0772469635968518,1.1030483040278818
13,3.5195,1.1086891385777309,1.109258225485445
14,3.521,1.0999608407327854,1.1098629102009954
15,3.5225,1.085419600842382,1.1180617936117079
16,3.524,1.1085935582873372,1.1081184836204274
17,3.5255,1.1227930995131776,1.0862972803790345
18,3.527,1.1032207240799594,1.1157926590831562
19,3.5285,1.1446352468275316,1.076130655575705
20,3.53,1.0903451915311375,1.094389341639283
21,3.5315,1.1469559258196786,1.080704554394676
22,3.533,1.1194073425323237,1.0723216843710535
23,3.5345,1.0828412585177074,1.1650100211521592
24,3.536,1.0903123853558796,1.0944258880516544
25,3.5375,1.1057222400841307,1.0980649490057117
26,3.539,1.0993346083787618,1.1542130980176708
27,3.5404999999999998,1.0611446559432918,1.1112496968598935
28,3.542,1.0906925069975921,1.1173643423613437
29,3.5435,1.1064531064267606,1.0997853053323532
30,3.545,1.065851286674711,1.0900459619898193
31,3.5465,1.1328510313994267,1.0728745358770193
32,3.548,1.0887672502058368,1.147719902318059
33,3.5495,1.1323006840164065,1.0765479336858894
34,3.551,1.1694842733763102,1.0613542415376729
35,3.5524999999999998,1.1398767663535208,1.087149025829107
36,3.554,1.1187352049918768,1.1093028821587825
37,3.5555,1.0828687376230446,1.1053196330774906
38,3.557,1.0795051670268734,1.1099075843884876
39,3.5585,1.067813079844025,1.1483854935934048
40,3.56,1.1046587272806676,1.0807701338002162
41,3.5615,1.1060142774736441,1.0820763288555364
42,3.563,1.1356898650684164,1.0986246509419522
43,3.5645,1.1195304101258094,1.1093053822413446
44,3.566,1.1032622552853808,1.0808063669114378
45,3.5675,1.1181642466615067,1.1023477334991498
46,3.569,1.107906114237121,1.121568103232922
47,3.5705,1.0854951883318913,1.0834268816313533
48,3.572,1.0929441607488297,1.093527287191629
49,3.5735,1.1292160204277046,1.0858272121050154
50,3.575,1.095560935442351,1.1023318049765922
51,3.5765,1.0913140620188342,1.1723378112188476
52,3.578,1.1225207469397325,1.118065229157244
53,3.5795,1.0653640389895918,1.1324331163828725
54,3.581,1.0535657591903547,1.1284832902417157
55,3.5825,1.0853359024377949,1.072332001637134
56,3.584,1.121349472536168,1.0912319176606633
57,3.5855,1.1161952638996222,1.089172660157264
58,3.5869999999999997,1.0637198893358577,1.1184575409385094
59,3.5885,1.1047824125517274,1.1312605972208458
60,3.59,1.1190700217566516,1.0861495398743406
61,3.5915,1.1054439498700037,1.0953379265256609
62,3.593,1.134856232699005,1.0548447944174968
63,3.5945,1.1118456354069828,1.1186080846016306
64,3.596,1.1074944366555193,1.0928167269080105
65,3.5975,1.0936406739599256,1.1093878417182896
66,3.5989999999999998,1.1349293262373925,1.0795963769044323
67,3.6005,1.1499918538603622,1.0518466498652863
68,3.602,1.0973656185846767,1.1230039287612916
69,3.6035,1.1202675337260746,1.1144296170165213
70,3.605,1.1090046051787754,1.0895234247479746
71,3.6065,1.1206457622762211,1.0927592520491307
72,3.608,1.1117235095909777,1.078867996567681
73,3.6095,1.1185752831776754,1.086557463610192
74,3.6109999999999998,1.1043663712510507,1.0888422072729909
75,3.6125,1.060974114785373,1.12494292559454
76,3.614,1.123951250320561,1.0780680981930066
77,3.6155,1.126867244224499,1.1026441470365993
78,3.617,1.0793543070537863,1.1064859041566704
79,3.6185,1.1106137698231342,1.1432265838996158
80,3.62,1.0472955647122206,1.1133226886333565
81,3.6214999999999997,1.1256731713100583,1.085027316772404
82,3.6229999999999998,1.0605368408229845,1.124548442492079
83,3.6245,1.094904392400706,1.1012867226398475
84,3.626,1.0607023860618883,1.1601622199425659
85,3.6275,1.1034793316048859,1.100773539065364
86,3.629,1.0541104841859872,1.1105222545584916
87,3.6305,1.1171441533136213,1.087758715036974
88,3.632,1.1232884687711961,1.072068688741603
89,3.6334999999999997,1.1105138192638027,1.130554405547073
90,3.635,1.1124593843829336,1.0651607001319454
91,3.6365,1.1236567164137206,1.089245444325852
92,3.638,1.1179334225519377,1.0700828457579006
93,3.6395,1.0973756155868666,1.1285557426687811
94,3.641,1.0956212122664446,1.1141653685895199
95,3.6425,1.1018114405175456,1.112793263503856
96,3.644,1.106395337640411,1.114887812623893
97,3.6454999999999997,1.1249997706303707,1.1200885563933858
98,3.647,1.095850468340662,1.1332783028442976
99,3.6485,1.1231023306140655,1.0827728515734238
100,3.65,1.111406484243648,1.0736809806743894
