,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9,Signal Run 10,Background Run 10,Signal Run 11,Background Run 11,Signal Run 12,Background Run 12
20,3.22,1.4058610970209338,1.4118194027083615,1.373051601174855,1.3897683529362685,1.3694026334529987,1.364306687204243,1.3669383685218286,1.3569270599138126,1.3570047997322428,1.3553355845497828,1.3715012818049306,1.355142779503868,1.342154063309488,1.3470801940567485,1.3306933912620784,1.3278386996304867,1.3307671326724586,1.3279009236747172,1.3250575079433242,1.3400569760347976,1.317227625485139,1.333794172740512,1.3286962546657308,1.326561217575587,1.3199210781119468,1.316937110546245
21,3.221,1.4183589092788642,1.4206097866328717,1.3791866620419113,1.3708729274128149,1.3783927648263912,1.386844449406042,1.3476045779037835,1.333447479726808,1.3630740834005672,1.3598392146212503,1.3428125905653945,1.3473026428719235,1.3527047767104536,1.3520003348184406,1.3394986818018242,1.3287424531740653,1.344839971507038,1.3448111973074433,1.3128424813910882,1.3287833630493286,1.344590161323851,1.3405465937574905,1.3240073742530574,1.3330642397829742,1.3240073742530574,1.3330642397829742
22,3.222,1.423961998188445,1.4177940804999216,1.389763450901343,1.3747111346496115,1.3615469526296586,1.3751651428036038,1.3460937780832507,1.352884933854711,1.3540710907127187,1.3526475515402667,1.3654855665935388,1.3628920224409966,1.3435914028091402,1.3465691503385846,1.340338738860464,1.3461937219340208,1.3400184983505095,1.3460664181347368,1.3263218132571968,1.3389200086073496,1.3155174886134797,1.3317894736865046,1.3383382864088516,1.3483163324225982,1.3383382864088516,1.3483163324225982
23,3.2230000000000003,1.420141441987658,1.4158215568209465,1.3729723563794631,1.3702456976428574,1.387282125865155,1.3880042166319244,1.361292987637432,1.3558275785930416,1.3561935423238556,1.3654715096603902,1.3540116200988734,1.3418435400337623,1.3476395288303589,1.3599000294195398,1.3358137684836944,1.321138255224589,1.3495285980416816,1.354909586305738,1.3347927395021926,1.3286399402415172,1.3368682774365805,1.3367817303092484,1.3386211089479536,1.3278074381398726,1.3386211089479536,1.3278074381398726
24,3.224,1.4102015360998548,1.4195425714317191,1.375129194422242,1.3790720942707881,1.3785093874936396,1.3702720259263301,1.3573421252229685,1.3714036463507437,1.3542277878904927,1.361847197120939,1.3387985472293051,1.3444303091414234,1.3407095094279757,1.334529911361256,1.3180837638936427,1.3176224745279153,1.3215502536390338,1.3122936498608528,1.3277502150747964,1.322270751288519,1.3150362352141098,1.3254775943284571,1.322781980833753,1.317608892040328,1.322781980833753,1.317608892040328
25,3.225,1.3901506850752274,1.3918037517139543,1.3916468999270348,1.3956595752138021,1.348380049971518,1.3520136106003309,1.3762251781296826,1.3689176397240637,1.3298157914412563,1.346940329865821,1.3400582330074842,1.3471024034545809,1.3356022847148572,1.3127764498390333,1.3362838940226935,1.3469722208974604,1.3192136647140877,1.3301110424083766,1.3243211481698596,1.3338439560256738,1.3326878488059113,1.3324371953234455,1.3326951221262504,1.320972711353198,1.3326951221262504,1.320972711353198
26,3.226,1.4129989420244473,1.403937476965631,1.3867156444580473,1.3957994066432982,1.3772669793729806,1.374121818366138,1.359028176560337,1.3517342875017728,1.3552905429598918,1.3596169299301262,1.3301282870745073,1.3342691469461436,1.335516110716739,1.3391798433838624,1.3310761610431832,1.3324212096381665,1.3261858868067338,1.3254850328223944,1.3319705949055787,1.32685624978064,1.3386265419208263,1.3342945939354471,1.3432788817033305,1.3305179544582555,1.3432788817033305,1.3305179544582555
27,3.227,1.4089079333361756,1.3944739478249928,1.394107512208727,1.4041005513045863,1.3834652269325602,1.3753641334300954,1.3674445383716793,1.3629537096818705,1.347790198348124,1.3460070463193814,1.3441050753162656,1.3470039848722322,1.3186400643382845,1.3209614410188608,1.3480957266528677,1.337295705976433,1.3127810808369087,1.3348262554829593,1.332170799123357,1.3162181802755892,1.3260016073988001,1.321081812694404,1.316487417382577,1.3279401780347466,1.316487417382577,1.3279401780347466
28,3.228,1.4106845943893263,1.421286561901326,1.385025376514204,1.3840162496184536,1.3868619382986322,1.3783381929823604,1.370423665932528,1.3693595986645892,1.353540840166916,1.3633296641813253,1.3294194731585387,1.3415988559240069,1.341503936020597,1.347312357482614,1.3460003606567192,1.347298799139501,1.3459371090390007,1.3441248163690982,1.3045406573521985,1.319403818352419,1.3339172053954786,1.3332641376874221,1.3266137214721299,1.33534204978196,1.3266137214721299,1.33534204978196
29,3.229,1.419014626964302,1.407590472072487,1.388955778066654,1.3910201363060581,1.367624602839446,1.3755943284390884,1.3615330171857685,1.3702729892652463,1.3507710425951236,1.3439772340649077,1.340647762413965,1.344666896482859,1.3357936842959244,1.3388598592850576,1.3479302516869949,1.3367803555075506,1.3287646578318206,1.344979861775337,1.3397707222919302,1.330288199299127,1.3347148453750803,1.3261870096295574,1.349278545091532,1.3418707465259598,1.349278545091532,1.3418707465259598
30,3.23,1.3970231993167967,1.4010679566131021,1.3946829053069976,1.3986693992856756,1.3628693138491523,1.3564069581764802,1.364949316661695,1.3671023119349266,1.3478768424426026,1.3537942972082813,1.34094807609104,1.3302853278256872,1.3486598971405783,1.3353817145132576,1.351940770563214,1.3456599120633852,1.3170738171909047,1.3174822401046817,1.3231402031948347,1.3236143922369654,1.3258298848654662,1.3314282574017244,1.3158658940730155,1.3239339723256547,1.3158658940730155,1.3239339723256547
31,3.231,1.425485138348937,1.3958063705130597,1.4108779315309956,1.3836361674106894,1.3579895316277553,1.3597761273240176,1.3308343842670238,1.3397983643720677,1.344499866876061,1.365133842121586,1.3365572195710351,1.3420464936527117,1.333998596855651,1.3435527034743466,1.3309475720714394,1.3236327542248354,1.3382865308743819,1.3440066862921793,1.319954088630787,1.3205364493029577,1.3246768938225613,1.3406347045163443,1.3234758059426974,1.330902064488818,1.3234758059426974,1.330902064488818
32,3.232,1.3863110104074925,1.3961771768518632,1.3914274178268198,1.4091825046607371,1.3724119944073747,1.360869241103006,1.348071553071591,1.3552140219203421,1.3536490900333387,1.3503674081640835,1.3353763732340915,1.336554470930265,1.3486765488266688,1.3422948015262925,1.33983884312387,1.343198485761951,1.3469036050214855,1.349768532966607,1.3234904548334703,1.3263197193313685,1.339657403513921,1.3385271258177396,1.3344315884136397,1.3232293116540403,1.3344315884136397,1.3232293116540403
33,3.233,1.4020787114570197,1.4165978968733566,1.401787452541693,1.3957516779830978,1.3882467759674924,1.3901162301700238,1.3614680812714788,1.3584951781956227,1.3262770246200775,1.3426704841580372,1.3237974250465112,1.315484409643494,1.337638434500788,1.3487409824585652,1.3455402570013717,1.3404253125783512,1.333530557647856,1.325476256864484,1.347819809341144,1.3416870278386608,1.3242300656860002,1.3160943706737587,1.3414126406479179,1.3312310491185715,1.3414126406479179,1.3312310491185715
34,3.234,1.4049528846063477,1.4054070492701987,1.39164814496226,1.3825298431059556,1.353299778150216,1.364288538450682,1.3513244751710318,1.3595564349377518,1.3428139050518944,1.3424817405788367,1.3502133039042958,1.3549243296623072,1.3417989357565585,1.3488323715362691,1.3299611183573872,1.3283732043336467,1.345113636161581,1.3226944678404888,1.3346081513227284,1.328306363773539,1.3170894735963337,1.3143735900471525,1.3407968686765102,1.3236116109652627,1.3407968686765102,1.3236116109652627
35,3.235,1.408745960369551,1.4141052989954446,1.3896454800043858,1.3894691966757082,1.374223139143583,1.3672392732857395,1.3619999316142477,1.3549997011006727,1.3458724872158399,1.3443689652331616,1.349818883917735,1.354505924765056,1.341965043650331,1.3355571803723738,1.3299205180490936,1.3329113829281967,1.329575884536247,1.335227858399066,1.3177766392154215,1.3227965385038194,1.3243289230030848,1.311410828710589,1.3273423081760776,1.3259163079204206,1.3273423081760776,1.3259163079204206
36,3.236,1.420531303226325,1.4153030145046563,1.3687145683011421,1.3811704944969645,1.3734779035412605,1.366989125636435,1.3666469549581455,1.3646164645687875,1.3707661679734775,1.352116841287227,1.341199939466944,1.363904209322151,1.3521056233153583,1.339811042398386,1.3324039955962583,1.331530763788962,1.3257152218697392,1.3291389324251837,1.3192690176103503,1.3326717574206677,1.3540020657146736,1.3438501119694006,1.3224306983865133,1.31755076104266,1.3224306983865133,1.31755076104266
37,3.237,1.4167526581031904,1.4007160434509573,1.3845498762917237,1.3785351841463538,1.3724662780615298,1.3760672697965406,1.3519667937660678,1.3559327722301084,1.3545809463409997,1.352646618521547,1.3678625956644497,1.376792375701496,1.3359508576235222,1.340888759982223,1.3464063019431782,1.348747978430043,1.3354102577498606,1.3363910894290745,1.3373484345590578,1.3295664868960273,1.3452854154162524,1.327607886443656,1.3257832804822651,1.323827463879175,1.3257832804822651,1.323827463879175
38,3.238,1.4108931405534388,1.4140653515170205,1.3871206182995306,1.3909098194040646,1.3617738944897273,1.3672312745125204,1.353798011899794,1.346962857251646,1.365299979384893,1.3554804461441938,1.3405808615528543,1.333737010935176,1.3260209399804876,1.3362380451327844,1.3469411777563125,1.3480434770764198,1.3526835386858775,1.34384658347767,1.334981016534241,1.3338119735371594,1.3097711853520821,1.3280724211633932,1.3225539773145567,1.3138076299840622,1.3225539773145567,1.3138076299840622
39,3.239,1.4018142227691814,1.4033032833444188,1.375341581423658,1.3721506926605547,1.3553154972556916,1.3459588152981217,1.3605746486476569,1.3611858552780687,1.334695795527964,1.3367402482512156,1.3427750228050266,1.339037078932747,1.3277003672652803,1.3262279215984083,1.329045511722504,1.3284218657303566,1.3325226841848057,1.3361765453591503,1.3388158138891981,1.3418610932542716,1.325636860925088,1.3298125134541212,1.3154224427053232,1.3209057796710193,1.3154224427053232,1.3209057796710193
40,3.24,1.402805948914582,1.3994891585932938,1.3877592814644486,1.3780192107139413,1.376006512088162,1.3778681917353746,1.3553884318908065,1.354930860192162,1.3495803243868354,1.3487624414495207,1.3182090128157884,1.321602102986891,1.3524022457793128,1.340830573982345,1.320611309209367,1.3226709517718522,1.3351491822570025,1.3427149875478779,1.3245864067015796,1.312172555615352,1.3301898131691932,1.340684802301379,1.3431904563842532,1.3198105726308536,1.3431904563842532,1.3198105726308536
41,3.241,1.399865553759074,1.395167900060055,1.3982514339000618,1.3877276102963505,1.3559239017288955,1.370769476688768,1.363278413254942,1.36487173498491,1.3415036878613704,1.3413516097505014,1.337134975883111,1.3269372105088124,1.3555473180235436,1.3485713220490851,1.3201701368478418,1.3263832792362773,1.340965187472319,1.3337310179210127,1.3258933549411362,1.3535090706389024,1.3330776419596784,1.34160491492504,1.3204516138822098,1.3248313758802353,1.3204516138822098,1.3248313758802353
42,3.242,1.4171164080686867,1.4257545555986209,1.3823827617349467,1.376194142402507,1.357991313189518,1.3667000223162984,1.343514666247151,1.3546671813513431,1.3389291013554885,1.3380366969517432,1.343173846204311,1.3424858589753734,1.333078454127993,1.339501206727681,1.3363086909172834,1.3292692389884297,1.3340057787968402,1.3341195966175476,1.3228622907048535,1.3333212302356185,1.3366956797720673,1.331027844643994,1.335047261574863,1.3228584447642673,1.335047261574863,1.3228584447642673
43,3.243,1.4153216932749042,1.3978616380055577,1.3706146249306723,1.394081214278485,1.3691034837348337,1.3602954825594709,1.359887943780042,1.361144689785528,1.3313061349171675,1.3300816540979927,1.3315776180436363,1.3231486672549422,1.3490471006533966,1.3453244327447145,1.344381237045816,1.3403750015694051,1.3288966799443798,1.3307102276473302,1.3248663934986689,1.3320117645404148,1.3331963903650885,1.3283988778821514,1.3179301523505103,1.328833840773075,1.3179301523505103,1.328833840773075
44,3.244,1.3980462315345812,1.412784641324875,1.3921033467717359,1.3822618856535314,1.377998377348081,1.3699044364332071,1.3534190541791726,1.3471138343938867,1.335315903833008,1.3215397921820922,1.3328713786303532,1.332616258570626,1.339418718830953,1.340281733577676,1.3307691322063782,1.331373789902762,1.320575299366179,1.315795870574543,1.3176913138146384,1.3181756523920733,1.33231519872178,1.3327946907112067,1.340801270643043,1.331807090455481,1.340801270643043,1.331807090455481
45,3.245,1.3876431572383898,1.3980455418289994,1.3824041232301576,1.3939378253943893,1.3504870968112987,1.3694158195970971,1.3469213123389618,1.3439675481702158,1.3358228579051208,1.3424441310175181,1.3383285085889363,1.3366623237806703,1.350979746172077,1.3472375200765179,1.3406611643952158,1.3145634540738946,1.3443728385945302,1.3415872998254472,1.3222190621010566,1.318124837662291,1.337672043359755,1.3143117725452462,1.3262651543469857,1.329182531783316,1.3262651543469857,1.329182531783316
46,3.246,1.4164597188361892,1.4020155505194762,1.383083987715333,1.3854100783677263,1.3763227891072978,1.3809781820895528,1.3744416499953327,1.3585909040717143,1.347371795975873,1.3448708852944466,1.3577556865118816,1.345138155003664,1.342502635371707,1.3405446248470552,1.334418935766414,1.337585275820007,1.3443316964686918,1.3366327459952196,1.3258002150049573,1.322689344432914,1.3136540283204554,1.3241846223748486,1.3426401499067833,1.3398591458318347,1.3426401499067833,1.3398591458318347
47,3.247,1.3977208034172024,1.4100032980031072,1.3578098502402238,1.3768675010782714,1.374744734693697,1.369661059734351,1.364044509444533,1.3625805593635825,1.3385787537872251,1.3411931938350294,1.3377782393980127,1.3396124929741828,1.3303027854520049,1.3363252838724577,1.3214892289071862,1.3213671962997562,1.3161579280455915,1.3371024655452899,1.3248017352406778,1.3308073033079166,1.3351263180823003,1.320186440617501,1.31888771747847,1.3123117617855147,1.31888771747847,1.3123117617855147
48,3.248,1.4035029888536747,1.405363262120762,1.376562911752841,1.3763156024752676,1.3650205012554808,1.3535936873723105,1.350943921945087,1.3568684345275848,1.3352992249761264,1.3542765456212855,1.3400060333437116,1.3432737570559519,1.3492721409381785,1.3475185608906857,1.331496128845949,1.3424540317755835,1.3264434662777544,1.3299361655407085,1.3467840693412074,1.3309380417154608,1.3161795126094795,1.3311047687615825,1.3269837457280427,1.3183446851560534,1.3269837457280427,1.3183446851560534
49,3.249,1.3954128308663998,1.3996201825833374,1.3796202402996112,1.3864618085929916,1.3697450860015141,1.3760542967993357,1.3548198229538047,1.362572877326476,1.3575521383359361,1.3426425261726722,1.3408163609707269,1.3421837998402384,1.3615413569542558,1.3550051015364,1.3312329548612498,1.3295064884055268,1.3275179674852402,1.3329488642847902,1.3263947454353455,1.3366419609292184,1.32270139966383,1.3175171835745458,1.3320277244086378,1.3156084093803828,1.3320277244086378,1.3156084093803828
50,3.25,1.4309554869841232,1.4283171213746162,1.3924752765035135,1.384664937020789,1.3696381729021643,1.3727747709607885,1.3612931484693043,1.3691420828716578,1.3587565681554155,1.360317033006837,1.3222137554104552,1.33392010654612,1.3311960698189276,1.3339672338323523,1.3455510648095994,1.3436062430272833,1.3212651843745462,1.3272356467416717,1.3309107797259176,1.324245557313728,1.3314621722647024,1.3284137769228792,1.3133400346504454,1.3180860093950886,1.3133400346504454,1.3180860093950886
51,3.251,1.389946512394022,1.3994541755132726,1.389496248168025,1.3945989738230125,1.3595631422875705,1.3601191965879744,1.3609420785105732,1.3580205806739425,1.337835863647467,1.3417344113847929,1.347642525480202,1.331038184110084,1.3439624236576757,1.3228419842476553,1.3266196564864745,1.3355919760721122,1.3243224898014923,1.3260636041758629,1.3477718685218616,1.3586477474278797,1.3193104292702875,1.3320057023357117,1.335707729323184,1.340832570083037,1.335707729323184,1.340832570083037
52,3.252,1.415585425227297,1.3989506269186316,1.3878241259532331,1.398708504491963,1.3690566596317995,1.3597746842890195,1.3430127997348142,1.3409012256457955,1.3538403960575587,1.3699605910927253,1.3346182388879844,1.3337510348103845,1.3421278275788966,1.3290896430450998,1.3362729333441508,1.3370260387759205,1.327355333525025,1.3289625239576057,1.3233663319384223,1.3332081691311024,1.3352217679963125,1.3244363048073828,1.3428586294985332,1.3398248454796782,1.3428586294985332,1.3398248454796782
53,3.253,1.400813868887907,1.3996561069578066,1.369693926652709,1.3709621619727332,1.3734281827968717,1.3702628436489837,1.3456173088553471,1.3418370445142234,1.3450572316946825,1.3585179110023724,1.3295586443527865,1.353169061733639,1.3216907775295654,1.3283599959181893,1.3347798743334243,1.3379227859019354,1.334325487926668,1.3312500401137337,1.325308311787268,1.3341659784414381,1.3146390671465347,1.3253651248740035,1.3126692923716226,1.330631677979565,1.3126692923716226,1.330631677979565
54,3.254,1.3894367805232746,1.3900835019261581,1.3672245298977455,1.3834685981754964,1.3713748537894226,1.3800116907915878,1.3465358594643264,1.3445110478229838,1.344667153692231,1.3489295973048898,1.3675700973187093,1.350316937353184,1.3368794598268618,1.3337984850866675,1.3324640604117606,1.3230410693548789,1.3184569437882334,1.3283039297753296,1.3384974246314947,1.3241073231367104,1.3332512366836193,1.3358856711276421,1.3219386435190914,1.3291320896737402,1.3219386435190914,1.3291320896737402
55,3.255,1.3862968628184589,1.3874192114623334,1.3868441372443714,1.38975511586178,1.3709860578729325,1.3666214118815252,1.3681967663645354,1.35696751036804,1.344202397703903,1.3378384271788537,1.3498436539075658,1.3436475950124276,1.3199899202044343,1.3348209156701694,1.3363799413330344,1.3390889574677596,1.3328063162592996,1.3246612509357438,1.3301741321982048,1.3211410048480938,1.3221444126078248,1.3226403991137392,1.3172562892524824,1.3125315888226061,1.3172562892524824,1.3125315888226061
56,3.256,1.3925851887298375,1.393910304805906,1.3786127384982187,1.3949113107034918,1.3745510574386617,1.3625140660832693,1.3550685393108441,1.3497130360319727,1.3410594202355377,1.3452728985307503,1.3298617679968086,1.3325398905401409,1.3427966961297888,1.3429023621961187,1.3394457037166736,1.341540573171306,1.3300253052962832,1.3198405905861814,1.343288217071686,1.3354581392066618,1.3330376956117078,1.3295770732189123,1.3372003504372716,1.3160380260330984,1.3372003504372716,1.3160380260330984
