,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9,Signal Run 10,Background Run 10,Signal Run 11,Background Run 11,Signal Run 12,Background Run 12,Signal Run 13,Background Run 13,Signal Run 14,Background Run 14,Signal Run 15,Background Run 15,Signal Run 16,Background Run 16,Signal Run 17,Background Run 17,Signal Run 18,Background Run 18,Signal Run 19,Background Run 19,Signal Run 20,Background Run 20,Signal Run 21,Background Run 21,Signal Run 22,Background Run 22,Signal Run 23,Background Run 23,Signal Run 24,Background Run 24
69,2.984,36.372,36.675,34.46,35.982,37.162,40.496,37.172,39.314,37.75,39.558,38.599,38.601,35.568,36.72,37.462,39.428,35.948,37.156,37.323,39.476,35.104,39.701,35.481,38.489,35.301,36.667,36.556,37.906,37.478,37.386,36.244,38.17,35.614,38.498,37.649,39.042,36.094,37.685,35.956,36.678,35.758,37.311,36.57,38.233,36.644,38.836,35.323,38.399,36.728,37.655
70,2.986666666666667,37.454,39.961,35.407,37.387,37.076,39.971,36.574,39.783,36.963,40.52,37.076,38.695,37.879,40.166,36.138,38.819,36.642,37.603,36.81,38.512,34.716,37.698,35.542,39.349,36.665,38.291,37.03,37.341,35.205,39.178,37.529,38.723,35.009,37.391,36.48,37.953,38.129,39.206,35.873,38.253,36.37,38.911,36.187,39.899,35.776,37.313,36.935,37.945,36.54,39.195
71,2.989333333333333,36.572,38.245,38.307,39.215,37.993,40.384,36.979,39.702,38.504,42.987,37.435,39.683,37.095,38.519,36.998,36.649,34.793,37.233,35.067,39.131,36.073,39.277,35.936,36.179,36.536,38.523,38.466,41.423,30.773,34.388,38.215,40.293,36.577,38.967,37.984,38.227,38.1,39.249,35.003,37.261,36.172,37.995,37.714,38.446,35.353,38.548,38.319,37.859,36.539,38.962
72,2.992,37.166,38.503,37.464,40.956,36.307,38.599,36.14,37.691,39.603,42.536,37.415,39.078,36.439,40.238,36.517,39.89,34.87,37.484,36.147,36.803,35.839,38.249,36.709,38.422,35.827,36.23,37.966,38.845,35.059,38.229,37.112,40.185,38.092,38.218,35.883,37.507,36.246,36.498,36.076,39.237,35.42,36.82,33.164,34.17,36.094,38.981,36.537,38.963,35.437,37.511
73,2.994666666666667,38.164,39.457,37.392,40.014,37.155,38.855,35.291,36.709,38.272,38.292,38.78,41.424,36.603,37.161,38.288,39.671,33.683,35.956,37.086,39.102,36.176,37.9,36.817,37.145,34.701,37.672,37.899,39.54,37.591,38.419,37.995,40.453,37.3,39.946,35.526,37.443,34.643,35.885,35.306,35.938,36.169,37.589,37.809,40.899,35.589,37.715,37.153,39.366,36.253,36.961
74,2.997333333333333,37.15,39.275,37.254,38.543,36.221,37.2,38.36,40.048,37.498,39.098,38.276,41.679,37.581,38.908,37.376,40.052,38.213,36.982,36.682,37.387,38.29,38.098,36.659,37.612,37.263,36.598,36.525,38.144,36.976,38.995,35.444,40.203,32.217,33.082,36.015,38.019,36.951,38.808,35.232,36.787,34.638,36.255,35.872,37.294,36.34,38.499,38.921,38.771,36.244,39.302
75,3.0,38.085,40.909,36.603,37.227,38.349,40.469,36.959,37.779,37.386,40.924,36.396,39.571,37.144,38.953,35.84,36.188,36.484,37.724,38.474,40.397,37.426,36.662,35.358,37.337,35.856,36.479,38.461,38.939,37.811,38.906,38.932,39.461,34.663,34.87,35.771,39.749,35.451,39.929,34.449,36.66,35.09,37.073,37.77,41.064,37.049,39.014,36.923,39.512,35.323,38.362
76,3.002666666666667,36.556,37.519,36.08,38.359,38.384,39.604,35.784,38.881,35.291,37.841,38.405,41.531,37.156,38.648,35.556,37.514,36.396,37.997,36.166,38.328,36.344,36.759,37.628,37.934,36.27,38.358,36.311,38.04,35.228,37.631,36.575,40.021,33.521,35.677,36.492,38.313,36.121,39.328,36.014,35.922,36.232,38.881,37.232,39.632,36.434,38.073,35.788,38.441,32.86,35.861
77,3.005333333333333,38.345,39.296,37.194,39.343,36.804,40.208,38.615,40.326,33.248,40.434,36.622,38.378,38.244,41.221,37.47,40.334,30.417,30.405,36.982,37.226,35.187,37.457,36.879,37.816,37.09,38.069,36.151,39.389,36.141,36.221,35.082,35.987,34.224,35.46,36.799,36.055,36.392,38.206,35.279,36.848,34.783,37.604,36.799,36.994,37.437,38.719,34.682,36.11,35.302,36.765
78,3.008,37.123,38.458,35.753,40.322,38.294,39.75,36.239,38.871,36.801,40.207,36.165,39.246,30.634,31.09,37.586,39.755,39.419,39.732,36.402,37.555,38.404,39.618,37.098,37.139,37.376,39.862,36.247,37.161,35.632,34.877,34.847,37.78,35.846,35.543,35.319,36.493,36.437,38.12,35.746,38.452,34.979,37.055,36.101,34.613,35.825,37.175,35.439,36.872,37.221,40.067
79,3.010666666666667,37.369,40.383,35.651,39.261,36.409,38.886,36.209,38.521,35.626,37.381,37.639,38.667,35.913,39.768,35.191,37.404,36.814,38.307,36.85,37.635,35.427,36.112,37.646,39.523,37.222,39.322,37.551,37.211,35.478,36.656,35.38,35.094,34.185,34.276,37.115,39.009,36.329,38.197,35.969,37.215,36.088,37.294,35.371,37.751,36.926,39.364,36.61,37.334,36.446,39.077
80,3.013333333333333,38.46,39.273,37.279,38.557,36.973,39.016,36.429,38.378,35.288,36.65,37.066,40.601,36.267,37.379,37.14,37.1,34.563,36.565,36.942,37.434,36.919,38.72,37.579,37.761,35.986,36.666,35.965,35.267,36.815,37.331,35.466,38.012,35.814,37.841,36.681,37.799,36.421,38.888,37.072,39.588,36.564,37.36,36.474,37.295,35.266,37.018,35.456,37.746,36.451,37.777
81,3.016,36.357,36.12,36.142,37.699,37.091,39.511,37.04,37.22,35.344,40.582,38.162,41.283,37.075,38.615,36.407,38.734,35.906,37.25,36.726,39.352,36.321,35.405,36.287,37.504,36.477,36.232,35.899,35.834,37.546,38.215,35.525,38.406,35.213,38.318,36.606,37.213,35.016,37.047,36.46,39.12,36.891,38.624,37.369,39.039,34.347,36.654,35.454,38.886,36.253,40.886
82,3.018666666666667,37.295,39.266,36.762,38.859,39.098,39.578,36.686,38.133,36.621,41.59,38.01,39.692,33.068,34.246,36.606,39.755,36.455,37.354,37.622,38.29,37.287,37.734,37.52,39.124,37.439,38.016,33.624,36.211,33.174,33.06,35.94,38.601,38.047,38.997,35.306,37.43,35.567,36.964,36.191,37.699,35.465,37.021,36.718,40.371,35.824,37.617,34.77,36.499,35.157,37.898
83,3.021333333333333,37.371,40.522,37.282,38.284,33.421,36.294,36.395,39.267,32.951,35.821,37.475,36.087,30.86,34.601,36.067,38.023,36.778,38.3,36.796,39.634,34.38,36.701,36.587,38.534,35.556,38.174,36.47,38.101,34.389,34.486,38.109,37.718,35.575,37.301,35.812,38.744,35.465,39.212,36.107,39.173,35.437,37.715,36.271,38.297,35.717,36.94,36.873,39.001,35.915,39.424
84,3.024,36.679,39.711,36.313,37.457,38.136,38.717,38.168,40.888,32.979,34.763,35.058,36.999,34.691,37.42,38.325,38.713,36.321,40.045,36.433,39.623,34.266,35.674,36.603,40.363,36.791,38.829,37.804,39.859,31.565,33.272,36.18,38.26,36.686,39.354,35.265,35.023,36.337,38.383,36.486,38.641,36.256,37.123,35.475,38.05,36.498,37.724,35.972,36.941,35.872,38.427
85,3.026666666666667,39.266,40.513,35.869,37.723,36.614,38.181,36.668,38.37,37.877,38.17,35.399,36.365,37.936,39.253,37.803,39.796,35.37,37.706,38.283,38.633,36.158,38.088,35.913,37.645,36.634,40.004,37.082,39.366,30.815,32.422,35.39,36.958,36.67,36.227,37.27,37.478,36.225,36.858,37.335,41.399,36.806,39.199,36.488,37.387,35.638,39.006,33.207,35.256,33.709,37.575
86,3.029333333333333,38.022,38.94,36.154,38.368,36.485,36.634,36.74,38.695,35.679,41.219,35.893,37.925,38.18,41.117,36.844,37.681,35.918,37.052,37.071,36.331,37.722,39.307,35.983,37.74,37.81,38.791,35.919,38.77,35.099,38.718,34.846,35.297,35.944,37.238,34.135,35.806,35.693,37.33,37.427,37.551,34.821,37.761,36.06,38.018,36.441,37.823,37.228,40.055,35.131,36.673
87,3.032,38.042,38.136,37.421,38.526,37.271,39.599,38.143,41.274,38.869,40.95,35.176,36.662,37.352,39.143,38.092,39.579,36.286,39.238,35.393,37.0,36.618,38.433,38.139,39.105,36.158,39.071,38.796,42.986,36.936,38.781,38.051,39.963,35.977,35.835,34.829,37.857,35.789,36.314,36.252,38.262,35.824,37.931,35.14,38.704,36.619,37.641,35.305,38.887,35.678,38.131
88,3.034666666666667,36.606,39.168,36.371,38.452,39.259,41.372,37.642,41.284,39.466,42.131,37.193,40.596,36.738,38.395,37.569,39.528,35.893,36.722,36.033,38.955,37.282,39.201,35.448,37.384,36.28,36.301,36.002,39.148,36.756,37.368,37.672,39.084,38.838,39.765,36.188,37.499,36.047,38.665,36.819,38.809,36.806,37.553,35.206,37.814,36.949,39.017,37.352,40.19,36.396,37.821
89,3.037333333333333,37.674,37.049,36.178,37.819,36.798,37.639,37.593,38.878,40.512,40.543,37.382,38.208,35.636,38.354,37.383,39.144,38.297,39.883,37.064,37.432,38.282,38.853,37.317,39.035,36.697,38.811,36.258,34.792,36.928,40.22,37.564,38.597,36.749,37.042,36.543,37.855,37.047,37.558,36.429,37.024,37.139,41.184,36.403,40.086,35.101,37.609,35.232,37.383,34.967,37.371
90,3.04,36.841,37.431,35.692,38.925,34.384,37.51,37.002,39.384,36.261,40.406,37.691,38.809,36.441,37.18,32.708,33.225,36.298,38.328,35.36,38.347,36.755,38.34,36.549,37.18,34.723,37.712,35.859,37.58,37.922,40.852,35.686,37.389,37.233,39.755,38.195,39.252,35.209,37.548,36.794,39.81,37.095,40.491,35.44,36.4,37.099,36.612,38.703,41.746,36.328,36.865
91,3.042666666666667,36.975,36.825,37.645,37.546,36.471,39.85,37.237,40.637,35.552,37.76,35.877,38.778,36.444,38.171,37.578,41.665,36.703,39.054,36.736,38.48,38.045,39.317,35.716,38.702,35.92,37.977,34.375,36.398,38.564,40.43,36.255,37.805,37.033,37.447,36.137,38.413,34.503,38.091,36.926,38.847,36.647,38.28,36.115,39.652,36.489,37.566,36.537,38.06,36.844,39.855
92,3.0453333333333332,37.809,38.611,37.985,39.333,40.032,39.297,36.236,38.31,38.163,40.312,37.504,37.917,37.89,40.165,30.837,33.803,37.148,39.403,35.533,38.3,35.09,37.917,36.83,37.198,36.83,37.654,37.641,39.428,36.776,36.015,35.666,37.317,36.559,37.748,35.063,38.813,35.886,36.555,35.69,37.177,36.47,39.654,33.824,37.041,36.4,37.859,35.624,38.676,36.484,38.153
93,3.048,38.142,39.889,37.784,39.4,36.327,37.851,36.865,39.395,32.799,34.885,36.917,38.301,36.741,36.875,33.856,35.106,34.491,35.173,36.475,38.315,38.375,40.1,37.504,37.737,34.91,38.08,35.365,37.567,37.179,39.628,35.549,39.204,33.56,33.427,34.301,34.495,36.004,36.695,34.125,35.339,35.275,37.539,34.807,37.34,36.029,38.218,36.961,38.18,34.614,38.139
94,3.050666666666667,37.131,36.684,37.85,40.613,36.257,38.529,36.847,37.497,32.756,34.92,37.651,40.468,36.521,38.86,38.642,38.954,36.786,38.673,36.017,35.703,38.343,38.651,37.854,40.593,38.202,38.564,36.024,38.634,36.12,38.682,35.568,37.949,37.952,42.582,36.898,40.14,36.039,36.831,35.92,37.69,34.892,37.747,39.312,40.679,36.348,37.249,36.432,37.473,35.263,36.455
95,3.0533333333333332,36.469,38.345,37.024,38.55,38.105,38.187,34.374,36.551,37.767,38.525,37.067,39.02,35.463,36.775,36.735,37.759,34.75,36.629,35.658,36.29,39.036,40.735,36.057,38.43,37.308,38.313,35.791,38.568,36.904,37.362,34.87,38.455,38.023,40.386,35.856,36.71,36.192,36.098,36.664,37.508,35.39,36.659,36.574,38.906,36.181,37.799,37.803,38.691,34.501,34.566
96,3.056,37.956,41.256,37.767,39.136,36.864,39.787,35.928,39.809,40.068,40.776,37.004,38.001,34.845,37.389,36.86,38.379,37.065,36.953,37.306,37.663,36.283,39.591,36.314,38.361,37.578,37.434,32.223,35.483,37.201,40.272,36.745,39.488,35.874,37.561,35.93,38.812,35.024,35.526,37.742,37.521,34.671,38.581,37.989,39.278,35.7,39.095,36.249,37.704,34.934,38.286
97,3.058666666666667,36.504,39.393,38.37,39.349,35.64,37.774,36.639,36.78,37.084,37.913,36.414,36.85,36.304,38.394,36.497,37.833,35.485,39.144,36.619,36.583,35.971,39.141,39.381,40.003,36.497,38.392,36.505,37.045,37.315,38.04,36.335,38.306,36.122,37.896,34.411,38.504,36.175,37.215,36.527,37.379,35.517,37.19,35.811,37.456,36.394,40.305,37.757,36.375,33.331,34.536
98,3.0613333333333332,36.579,37.456,36.306,38.577,35.844,39.011,37.239,39.533,36.563,37.824,36.807,36.628,36.773,38.093,37.508,40.186,35.942,38.86,36.604,38.612,35.013,37.523,39.153,42.473,36.756,36.44,35.752,38.102,36.019,37.369,35.626,36.334,34.704,42.219,34.308,36.048,38.137,40.542,35.998,38.33,36.339,38.151,35.713,36.775,35.872,36.963,35.486,35.564,35.165,37.507
99,3.064,37.703,39.115,37.688,40.022,38.556,38.939,36.516,37.294,33.237,35.186,39.129,41.131,36.925,36.9,38.829,39.492,35.716,37.169,36.368,37.875,37.687,39.992,37.359,40.218,36.771,37.375,40.462,42.451,36.261,39.719,36.108,37.184,35.292,38.229,35.659,38.441,38.188,39.584,37.414,38.562,36.772,38.84,34.552,35.996,34.046,34.616,36.257,36.81,38.222,38.475
100,3.066666666666667,36.419,38.562,36.272,38.198,38.326,39.175,36.239,37.531,34.697,35.111,36.599,35.292,36.19,37.827,37.951,39.968,36.571,37.805,37.47,38.669,36.527,37.826,36.92,38.406,35.878,38.22,37.629,38.948,37.255,37.72,36.424,37.262,36.392,39.093,36.885,39.375,35.735,37.058,35.325,38.774,36.626,38.047,34.931,35.942,34.178,33.497,35.371,36.396,36.773,36.918
101,3.0693333333333332,36.189,36.344,36.477,39.453,35.682,38.143,35.109,37.226,42.367,43.093,35.612,39.2,33.486,35.991,37.322,37.372,37.157,37.301,38.493,40.615,37.077,39.583,37.009,36.873,36.88,39.143,38.563,43.08,37.866,37.693,33.144,33.492,34.752,36.328,38.321,39.537,34.894,37.846,35.139,38.229,36.22,37.878,35.958,37.856,38.721,40.545,35.741,37.261,36.926,40.259
102,3.072,35.814,38.161,38.529,38.353,36.71,36.244,35.639,37.234,37.099,40.594,36.182,37.312,37.168,39.694,38.306,39.26,36.913,37.228,36.783,38.672,36.998,39.358,35.555,37.045,36.186,37.894,36.73,38.895,36.654,38.764,37.783,40.188,37.475,39.413,36.346,37.648,35.552,37.718,36.622,38.105,36.666,38.235,33.023,32.757,34.605,36.259,35.058,37.524,36.257,38.854
103,3.074666666666667,36.06,38.421,37.071,39.585,36.14,36.071,36.594,40.091,38.765,41.294,35.825,37.65,33.855,35.809,35.634,38.621,35.676,38.098,37.349,38.019,37.274,38.675,36.126,39.333,35.953,37.122,36.844,39.724,35.899,38.084,37.042,37.967,40.174,41.041,34.889,37.7,35.188,38.638,36.112,38.818,36.427,36.432,35.837,37.507,35.827,37.05,36.87,37.358,33.196,33.455
104,3.0773333333333333,37.02,36.931,37.394,40.145,35.505,36.82,35.731,37.975,38.548,38.508,37.949,38.325,38.046,40.337,37.178,38.651,37.353,38.015,35.222,38.78,36.384,36.003,36.712,37.134,36.5,38.878,38.064,39.717,36.228,37.987,36.323,38.249,37.476,40.186,35.886,36.982,35.492,37.979,34.253,36.512,34.773,36.712,35.827,35.982,37.237,39.054,36.741,37.026,35.844,37.275
105,3.08,37.68,39.599,38.253,39.016,36.324,36.417,35.764,36.929,38.598,43.323,37.439,39.073,33.731,35.91,36.013,40.078,36.344,38.43,36.335,39.334,37.57,39.77,36.666,38.419,35.393,40.093,37.547,40.324,36.742,39.822,34.43,37.391,35.891,38.699,35.821,36.306,33.894,35.78,36.794,37.285,33.944,36.281,35.703,37.505,35.178,35.683,36.554,36.237,36.16,37.333
106,3.082666666666667,36.824,38.138,37.291,39.431,35.829,38.872,35.496,37.399,38.09,41.036,38.613,39.392,36.081,38.6,36.448,37.932,37.349,39.816,36.119,38.37,36.682,37.773,35.717,38.971,37.593,39.008,38.212,40.304,37.175,39.893,34.002,36.622,37.566,39.233,35.995,36.844,35.244,36.092,36.95,38.064,35.218,38.219,35.799,38.307,36.047,37.151,35.501,36.533,35.408,38.065
107,3.0853333333333333,36.26,38.781,37.23,43.597,37.564,39.229,35.27,36.622,36.262,38.675,36.702,41.305,37.428,38.751,37.085,39.632,37.144,40.169,35.741,36.876,34.917,35.939,36.054,37.095,37.338,39.169,37.291,41.117,36.844,38.656,34.804,37.923,36.228,36.744,36.354,36.855,35.517,37.306,36.882,35.927,35.676,35.257,36.003,37.571,36.048,36.554,35.704,38.617,36.382,38.504
108,3.088,35.858,36.966,35.801,38.558,37.497,39.714,36.393,37.858,39.914,40.511,37.237,37.925,36.622,38.944,37.465,39.584,36.633,37.739,36.091,38.309,37.55,38.922,37.271,38.958,37.235,38.35,37.587,39.119,35.462,37.903,36.445,38.524,36.005,35.795,36.606,39.129,36.467,38.735,36.098,36.205,36.552,35.591,34.794,36.657,35.287,36.769,37.138,37.16,33.905,36.359
109,3.090666666666667,37.656,38.832,36.863,37.787,38.691,41.531,37.802,37.97,37.804,39.329,36.432,40.331,35.849,39.307,37.815,39.324,36.321,37.619,37.573,39.57,36.543,38.724,36.525,38.479,36.359,39.743,35.549,33.964,37.037,39.189,38.024,39.275,37.82,39.126,36.679,38.274,37.654,38.742,37.875,39.515,36.125,37.542,36.033,38.016,35.268,37.337,36.237,36.495,36.237,35.473
110,3.0933333333333333,37.356,40.111,37.197,39.093,35.783,38.54,37.344,40.04,37.822,39.639,35.969,38.878,35.64,34.898,35.903,38.34,37.083,37.373,37.95,39.543,36.101,39.396,34.847,36.904,37.153,38.557,38.562,39.193,35.596,37.688,37.398,39.668,34.927,36.785,37.976,40.14,37.138,38.443,35.222,36.63,35.578,36.647,35.381,37.257,35.306,38.306,34.149,37.611,34.521,38.462
111,3.096,35.688,37.332,36.845,39.27,37.911,39.559,37.34,38.76,36.785,37.705,36.3,38.554,34.279,38.27,36.632,38.487,35.984,39.668,37.352,38.592,36.305,38.239,36.874,38.175,37.131,39.394,36.294,37.773,36.031,38.955,37.231,39.165,38.509,39.689,37.196,38.315,37.206,38.721,34.762,36.323,34.361,37.463,36.067,37.545,35.747,37.454,35.18,37.542,33.667,33.805
112,3.098666666666667,38.669,41.921,36.614,38.937,38.458,39.887,36.326,39.315,40.655,42.011,36.101,38.869,37.561,37.618,37.95,38.551,36.168,37.223,36.728,39.498,37.637,37.398,35.488,37.226,37.854,37.756,33.998,38.858,35.327,37.323,34.644,36.108,34.482,35.935,36.169,37.05,36.59,38.328,36.253,37.812,34.386,35.175,36.17,38.226,36.892,38.214,35.682,38.038,35.273,36.064
113,3.1013333333333333,37.385,38.253,37.293,39.547,37.259,39.164,37.745,40.009,35.202,36.871,36.084,38.998,40.046,41.393,36.639,37.668,36.943,38.434,37.017,39.219,35.888,38.105,37.655,39.224,35.865,39.376,36.181,38.023,36.574,38.457,36.872,38.469,37.514,36.801,36.184,38.436,36.04,39.254,34.54,34.379,36.419,38.149,36.561,37.349,36.356,40.338,34.766,37.364,35.476,36.253
114,3.104,38.263,39.239,37.771,38.221,36.912,39.346,37.518,38.528,38.344,39.315,36.879,41.916,39.233,42.081,35.58,38.218,36.43,38.225,37.019,37.315,35.499,35.63,35.932,38.436,36.719,39.157,38.875,39.946,34.855,37.006,35.798,39.693,36.683,37.559,38.245,40.997,35.462,38.547,34.649,36.445,36.511,39.923,35.54,37.744,38.129,37.355,36.258,38.588,35.488,35.667
115,3.106666666666667,36.829,38.528,37.53,37.147,36.34,38.684,37.288,38.941,36.916,39.399,37.977,40.374,37.292,37.921,36.224,38.586,37.893,39.999,38.54,39.279,36.718,39.946,36.318,36.5,36.486,36.436,36.947,39.624,35.91,37.667,36.704,37.601,36.959,38.644,31.58,32.136,35.753,38.556,37.175,36.866,35.403,39.669,34.616,37.32,36.835,38.455,36.095,35.533,35.184,38.42
116,3.1093333333333333,38.509,41.361,35.968,38.153,37.638,39.242,37.679,39.842,34.88,35.891,37.652,40.527,38.281,37.953,35.911,38.839,37.194,39.67,37.881,40.135,36.901,40.22,37.676,37.392,36.831,38.618,36.975,37.948,36.54,38.154,37.4,39.55,35.889,36.597,34.683,34.519,37.597,40.352,35.914,37.762,36.217,37.476,35.318,37.467,36.648,37.765,35.411,34.646,36.324,38.374
117,3.112,37.485,39.676,35.93,38.964,37.73,40.136,38.135,40.033,38.211,42.043,38.604,39.768,36.524,38.875,35.993,39.351,36.101,38.864,37.218,38.981,36.974,38.281,38.38,41.001,36.475,37.638,36.873,37.496,35.026,36.562,37.423,38.224,36.71,39.586,32.761,35.296,35.308,37.484,37.103,36.962,36.148,39.128,36.725,39.521,35.29,38.245,35.944,39.025,34.785,36.74
118,3.114666666666667,32.003,33.709,37.01,38.838,36.685,37.641,36.522,38.133,38.163,40.986,37.584,39.403,35.933,39.432,35.936,36.951,36.226,37.834,37.034,38.76,37.357,40.035,36.179,37.146,35.667,36.948,36.806,37.54,35.929,37.183,36.504,39.173,37.605,39.148,34.026,36.684,37.123,38.173,35.753,37.554,36.708,39.404,35.04,37.807,36.392,39.017,35.55,36.986,34.625,37.232
119,3.1173333333333333,37.405,38.289,36.72,39.758,37.496,38.891,37.053,39.613,38.245,39.269,36.81,38.943,37.655,39.229,36.577,39.471,35.288,36.628,37.718,37.867,37.705,40.112,36.041,38.902,35.304,38.072,36.538,39.855,36.79,37.904,36.178,37.663,36.297,38.317,36.836,36.597,36.232,38.324,36.586,36.676,36.24,37.223,35.57,37.762,36.086,39.677,34.804,38.288,36.245,37.796
120,3.12,35.33,36.477,36.622,40.072,36.162,38.235,36.582,38.036,35.524,36.776,36.062,37.141,36.302,37.683,36.741,38.294,35.038,36.385,35.538,35.772,37.062,39.279,35.383,38.435,36.87,35.295,36.314,36.474,36.989,40.939,31.369,34.037,37.552,38.655,33.985,34.906,36.113,39.605,35.951,37.015,35.552,37.301,35.325,36.048,35.695,37.469,35.508,36.565,37.396,40.61
121,3.122666666666667,36.029,38.926,37.149,40.114,35.405,37.639,37.822,38.725,39.885,43.352,36.907,39.106,35.866,38.211,36.052,39.825,37.537,37.669,37.992,39.873,35.911,37.352,37.164,39.339,36.672,37.451,36.649,37.4,36.419,38.242,31.998,34.471,38.218,39.882,35.469,36.766,34.844,37.227,37.131,38.292,35.87,37.682,35.185,39.146,36.733,36.702,35.592,35.567,36.922,37.107
122,3.1253333333333333,36.787,38.288,37.215,38.342,37.745,38.767,35.988,37.774,35.065,37.634,35.55,36.958,35.474,37.17,36.726,37.003,37.102,39.07,37.272,39.132,37.25,37.867,36.46,39.227,36.936,39.47,35.492,37.261,35.556,37.826,34.031,36.41,34.613,38.474,36.365,37.583,35.883,36.916,38.137,39.209,36.984,38.458,36.416,36.607,37.16,39.15,36.154,39.096,37.045,38.516
123,3.128,36.926,38.896,37.326,40.378,36.319,39.114,33.194,35.711,35.72,36.817,37.373,37.24,36.572,38.614,34.608,37.484,36.583,38.801,37.401,37.937,37.852,38.821,37.527,37.909,36.601,37.974,36.54,37.564,37.311,39.55,33.745,35.765,35.949,36.925,34.472,34.078,36.063,39.756,36.015,37.972,34.781,37.052,35.991,37.834,37.265,39.703,36.152,36.913,36.141,37.077
124,3.130666666666667,37.805,37.85,36.462,38.634,36.781,37.847,33.639,35.615,39.129,40.155,36.579,38.426,36.317,38.985,36.025,37.064,35.77,37.693,37.128,39.855,37.359,40.416,35.093,37.38,36.328,38.849,32.005,34.872,37.397,39.196,36.793,39.231,36.587,36.734,34.935,37.917,36.865,38.691,34.85,37.743,34.889,38.581,36.402,36.928,36.253,36.667,35.998,37.043,35.581,37.137
125,3.1333333333333333,35.79,39.883,36.372,36.362,37.656,39.122,34.978,37.402,36.935,37.423,34.546,42.268,35.834,37.902,36.297,37.588,35.73,37.159,37.442,40.482,37.181,37.716,37.009,38.65,35.634,37.337,35.337,35.705,36.454,38.466,37.031,37.363,37.169,39.811,34.359,35.916,36.95,40.019,36.096,35.574,35.968,37.714,35.07,37.506,36.669,39.257,35.791,36.927,35.547,37.233
126,3.136,36.532,38.219,36.152,39.231,36.132,39.863,36.453,40.025,36.855,39.702,38.081,38.679,36.075,36.777,36.416,36.664,35.975,36.84,38.541,41.157,37.142,37.933,38.04,39.744,36.464,39.519,35.748,39.181,36.438,37.944,38.619,40.142,35.835,37.829,34.822,36.827,36.902,38.082,36.531,35.711,36.86,38.445,35.237,36.266,37.364,39.438,35.394,37.025,35.589,36.325
127,3.138666666666667,37.61,37.408,35.728,37.104,38.18,39.257,35.591,37.252,37.912,39.976,35.207,35.362,36.091,37.585,36.688,36.32,36.588,35.347,37.729,38.335,36.384,38.4,37.187,38.096,37.448,39.589,35.49,37.877,33.926,35.737,36.496,39.047,36.561,37.85,33.773,36.214,36.979,39.304,36.571,37.713,35.602,37.367,35.8,36.555,36.028,37.52,34.833,37.916,36.051,38.418
128,3.1413333333333333,36.983,39.204,38.993,40.941,34.54,38.172,37.038,35.612,37.378,37.463,32.84,34.81,36.628,37.662,35.735,38.783,34.056,35.998,38.813,40.483,35.896,38.71,36.647,39.614,35.973,39.452,37.166,38.213,36.364,36.93,39.675,41.606,36.131,37.414,38.133,38.519,36.675,39.351,35.892,37.757,38.195,38.56,36.725,38.837,35.749,36.672,36.927,38.602,37.981,40.623
129,3.144,37.487,40.405,37.464,40.348,37.584,39.255,37.211,37.624,35.902,37.445,36.551,36.261,36.061,37.095,34.859,38.132,37.4,38.334,35.392,38.101,36.373,37.214,36.943,41.05,34.911,37.118,36.604,39.798,36.164,37.783,34.726,36.736,37.505,38.758,36.897,38.14,36.18,38.949,37.239,35.616,37.731,39.039,36.766,37.123,35.271,35.954,35.783,36.292,35.035,37.443
130,3.146666666666667,37.777,39.94,36.812,38.193,38.038,39.393,38.262,40.669,34.802,36.783,34.857,37.468,34.864,37.637,36.741,38.682,36.615,38.563,35.381,36.213,35.781,37.097,36.696,38.041,36.471,38.979,36.021,39.885,35.297,34.571,37.188,40.029,35.057,38.027,38.161,38.915,34.729,35.749,36.366,38.335,36.934,39.963,36.75,39.304,35.501,38.841,35.634,36.028,36.948,38.005
131,3.1493333333333333,36.96,40.113,36.922,37.941,35.368,38.314,39.817,43.388,34.333,38.002,36.52,37.063,37.366,39.043,37.134,39.118,38.058,39.121,28.613,32.352,35.758,38.196,36.326,38.192,36.326,39.922,37.251,39.941,35.667,39.855,37.183,38.514,36.095,37.55,35.866,38.693,36.693,36.718,37.642,37.567,36.47,38.737,36.296,37.239,36.235,38.917,36.34,37.367,32.47,36.251
132,3.152,37.041,37.548,37.083,38.509,35.564,37.442,36.638,36.552,34.077,35.757,35.635,35.279,38.379,38.848,37.993,39.898,35.605,37.813,37.908,39.011,37.329,38.742,36.325,38.665,36.442,38.114,36.736,35.279,35.115,36.431,35.148,37.809,37.548,39.862,36.147,37.518,36.827,39.233,36.395,38.276,36.852,37.806,36.5,37.323,36.805,38.132,36.047,39.172,34.155,36.867
133,3.154666666666667,36.76,41.023,36.716,38.16,36.109,38.126,35.245,37.348,34.393,35.124,36.334,39.939,37.258,39.984,38.336,39.988,35.634,38.429,35.899,37.942,37.89,38.902,36.783,38.529,38.0,40.582,36.571,39.696,32.549,33.112,37.437,37.79,36.717,36.448,36.085,38.521,35.851,38.899,36.753,39.004,36.579,38.673,36.203,37.871,36.822,39.687,36.269,38.544,38.287,38.782
