,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2
0,2.7,0.001,0.001,0.014,0.007,0.003,0.003
1,2.706,0.004,0.009,0.005,0.015,0.0,0.01
2,2.712,0.003,0.003,0.011,0.003,0.002,0.006
3,2.718,0.004,0.012,0.005,0.01,0.009,0.003
4,2.724,0.003,0.004,0.0,0.007,0.014,0.005
5,2.73,0.017,0.014,0.012,0.011,0.003,0.009
6,2.736,0.007,0.005,0.003,0.004,0.005,0.013
7,2.742,0.009,0.013,0.004,0.002,0.007,0.01
8,2.748,0.011,0.003,0.003,0.006,0.008,0.004
9,2.754,0.007,0.001,0.009,0.004,0.007,0.005
10,2.7600000000000002,0.005,0.002,0.009,0.015,0.01,0.01
11,2.766,0.01,0.005,0.005,0.009,0.011,0.006
12,2.7720000000000002,0.01,0.008,0.008,0.004,0.003,0.008
13,2.778,0.01,0.008,0.008,0.006,0.011,0.004
14,2.7840000000000003,0.008,0.002,0.003,0.005,0.01,0.007
15,2.79,0.003,0.008,0.0,0.003,0.011,0.005
16,2.7960000000000003,0.009,0.003,0.009,0.002,0.008,0.003
17,2.802,0.005,0.008,0.003,0.007,0.011,0.003
18,2.8080000000000003,0.012,0.007,0.004,0.011,0.001,0.001
19,2.814,0.005,0.004,0.012,0.011,0.001,0.012
20,2.8200000000000003,0.004,0.005,0.01,0.004,0.003,0.007
21,2.826,0.008,0.003,0.01,0.007,0.008,0.004
22,2.8320000000000003,0.017,0.004,0.003,0.004,0.009,0.006
23,2.838,0.012,0.002,0.009,0.005,0.01,0.007
24,2.8440000000000003,0.004,0.003,0.002,0.001,0.014,0.012
25,2.85,0.01,0.003,0.002,0.007,0.005,0.005
26,2.856,0.003,0.008,0.006,0.001,0.002,0.007
27,2.862,0.005,0.007,0.01,0.006,0.001,0.005
28,2.868,0.005,0.005,0.003,0.006,0.003,0.007
29,2.874,0.005,0.006,0.006,0.005,0.007,0.004
30,2.88,0.001,0.001,0.006,0.004,0.004,0.009
31,2.886,0.005,0.002,0.009,0.005,0.003,0.006
32,2.892,0.001,0.003,0.007,0.002,0.006,0.013
33,2.898,0.008,0.009,0.002,0.0,0.007,0.014
34,2.904,0.005,0.007,0.009,0.002,0.001,0.003
35,2.91,0.006,0.002,0.012,0.006,0.006,0.009
36,2.916,0.006,0.004,0.008,0.002,0.01,0.007
37,2.922,0.006,0.0,0.003,0.004,0.007,0.011
38,2.928,0.003,0.009,0.006,0.002,0.004,0.005
39,2.934,0.008,0.009,0.001,0.012,0.007,0.003
40,2.94,0.004,0.008,0.004,0.01,0.004,0.007
41,2.946,0.015,0.008,0.007,0.001,0.008,0.001
42,2.952,0.009,0.008,0.006,0.009,0.005,0.004
43,2.958,0.005,0.003,0.004,0.002,0.007,0.004
44,2.964,0.009,0.004,0.006,0.012,0.002,0.003
45,2.97,0.0,0.007,0.005,0.002,0.001,0.005
46,2.976,0.007,0.004,0.005,0.008,0.011,0.005
47,2.982,0.005,0.012,0.013,0.009,0.003,0.007
48,2.988,0.006,0.011,0.013,0.01,0.005,0.01
49,2.9939999999999998,0.006,0.013,0.005,0.009,0.012,0.005
50,3.0,0.008,0.014,0.004,0.006,0.004,0.009
51,3.0060000000000002,0.011,0.006,0.002,0.007,0.008,0.009
52,3.012,0.004,0.01,0.007,0.003,0.001,0.002
53,3.018,0.012,0.006,0.006,0.004,0.005,0.007
54,3.024,0.007,0.004,0.008,0.004,0.0,0.001
55,3.03,0.004,0.008,0.004,0.012,0.009,0.005
56,3.036,0.004,0.015,0.008,0.002,0.012,0.002
57,3.042,0.009,0.005,0.003,0.005,0.005,0.009
58,3.048,0.002,0.005,0.007,0.003,0.004,0.01
59,3.054,0.004,0.01,0.01,0.008,0.007,0.007
60,3.06,0.001,0.005,0.009,0.005,0.007,0.01
61,3.066,0.005,0.01,0.003,0.005,0.002,0.004
62,3.072,0.004,0.006,0.002,0.007,0.002,0.005
63,3.078,0.009,0.005,0.003,0.002,0.012,0.004
64,3.084,0.006,0.001,0.004,0.007,0.001,0.001
65,3.09,0.007,0.003,0.003,0.007,0.004,0.009
66,3.096,0.004,0.009,0.006,0.01,0.001,0.003
67,3.102,0.007,0.002,0.007,0.0,0.003,0.001
68,3.108,0.012,0.007,0.01,0.004,0.007,0.012
69,3.114,0.009,0.012,0.003,0.0,0.008,0.007
70,3.12,0.003,0.006,0.008,0.013,0.004,0.005
71,3.126,0.004,0.01,0.007,0.004,0.005,0.002
72,3.132,0.006,0.001,0.007,0.011,0.004,0.008
73,3.138,0.003,0.012,0.007,0.014,0.004,0.006
74,3.144,0.006,0.009,0.007,0.002,0.013,0.006
75,3.15,0.002,0.006,0.014,0.011,0.008,0.006
76,3.1559999999999997,0.005,0.008,0.009,0.003,0.008,0.005
77,3.162,0.004,0.005,0.007,0.002,0.0,0.002
78,3.168,0.002,0.003,0.009,0.005,0.009,0.006
79,3.174,0.005,0.011,0.006,0.001,0.006,0.009
80,3.1799999999999997,0.009,0.014,0.003,0.009,0.002,0.007
81,3.186,0.002,0.007,0.014,0.008,0.003,0.001
82,3.1919999999999997,0.006,0.004,0.008,0.005,0.006,0.011
83,3.198,0.008,0.014,0.004,0.001,0.005,0.013
84,3.2039999999999997,0.004,0.005,0.004,0.005,0.005,0.004
85,3.21,0.002,0.009,0.003,0.007,0.004,0.008
86,3.2159999999999997,0.011,0.005,0.013,0.007,0.01,0.006
87,3.222,0.003,0.003,0.003,0.006,0.006,0.003
88,3.2279999999999998,0.006,0.003,0.011,0.018,0.007,0.002
89,3.234,0.013,0.006,0.003,0.006,0.006,0.011
90,3.2399999999999998,0.004,0.011,0.003,0.01,0.005,0.007
91,3.246,0.002,0.002,0.01,0.003,0.012,0.004
92,3.252,0.012,0.004,0.01,0.006,0.014,0.011
93,3.258,0.006,0.003,0.006,0.005,0.012,0.005
94,3.264,0.007,0.005,0.01,0.004,0.006,0.01
95,3.27,0.004,0.01,0.007,0.005,0.002,0.004
96,3.276,0.018,0.007,0.01,0.005,0.006,0.008
97,3.282,0.01,0.005,0.002,0.006,0.008,0.002
98,3.288,0.0,0.0,0.003,0.003,0.007,0.01
99,3.2939999999999996,0.009,0.002,0.003,0.005,0.008,0.004
100,3.3,0.008,0.01,0.003,0.001,0.007,0.011
