,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9,Signal Run 10,Background Run 10,Signal Run 11,Background Run 11,Signal Run 12,Background Run 12,Signal Run 13,Background Run 13,Signal Run 14,Background Run 14,Signal Run 15,Background Run 15,Signal Run 16,Background Run 16,Signal Run 17,Background Run 17,Signal Run 18,Background Run 18,Signal Run 19,Background Run 19,Signal Run 20,Background Run 20,Signal Run 21,Background Run 21,Signal Run 22,Background Run 22
0,3.2,0.9814314638070882,1.0065143196054094,0.9955190663530032,0.9804516050224549,0.9873233059788931,0.9830029817301401,0.9760507257174555,0.98856996369189,0.9775403528704656,0.9990788792338945,0.9804263639575367,0.9885218328715224,0.9838903576490579,0.9813922335358699,0.9771383130707234,0.9874696676361621,0.9871537059946731,0.9791273629969006,0.9853145490388422,0.9733407750200606,0.9819977603020903,0.9796254414945234,0.9707722198499993,0.9855652889606472,0.9773583834026436,0.9845884906527632,0.9794962912241837,0.9778073350586896,0.9810460080785891,0.9755110115118004,0.9749111666653167,0.9807618129745505,0.9770747191641196,0.9837599885158687,0.9791716797561046,0.9815248500723248,0.9781935998551177,0.9776328003874784,0.9767656015014349,0.9815704809835355,0.9763016881827243,0.9789665377893946,0.9773558548043059,0.9763143989341153,0.9740996585647453,0.9801088724685116
1,3.201,1.0011338030879533,0.9848997681484103,0.9974722543352733,0.9780016391705032,0.986156824932307,0.9861797186431087,0.9835332957381977,0.9843131993504048,0.9871342189003212,0.981051038164662,0.9859571798588593,0.9833010747732313,0.9708708550386158,0.9936357072127879,0.9765391882740143,0.9871649183947382,0.9758164748602185,0.986611962373013,0.9734582774398003,0.9848916762205401,0.9824921235238396,0.9791028431688974,0.9780060753250726,0.9832286127774028,0.9864230581259233,0.9715108314560781,0.9810169292940535,0.9758831581342275,0.9758000135991084,0.9854073110226538,0.9776272107992936,0.9811776575675459,0.9782248038347514,0.9823046298015637,0.9758533296662508,0.9810975433101117,0.9807005976380416,0.972369847686428,0.9816145211615882,0.9784304149809248,0.9756481866407485,0.9793683588729187,0.9777580792763633,0.9747533124687896,0.9853024284264886,0.9769982290653974
2,3.202,1.0054342315145433,0.9840150758545686,0.9916659621622431,0.9887282255080794,0.9911075695405891,0.9806093015625417,0.9860662466124719,0.983813369949974,0.9751020398131645,0.9958759396648389,0.9874726328534572,0.9794810207987362,0.980606085805664,0.9778641161323609,0.9848791195193793,0.9759162052780738,0.9785960457366273,0.9858089440088464,0.987446709696087,0.9749614243571672,0.979450129096655,0.9849464922578988,0.9822606519304394,0.9811217484027216,0.9910843614984529,0.9688295220303221,0.9743303177239139,0.9845344573175353,0.9851244913588469,0.9754793392577438,0.9723419868735109,0.9863242667588361,0.9827514570459279,0.974936937005283,0.9797598394488006,0.9805150044518658,0.9723728778636997,0.9834704524915571,0.9791288595198832,0.9788454787118238,0.9790291936295904,0.9820375807780972,0.9820231811298298,0.9823960484567144,0.9880352117852194,0.9675189871841052
3,3.2030000000000003,0.9934988802511765,0.9944138681544715,0.9933311530749783,0.9855260027284032,0.978127261833791,0.9962732938437877,0.9932609051954034,0.9744378881191212,0.9712387233972453,0.9942150608780801,0.9802215377434015,0.9932171175689036,0.9821477096443195,0.9801798066197122,0.9824721653436777,0.9832322984996951,0.980362212859007,0.98670928295733,0.9764591052654771,0.983459896486992,0.9824288763592265,0.9840065455756092,0.9884786035395781,0.9744641844052722,0.97600943657272,0.9816349780383207,0.9840670463867726,0.9744717738555726,0.9741756479948527,0.985027104013228,0.9828211082483789,0.9787552117542005,0.9817873694830707,0.9811622921799559,0.9759450952965492,0.9843033597621117,0.9768457151098231,0.9833087873974784,0.9834960958123286,0.9802787851437704,0.9809579297645948,0.9734217002644058,0.976524070646174,0.983180171544113,0.9697545638953412,0.9853252291577488
4,3.204,0.9902501157780361,0.9964959906323886,0.978130481407189,1.0027166587331715,0.9967382355261427,0.9738253972434304,0.9943184756037168,0.9778821108727114,0.9749494926823923,0.9891912905774735,0.9835176475893913,0.9849903743098899,0.9699455273651408,0.9924772862137815,0.9842350842243566,0.9742747517289845,0.9842068171925572,0.9837488057528728,0.9736235017839204,0.9896965273831129,0.9776977684771054,0.9877145056326563,0.978102617672017,0.9813063092814791,0.9836601338815711,0.97676691301209,0.9834301321219602,0.974982787220096,0.9852651681081664,0.9808175658446866,0.9823530429798935,0.9757640330049311,0.9811714743956153,0.9798810582759856,0.9776694078358971,0.9800209841985416,0.9791845180467879,0.9852110711929472,0.9898681562534472,0.9732383610024357,0.9756570894047442,0.9857535979265792,0.9765137036480066,0.9780240964075753,0.9764045727912484,0.9798186236966685
5,3.205,1.0040668896148501,0.9832661888778499,0.9971024812904595,0.9827674481438191,0.992873452651196,0.9829601300560382,0.9850011503481457,0.9839704112403651,0.9748658818907432,0.9943830036578188,0.9901236468363701,0.9732484171272903,0.9917409525324361,0.9746635807217626,0.9747198640061946,0.989441507320657,0.972690960465673,0.9899341518201856,0.979699529827274,0.9836836544333517,0.9810057477402548,0.9789611342035025,0.9827252842571194,0.9757695318886592,0.9694704342513796,0.9838679941979616,0.9873916767061599,0.9703801728476829,0.9777350604864279,0.9796925621328028,0.9774554562394853,0.9735376698810323,0.973023879281785,0.9840025188765762,0.9787849459994286,0.9768694829482641,0.9807758999541395,0.9785230214822849,0.9881594913374371,0.974185050956221,0.9736156266164853,0.9804178671498336,0.9755767563735269,0.976619832739074,0.9770270241739618,0.9788231152020406
6,3.206,0.9970966429694247,0.9860638123393299,0.979526057677433,0.9952871224243234,0.9944630875917716,0.9803019010235108,0.9850284483515402,0.9843836332981604,0.9858668201566703,0.9841198650038273,0.9867656306502857,0.9795828416083313,0.9812023948383183,0.985606456979133,0.9878667075753532,0.9726395806334858,0.9770185604618283,0.9838089646916065,0.9881503399869007,0.9751828082715575,0.980737233492894,0.9846027962055317,0.9772750517034319,0.9858422697681982,0.9787458733208864,0.978131570286,0.9757284883586405,0.9896103220424244,0.9792872455438828,0.9775966944579586,0.9817160011450434,0.9774593292846252,0.9806607105335559,0.97659209694948,0.9789893401905281,0.9798370498372116,0.9807089982477409,0.983507621625388,0.9803569643912639,0.9782079375026264,0.9777488963794196,0.9761339958692803,0.9818324698047012,0.9723783423770322,0.9784751389249312,0.977078561440486
7,3.2070000000000003,0.9913267041074488,0.9929376075785283,0.9917531065404391,0.9872360719166526,0.9879383591948612,0.9836475815350874,0.9818870051734544,0.98721526996687,0.9913835783976914,0.9800076177242516,0.9815217896746166,0.9834353167905703,0.9831100205244926,0.9838246129072652,0.9798824333423188,0.9814694117888166,0.9821815685931106,0.9830632933425258,0.9817288068241425,0.9784579613576722,0.9819055566408746,0.9771814760127335,0.9804848324330937,0.9801014733268452,0.9838114317457677,0.975544648987707,0.9724647351936472,0.9860963904052611,0.9732767783700057,0.9849056065048695,0.9762678939608342,0.9832688102654149,0.9728138636812155,0.9856272278564319,0.9874191293462844,0.9695052901436495,0.98007583295258,0.9805360576183088,0.9799294078354227,0.9726820898385508,0.9769586246295978,0.9784171090085032,0.9770652873191852,0.9750776746891239,0.9830669467366606,0.9788603131913566
8,3.208,0.9900887631991347,0.9941986972051853,0.9840786049981368,0.9870186853285972,0.991101697464912,0.9791184612939265,0.9827551434399137,0.9885669661808508,0.9876376086693386,0.9794736498115675,0.980726801642277,0.9802765064425215,0.9881390959435008,0.9760932678761728,0.9770705676818494,0.9858904016873992,0.997308182027725,0.960328300278756,0.9801215254952865,0.9808951809892736,0.9875231071396898,0.9740995960382203,0.9787609585355763,0.9825745803364178,0.9801035982830468,0.9824442753805761,0.9808586395098078,0.9892967670638207,0.9805879042023796,0.9807076870682098,0.9839353339685951,0.9775344146114173,0.9821042034104752,0.9843261914184265,0.973331312406074,0.9851563489195734,0.9812480271566419,0.9733654815874317,0.9832245518406951,0.9797918537888001,0.9767292446151223,0.9865175730695693,0.9780483022739238,0.9772123026298064,0.9744084938081385,0.9826437015028063
9,3.209,0.9963708369300711,0.9875037128694208,0.9866756464102253,0.9912948756040423,0.9901438574229143,0.9836446772683041,0.987223419426216,0.9808340267727471,0.9839247176396686,0.985373049096313,0.9864952106250195,0.9828203599803599,0.9827686039912377,0.9830827525141571,0.9763803977948282,0.98561151540255,0.9828007744235813,0.9853808881001456,0.9685218058776707,0.9889210272389313,0.9744977622060432,0.989981471245005,0.981632857249733,0.9826538828356334,0.9842479200015223,0.9794708651218894,0.9800369144034597,0.9804070625196242,0.9920235238820655,0.9669375130225674,0.9715916917025861,0.9852378365817678,0.9781253231693537,0.9774004553034229,0.979409647520815,0.982358037996655,0.9817598216238904,0.9795462344515139,0.9826458548925617,0.9782175895850783,0.977936579843146,0.9794348556285873,0.978370630924253,0.975547805427641,0.9807934535934306,0.9735530992200524
