,Frequency,Signal Run 0,Background Run 0
0,0.2,-0.0012608541995015798,-0.0012136911187799293
1,0.2888888888888889,0.0001887077727540164,0.00016309603351703477
2,0.37777777777777777,0.0010620056130361728,0.0010295224315608202
3,0.4666666666666667,0.0015376968187418216,0.0015598728368901033
4,0.5555555555555556,0.0018437883365753098,0.0019487339998624873
5,0.6444444444444445,0.0021658091068726426,0.002096782346217033
6,0.7333333333333334,0.002194544229022816,0.0021555019435879333
7,0.8222222222222222,0.0022863716843417735,0.002241394971499629
8,0.9111111111111112,0.002374451080338371,0.002370078344353218
9,1.0,0.0022660696959310354,0.0023497763559211958
