,Frequency,Signal Run [0. 0.]_0,Background Run [0. 0.]_0,Signal Run [0. 0.]_1,Background Run [0. 0.]_1,Signal Run [18.  0.]_0,Background Run [18.  0.]_0,Signal Run [18.  0.]_1,Background Run [18.  0.]_1
0,3.6,0.9430107119189775,1.002916922741839,1.0126921839958696,1.0423962041294654,0.981402730574532,0.9889828751334381,0.9554923758039011,0.9789265102942297
1,3.6006060606060606,0.9486877694880329,0.9645895495160048,0.9834026321003156,0.983837417550731,0.987895309368929,0.9819549501116135,0.9836262708176191,0.988229832334744
2,3.601212121212121,0.980505701368909,0.9889872509822493,0.9770690388534432,0.9716608810033741,0.9780972534572993,1.0158467885341456,0.9738969258369732,1.0170542975099668
3,3.601818181818182,0.9863492382238881,0.9901538265924109,0.9804860256843133,1.0137297645395396,0.9650633682891512,0.9770924596801941,0.958756005447313,1.0012206104662178
4,3.6024242424242425,0.9415611394211717,1.0015079622160512,0.9635135457516744,0.9711364748353707,0.9971917648557379,1.0021401319286847,1.0005144070092875,0.9712192417743796
5,3.603030303030303,0.9770649667940995,0.9640470190532164,0.9828107487517953,1.016226912774315,0.9475546043335513,0.9800599900951036,0.9294892569497332,0.9724551653015719
6,3.6036363636363635,1.0024499771575568,0.985140166591988,0.9597542410044333,0.9884075456580014,0.9862823986539905,0.9586369997076146,0.9600828165284813,0.964641701405202
7,3.6042424242424245,1.004445507991979,1.0087667113680086,0.9756407145672186,0.999625186687818,0.9651280154648566,1.005545553650359,1.0132294040982193,0.9988999280691135
8,3.604848484848485,0.9666709672645715,0.9771686732903061,0.9317231114726815,0.9711898840482902,1.0037586669576661,0.9750613269617555,1.0078859170835988,0.9894588794792386
9,3.6054545454545455,1.0007158740143076,0.9596246209382103,0.954651872713656,0.9818927905740157,0.9839995237529702,1.0218490117970105,0.974794903799907,1.0135876645292163
10,3.606060606060606,0.999304724661138,0.9756582031407866,0.9560274106074954,1.0058450982505471,0.9541180926780958,0.976800114256999,0.9992441304747287,0.9891040677554427
11,3.606666666666667,0.9462996260212607,0.9889216556556636,0.9638433754808667,0.9621673653637033,0.9573482971985326,0.9818712430823751,0.958815974157678,0.980648433532886
12,3.6072727272727274,0.983336103443409,0.9618556592144719,1.0060615416490652,0.9671900774874305,0.9891787128000806,0.9406631617625347,0.9803445301368268,0.9937476007849839
13,3.607878787878788,1.025386554471641,0.976320664302976,1.0200230784935784,0.9998107109972785,0.972201553620019,0.9838124192522033,0.974439464955286,1.0138843664003214
14,3.6084848484848484,0.9746271763705661,0.9469880301936114,0.9865797362760025,0.9834166996806284,0.965808292601845,0.9528999700147739,0.9690063319464084,0.9612753268749805
15,3.6090909090909093,1.0281504369572858,1.0049552352283473,0.9715718733609088,0.9413931076506105,0.9904558596238162,0.9906476410815623,0.9671572850919372,0.9770174958805069
16,3.60969696969697,0.9885296610805437,0.9637427980618952,0.9554702050946863,1.0156815725099864,0.9891693500590613,0.9695244922442171,0.9686789996285838,0.9653288592501674
17,3.6103030303030303,1.0106057617380755,0.9698308954480931,0.9729299214630529,0.9774569661249295,0.980684051405109,0.9289392296355428,0.9687864358949847,0.9451870932788003
18,3.610909090909091,0.9465142121714776,0.9601215398426115,0.949220926949999,1.020323544741578,0.9878681369062855,0.9506898531659004,0.9610217059005607,0.9851026970825224
19,3.611515151515152,0.9306727155992157,0.9852129469646548,0.9717805194972025,0.9473974966192423,0.9743395037257644,0.9907032449679923,0.9765592900191657,0.9433542814410366
