,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4
0,3.6,1.1085846570300784,1.0603402202383447,1.0792337314425287,1.0988721751845787,1.095423031977043,1.094946714022059,1.0801167233302011,1.0885532890089744,1.0857232025307466,1.0944624339213027
1,3.606,1.0817333829082345,1.134047757965878,1.1092982016345088,1.088480209735027,1.0816101735316062,1.0723533948430022,1.0763477291774244,1.062639031899491,1.107409634966055,1.0706225659541793
2,3.612,1.1221812267638638,1.0929083915206956,1.0863786392540573,1.1292189917481725,1.0879501724054192,1.0890065055322433,1.096624282350098,1.1016988543406618,1.0665510759887653,1.0787452331972722
3,3.6180000000000003,1.1065054150246192,1.091340916098471,1.1232584756850676,1.0810606057612409,1.0936854837388406,1.1002024327139441,1.103126693348189,1.075341530810069,1.0859230934535962,1.1175689215036644
4,3.624,1.0928877724579389,1.0841544691131522,1.0845836219691796,1.0837421852383027,1.0754739648571645,1.1083564997425852,1.075143349848714,1.1094242274112731,1.0971329209551148,1.0880277875884286
5,3.63,1.0998760358868973,1.1090836557119206,1.0845716096663027,1.078971497475054,1.0908657007032934,1.095780448901018,1.0902069740195535,1.0797760261092024,1.0870676506846795,1.085210937728779
6,3.636,1.0603077495822133,1.0816881770768978,1.098891635845255,1.108874447765935,1.094974054554611,1.0820928657737845,1.0880908766940527,1.0761998308354956,1.0949595241192693,1.1074935217270083
7,3.6420000000000003,1.1344957456777116,1.1224559373858456,1.0888810276986802,1.0863510694564695,1.0719600647996084,1.0884154115925129,1.062863175637996,1.0964819961813521,1.0705433649101768,1.0669635797568822
8,3.648,1.0925890930910998,1.1069913425252875,1.1288034845346737,1.123709034668495,1.0894293051480974,1.093466103680119,1.1021608152345779,1.102686258647781,1.0787377506363536,1.0857868600750926
9,3.654,1.0917637897725174,1.0931459540579704,1.0805028841699398,1.0849538974103128,1.1006408329198645,1.0750776647018718,1.0758234308720425,1.0748540700742468,1.117722889345688,1.0966579258690006
10,3.66,1.084646715244979,1.0993192893484303,1.0842181316558972,1.0842836089358339,1.1087294489785133,1.0911980257162919,1.108970068320529,1.0898575746693036,1.087647298581843,1.0870010512234032
