,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8
0,2.8,1.8322585604888368,1.8637307394317273,1.8103664266025339,1.8502758100219052,1.7580184638874352,1.8433887512781812,1.8133067881212128,1.8626459898367207,1.7496090428279412,1.7057566912320363,1.7501784225684183,1.6857810645052025,1.7720421285782726,1.714518402359997,1.6968590765100018,1.6937294525146676,1.7091461752142887,1.681070963199837
1,2.8020202020202016,1.7984331960958393,1.8200026939330534,1.818640908539894,1.7863588191096138,1.770777802914664,1.7670800082500426,1.7854989575941513,1.790312391547394,1.7810593508572878,1.76192330034728,1.7329295090146535,1.743505319124568,1.7785912593160889,1.6998943853677497,1.8053315145572022,1.7372226141360694,1.6935667026750574,1.7579284787835794
2,2.804040404040404,1.8184669212600455,1.811949674098974,1.7830039774001252,1.7202882308554817,1.8285742092824717,1.8352954283825647,1.7996107206126035,1.7690471165152888,1.747995492482693,1.7532065459111033,1.7548353987576446,1.759869350089815,1.7248511955969836,1.7513868658498355,1.7897033417751187,1.7723722623632365,1.67469490749546,1.721635033828771
3,2.8060606060606057,1.894763785028755,1.8330562639416872,1.8120340135750097,1.833477011792937,1.7897517701372545,1.806829487352193,1.7854099157276127,1.7980327807841818,1.7932015428559012,1.7818811330444857,1.7506531783931292,1.7222203733767016,1.7171510984343927,1.7286492207190254,1.7452600330692185,1.7586459321445218,1.7487582163688482,1.614527540670712
4,2.808080808080808,1.8394104916788356,1.8186274703210543,1.810461978429988,1.782688205312268,1.8414541272437928,1.7696992944508565,1.8264678050871574,1.79040891629906,1.7527211880053983,1.7653612067938094,1.7495303416109713,1.7961347079116623,1.7305304416146443,1.7367903512120197,1.7612564526273244,1.7643917323596638,1.7808935218581392,1.752123665733074
5,2.8101010101010098,1.8145127241529335,1.869987521336553,1.802414271557784,1.8041580629165057,1.808004518085376,1.7549559655716176,1.8594826228024322,1.712223955421058,1.7367428767349573,1.719147879833452,1.7728139383628578,1.7283187701375629,1.7386381413533158,1.7196685586806348,1.7471268863483864,1.7072471590852243,1.7519353298683005,1.771065150622272
6,2.812121212121212,1.7647843140498292,1.8312153416878667,1.7857613121770801,1.7881885065341776,1.7805005777052738,1.8306428347243764,1.7679889230221095,1.769009957386195,1.7833500373537303,1.7789039117091061,1.6771857956246399,1.7404034652716098,1.722708546603929,1.7319381726927807,1.7822009509696792,1.7679604930693782,1.7261770674316055,1.7219392523842434
7,2.814141414141414,1.782562659848496,1.8640474586505866,1.7747591948166364,1.7557761648181245,1.8335769243176752,1.8285267414822215,1.7607148570781042,1.762041992866872,1.7394158578234482,1.7757083789960062,1.6890521770495475,1.6630940193886827,1.6908671674478857,1.684546054927667,1.7411380941897772,1.7256907668041281,1.7060171627513119,1.685533997525924
8,2.816161616161616,1.826013974410441,1.8080363804445059,1.8051784817854997,1.7970558026851624,1.8207210761430954,1.7921392641694267,1.8011242956924824,1.7706097624070782,1.6799353286644083,1.7259543612414523,1.7952107854874029,1.7702215100701992,1.7239338484393367,1.731078280944067,1.6473771450654056,1.7575949005502394,1.7134417651245253,1.6989180173695182
9,2.818181818181818,1.8801700705519997,1.7866892797732572,1.8344037076610769,1.8041240252573365,1.7705663455580638,1.8525818113975165,1.8761505975498989,1.8083462337065195,1.7353292267153912,1.7946220631888985,1.7019689567657716,1.7306919283522484,1.7317416901651632,1.7145558843633926,1.6976736652373579,1.6865025464561694,1.7090356083913425,1.7237514553527167
10,2.82020202020202,1.7613957663344173,1.8023549396931793,1.7843567232245334,1.8159619605354365,1.8744827051760145,1.7806120926467892,1.9032637728032835,1.8584469028454687,1.7877037449933428,1.7573565999882057,1.7131222489775486,1.7236374447343579,1.7768146832231297,1.7337459843764707,1.7064853596634626,1.723668671626296,1.7231920414650395,1.7282485125583535
11,2.822222222222222,1.8008341687100524,1.8353553981120372,1.7682322451259829,1.8208632056499106,1.7726512059454451,1.7875984814730483,1.838688672660578,1.8742225163623993,1.7252709808894464,1.798716817438065,1.7240653543691873,1.7478162065126723,1.7965707360540573,1.7199506118560643,1.7172732340474117,1.7480604468245402,1.758601878171178,1.7202732285532547
12,2.824242424242424,1.8174427709377148,1.8151139791385533,1.829422519985024,1.868219975202835,1.7684224510904958,1.7839912785820324,1.8585649637891353,1.830841481472894,1.775777712153538,1.794825678986623,1.7284356006475137,1.7702377504061837,1.6919791030682847,1.710978357747359,1.70416095255152,1.7124682175720287,1.7400752035336842,1.734933478422414
13,2.826262626262626,1.8523828464616074,1.795815170386539,1.7985203531871476,1.8252731026000484,1.8020713226109821,1.8565379039287129,1.7523776035510568,1.7514068442298159,1.7811299465421662,1.752967323448731,1.7151212190991625,1.7360947607689645,1.7538365314563542,1.7072268475957768,1.705268815943162,1.744312395529597,1.6998416083723262,1.707471731259288
14,2.8282828282828283,1.8049551537736166,1.7999424261265946,1.8209306531358174,1.7770658000837656,1.8083274655145105,1.789843576914292,1.7868966767131322,1.7821784728463022,1.7561287918936572,1.7465799900300594,1.7867114561335915,1.7476382000113126,1.7327580511530087,1.7248208883786003,1.7723676186728263,1.741703435240689,1.660663704828942,1.6618968296076806
15,2.83030303030303,1.7872280478192524,1.802182836813867,1.785086667420483,1.86057363073022,1.7789785583087812,1.795699931125231,1.7713603137989853,1.7502421567389526,1.7542351087157084,1.8187839425125512,1.723344150545693,1.7553138909811297,1.6858628758436494,1.7399374410545223,1.680327305001734,1.6734730424699906,1.6771117778321463,1.7453231139461665
16,2.8323232323232324,1.855709583032229,1.8324115968689372,1.7747048473929392,1.8084867591928977,1.7603266300870961,1.7854920622146382,1.7799140311205361,1.7999633358240403,1.7115280743089638,1.726789250041329,1.7511191886513628,1.7427491375138358,1.7307322118345085,1.724382995462592,1.7170171121813183,1.736737847440673,2.7419727220331716,2.741983966241326
17,2.834343434343434,1.8057119670497968,1.861209557385131,1.7832954015626807,1.7711619540960957,1.803328159516987,1.7866930330645874,1.807436677106279,1.7488525579239635,1.784265531219456,1.7786390508862486,1.7032895163797634,1.763991932516997,1.7239988183718682,1.665786372431388,1.6250745715113544,1.6787303039687436,2.7152711638628078,2.715277722983975
18,2.8363636363636364,1.8406476617486365,1.808070426691941,1.8033684676545045,1.8359947679500797,1.7426682462270553,1.7726893123797278,1.790958012355064,1.7850363739885218,1.7547819990226186,1.7215066533193457,1.7286192594848044,1.740810760305826,1.7081644883589728,1.7432748120498227,1.766554973046199,1.7474429829695681,2.693772863705551,2.6937744254010068
19,2.8383838383838382,1.8147675944040118,1.7513865637293098,1.826173276845826,1.792357275624349,1.759304644232625,1.8180946186269593,1.8183045047011788,1.7999630411920844,1.7617765125466567,1.7634006677152902,1.7245547774266374,1.7209556996838176,1.7451113652577206,1.7066584158637363,1.6610691159079578,1.7504295475169096,2.6752036801716232,2.6752055542061015
20,2.8404040404040405,1.8502870672771756,1.8908498928696338,1.7937087626199169,1.796110960593028,1.785620141748613,1.813535085113174,1.7571585687221383,1.7371795316727243,1.7952967063109353,1.764646892312384,1.7242277545977154,1.6622478922657766,1.702955941005845,1.7375087206007782,1.7442171304328584,1.7532249851290072,2.74090296111346,2.7420217598119097
21,2.8424242424242423,1.8485557759415283,1.8927995107491793,1.8047636758398362,1.8026329070000728,1.7497917460641865,1.8003984384462488,1.750502644939077,1.7543975097708804,1.7565963648621314,1.8522429249811996,1.715854899970452,1.7006199565564328,1.6499317458940936,1.7011462415659617,1.7364539447898881,1.7101684610769676,3.475916366997622,3.4723407049990045
22,2.844444444444444,1.8095649704822299,1.7915508215876357,1.7889071965649554,1.7936453698821189,1.7734901448733453,1.807725286619962,1.7752923354218684,1.7176183505321618,1.7814972574159478,1.7988039626080503,1.6840616264904193,1.690288109309129,1.7488719044606102,1.69937620989413,1.6899026584346843,1.6948607485249494,3.5339621622753796,3.5305192435592363
23,2.8464646464646464,1.8302599059475881,1.8565325940354223,1.8423805116098948,1.7741682396871514,1.8004531156846288,1.7857322552376773,1.7179297585163023,1.7225586181147077,1.7591203499558823,1.8125527937488537,1.7445572781927323,1.794597692803704,1.710431444350884,1.7423518332315104,1.6872075019661716,1.7363639979805137,3.5435881551751782,3.541912452509288
24,2.848484848484848,1.85973248414896,1.784082182499002,1.8412242459876742,1.7616862461603127,1.8553844359912595,1.7828653188292929,1.7257985151148363,1.7105466978699564,1.8016668581390678,1.8207501271541005,1.7044348447703968,1.7486439065296353,1.6338722266985124,1.6344406812579277,1.7084003237887333,1.7570998683331587,3.512183976474408,3.5157106027149947
25,2.8505050505050504,1.9008903034494438,1.8032160430557924,1.7566038616151258,1.7836489598030403,1.8609271942661973,1.8042517639219946,1.793690039813334,1.7302240151282648,1.7612548985762577,1.746864822982863,1.714625541831516,1.731930980934266,1.743331646392947,1.7455989229093647,1.6942117095847362,1.7488119602316101,3.507180303782944,3.5091271167116282
26,2.8525252525252522,1.7679986070639981,1.8565172711301738,1.7748735073500934,1.7625995088309445,1.7754659959633659,1.8123857028633366,1.7701096998585524,1.8141500932861077,1.7298942222651672,1.7655136306309733,1.730152188843991,1.7122430210953152,1.7004800262250226,1.669351097344757,1.7297127399123762,1.698320194095372,3.498670922231582,3.5001370440082735
27,2.8545454545454545,1.7996722534645495,1.8218745505627403,1.7882803090490098,1.7522723622725545,1.8406186028946967,1.7871452750999732,1.7482862753946924,1.7578863407197898,1.7716020635398781,1.7806961054639168,1.729484112998928,1.7125734823148213,1.726868277365999,1.7010809688782158,1.7163764977806668,1.7189892136225906,1.7163764977806668,1.7189892136225906
28,2.8565656565656563,1.784954229001157,1.8147154359845468,1.7326887188992268,1.7703970538871188,1.7803272398516994,1.7699876085962973,1.7472599385995276,1.7714396362694984,1.7584616602964558,1.7493435347458424,1.7135314004227014,1.7839259911339238,1.679761360476329,1.7267124076815865,1.6484684323825014,1.6521846539089529,1.6484684323825014,1.6521846539089529
29,2.8585858585858586,1.813493866978051,1.8063107102178453,1.7658178400061033,1.7380062850420654,1.7767553256234263,1.8493325457859695,1.7484296405755804,1.7700097516247064,1.7486704712988492,1.7275413673574427,1.761479151412048,1.7396260645421227,1.7269444937573157,1.707694726754971,1.7296096821003908,1.728538027419735,1.7296096821003908,1.728538027419735
30,2.8606060606060604,1.8043695168854794,1.7869219591544703,1.7457176169605586,1.7786449672627542,1.8060086757619793,1.8014344766367456,1.7692807556525394,1.7444994965368872,1.7919977880982496,1.7914415078575443,1.7075588796759087,1.660318882343248,1.7679292767217516,1.7729941542593877,1.7036730491447059,1.718402633204164,1.7036730491447059,1.718402633204164
