,Frequency,Signal Run 0,Background Run 0
0,0.1,0.0020974070227324985,0.0021270791596779658
1,0.2,0.002088036874215489,0.0020880368742030903
2,0.30000000000000004,0.002119270702563328,0.002147693486333168
3,0.4,0.002144882441812593,0.0021514415457534086
4,0.5,0.002111774583794731,0.002148630501233681
5,0.6,0.0020536796630230667,0.0021136486134555243
6,0.7000000000000001,0.0020955329930121788,0.002122394085390314
7,0.8,0.0020977193609907144,0.002150192192657437
8,0.9,0.002098031699263938,0.002098344037568047
9,1.0,0.0020652361795138996,0.002069296577183713
