,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5
0,0.5,0.9711005665513517,0.9917074079116823,0.9766614301982951,0.970094207528419,1.0259553264249035,0.9932050690401518,0.9752093641859229,0.9653700814113358,0.953635219907157,0.9515350514124851,0.976136699343535,1.0066206322710975
1,0.6111111111111112,0.9449725062271814,0.9868080635759565,1.0081573442328398,0.9885240478255773,0.9842946833344108,0.9881670552338322,0.9845211205219987,0.9799316155356893,0.9892702265625465,1.0076547878078361,0.9714744256881779,0.9986235095811072
2,0.7222222222222222,0.9775847220449136,1.0142476290287137,1.0012302956157415,0.9933980927891034,0.9823603668470646,0.9883794367388297,0.981174104597145,0.9245977227344135,0.9965189806411854,0.975308381124682,0.9423482392857403,1.0004310214623051
3,0.8333333333333333,0.9759340038167684,0.9796177084716271,1.0074614460901994,0.97668517787376,0.9882426339170209,0.9920200609158135,0.9884240981479764,0.9756154041117059,0.9864401261348003,0.9764187397829253,0.9864401261348003,0.9764187397829253
4,0.9444444444444444,1.0195111450181586,0.9591479849874617,0.9786322990630228,0.9715725001441117,0.9598323215635419,0.9800918456044291,0.963265238249498,1.0114415769269576,0.9689313707489469,1.0054656016635422,0.9689313707489469,1.0054656016635422
5,1.0555555555555556,0.9721100385773929,0.9883347745361394,0.9691072155191421,0.9955535382176771,0.9889756973710707,0.9478435237129095,0.97907268106375,1.037549326700137,0.9657848694492579,0.9890484659595197,0.9657848694492579,0.9890484659595197
6,1.1666666666666665,0.9964493204742215,0.9926756538221594,0.981520797927283,1.0284430974694747,0.9838589650083787,1.0031555620352395,1.0264438065541293,0.9965608387788365,0.9590421112409413,0.9908525307578486,0.9590421112409413,0.9908525307578486
7,1.2777777777777777,1.0010772532949008,0.9935445760718733,1.008638653440868,0.9733359588563032,0.9887008382473862,1.0198712848468032,0.9773145357663144,1.0173660200922274,0.9522843495655788,0.9855715033775025,0.9522843495655788,0.9855715033775025
8,1.3888888888888888,0.9799622200262074,0.960304886169876,0.9620639809943768,0.9953527099527149,1.0098011689564688,0.9985616687716092,0.9333678841183681,1.0099604603132852,0.9843487125077619,0.98394735562392,0.9843487125077619,0.98394735562392
9,1.5,0.9546990377876292,0.9924626385264873,0.982901335989018,0.9826264724673102,1.012149964193632,0.9922599227499915,0.9725851017022803,0.996860051393669,0.9968794188130046,1.0142910487620145,0.9968794188130046,1.0142910487620145
