,Tau,Signal Run [0. 0.]_0,Background Run [0. 0.]_0,Signal Run [0. 0.]_1,Background Run [0. 0.]_1,Signal Run [ 0. 18.]_0,Background Run [ 0. 18.]_0,Signal Run [ 0. 18.]_1,Background Run [ 0. 18.]_1,Signal Run [18.  0.]_0,Background Run [18.  0.]_0,Signal Run [18.  0.]_1,Background Run [18.  0.]_1,Signal Run [18. 18.]_0,Background Run [18. 18.]_0,Signal Run [18. 18.]_1,Background Run [18. 18.]_1
0,5.36e-07,0.9649290559367367,0.9726185247181036,1.001385527167605,0.9753836539024467,0.9918894936314773,0.9791095474234166,1.0138319025341789,0.9817038224107509,0.975955233606362,0.9604045231671376,0.9708844153892054,1.0095884693463446,1.0136223218847087,0.979456548812212,0.9252898642758036,0.9945390652238839
1,2.2698666666666667e-05,0.9988246618102249,0.9835272647330927,0.9938010110108714,0.9953317777561167,0.9639964139765091,0.9828825875976733,0.99226585883759,1.0295212873878081,0.9968819167715413,0.9526532195865691,0.9403452107706424,0.995070348329682,0.9831327761438108,0.9773061020351679,0.9625402916034443,0.9859007163778402
2,4.486133333333334e-05,0.9464367429640832,1.0174784571579796,0.9729199306660914,1.0133546402002656,0.9919251053694402,0.9858320063112007,0.9918129639574609,0.9987515761094334,0.998926796832706,0.962895421737922,1.009225848683,0.9546553163164982,1.0021573120874845,0.9502685119139807,1.0180306683906104,0.9342880196804036
3,6.7024e-05,0.9404070569666437,0.9786860060288866,1.0097121605427328,0.9711514663031278,1.0113200706917402,0.9759037053145723,0.9877903716066739,1.0047325407029313,0.9359468625308958,1.0005162900470979,1.012312682595219,0.9936966891547239,1.0128689671034443,0.9713388677647886,1.0111482955708297,0.9986991008106254
4,8.918666666666666e-05,0.9926213074759335,0.999353770590141,0.99340465395219,0.9789730500898328,0.9987878037628503,0.9642587871542564,0.9878309716651001,1.0227938324406582,0.9784027233272435,0.9816841392338421,0.9876657487115437,0.9662215261345586,0.9578502176835324,0.9611591410658469,0.9863464283473026,1.0079971004533355
5,0.00011134933333333333,0.9395684250125764,0.9510178218091355,0.9957868631012531,0.9534818573224698,0.9711520920322795,0.9710424641677319,0.9493905284514899,0.9862749024092804,0.9341727736624486,0.9675951927438092,0.9687667650192205,0.9763444139704431,0.9937682108300511,1.0220538992417572,0.9522643585209503,0.9850139883809182
6,0.00013351200000000002,1.001711906337492,0.968354161667902,0.9609311273918458,0.9674580631807331,0.9854728090047463,0.9909087549341338,1.007006059403086,0.9847915981425851,0.9811644185964684,0.9902084935123913,0.9954995107328591,0.99850264050016,0.954873318324858,0.9748155088518885,1.0103836929237044,0.9601637129350128
7,0.00015567466666666668,0.986996092773484,0.9626424307570607,0.9918095449898697,1.0154629317649297,0.9652260914944688,1.0115315413521233,0.9937925769996713,0.9698321489971213,1.0049661784108344,0.9722993046851182,0.945732111503832,0.9515753372630172,0.967830999343967,0.9641519692249673,0.9595287243855175,1.0025733446626908
8,0.00017783733333333335,0.9650571151340348,0.9977942580067665,0.9651655061535886,1.0052144748340173,0.9629663294178429,0.9361629971515629,0.9585735954282295,0.9482095848327942,0.9932534756266732,0.992730938030181,1.0193349978113009,0.9837496332011932,0.997143343810665,0.9494195810534729,0.9934377665979607,0.9237181814456287
9,0.0002,0.9809845136722897,0.9640120338892997,0.9380448369462754,0.9935933104479616,0.9749151490335382,0.9187744894340995,0.9515322447814046,0.9313773439804442,0.9659038723832006,1.007034169712255,0.9892218132311239,0.9464526750777177,0.9555982544645697,0.9852073256986534,0.9843324721553904,0.9985507330654798
