,Frequency,Signal Run [0. 0.]_0,Background Run [0. 0.]_0,Signal Run [0. 0.]_1,Background Run [0. 0.]_1,Signal Run [ 0. 18.]_0,Background Run [ 0. 18.]_0,Signal Run [ 0. 18.]_1,Background Run [ 0. 18.]_1,Signal Run [18.  0.]_0,Background Run [18.  0.]_0,Signal Run [18.  0.]_1,Background Run [18.  0.]_1,Signal Run [18. 18.]_0,Background Run [18. 18.]_0,Signal Run [18. 18.]_1,Background Run [18. 18.]_1
0,3.6,0.9460825627554861,1.0174694030796916,0.9933684146483833,0.971475994796745,0.9927253191607072,0.9653644574891171,0.9752905791910009,0.9751728235149671,0.9631818391585869,0.985968812912729,0.9844955120072807,0.9992266356367352,0.9863576709973164,0.9683351181142406,0.9618147318704744,0.9869408060046635
1,3.6020689655172413,0.9798085512486375,1.0179916268576696,0.9877666356383409,0.9693280410979324,0.9546228255449349,0.9996873389590428,1.0099411070806805,0.9676207856429709,0.9748954720911323,0.9632024592337538,1.0106454300193255,1.0272968126003303,0.9675314598823149,1.0114412680736296,0.9458770381274605,0.9929236512127818
2,3.604137931034483,0.9740927512002246,0.9471444998202624,1.0078509279916354,0.993944059156948,1.0226866997673507,0.965380706941339,1.0324938207247933,1.0363052888120055,0.9547380855141253,0.9840747860502889,0.9819789960449771,0.9699127342030488,0.9741736507523403,0.9645580062094727,0.9826726934762375,0.9659169940837572
3,3.606206896551724,0.9849193477070739,0.9978910817822384,1.004942121342512,0.9807383829496126,0.9722468377876511,1.0273973975817825,1.0023656394902019,0.9300877021997147,0.9556382436754258,0.9845801614665431,0.9931872630379059,1.0077591038098117,0.9728702705050094,0.9860525153605261,0.9910561748331941,1.0027601265550392
4,3.6082758620689654,0.9852354380792516,0.9952849285342498,0.9806206406516599,0.9561604716182313,1.0035568942553774,0.968164264871803,0.9788356297249496,1.003545032744051,0.9982081082037617,0.9843471466588785,0.985134240762535,0.9683376096390307,0.9706988989118004,0.9968847317781433,1.0221501024210917,0.9814199122732672
5,3.610344827586207,1.0286276868316173,0.9512814303725221,0.9856570917212133,0.9742386242212169,1.0018812073012382,0.9766377005782986,0.9849034158989164,0.9696666040600862,0.9478188423019783,0.9841444398857215,0.9983836391510599,0.9747692767282835,1.0118082584049988,0.9927078295406563,0.960979848417565,1.0098442824340637
6,3.6124137931034483,0.9753083800025094,1.0019808442638807,1.0178926176090421,0.9885249883200886,0.9487343119330438,0.9550198135498704,1.0194068362765598,0.9765646106350471,0.9522409369580136,0.9784345771057179,0.981186599239142,1.0121390245711952,0.9748364445605853,0.9921830999082145,0.9997057717889365,0.9432433910438117
7,3.6144827586206896,0.9886574251277463,0.946320241754926,0.9969281442041299,0.9978020689716252,0.9913885007626831,0.9777817983853885,0.9942585852636842,0.9758896513169886,0.9664170462620085,1.0122614641857541,0.9844664533471074,0.9811894009011908,0.9536811313958123,0.9948757612494172,0.989360809821996,0.9677666507808746
8,3.6165517241379312,0.9906413999043107,0.9765115028806874,0.9741564785440223,0.9693820698914886,0.9742982828720564,0.9988474559864922,0.9763253585788204,0.964551449360181,1.003763052562905,0.9805956439817165,0.9818128306555189,1.0091080860076176,0.9815282928328067,1.0194921074717,0.954828649690613,0.9708453830632225
9,3.6186206896551725,0.9669783102108931,1.0009229518355143,0.984642936248923,0.9877485161424003,0.9878437753703305,0.9740306097719685,0.9378833571881793,0.9892652404629101,0.9645423833669438,0.9679943502959119,0.9576490825302895,0.9560930080212467,0.9820811366220764,0.9958412135335143,0.9788971558756341,0.9459873070776152
10,3.6206896551724137,0.9643390598064566,1.0239604180677848,1.0226257934280016,0.9643496718653725,0.9469705317278045,0.9644558678618493,0.9839445468852608,0.9757768879294797,0.9665091852169234,1.0182639904630437,0.9877097861239076,0.9728018755972718,0.9788459264117602,0.9609583052399914,1.0217734206440756,0.9384118303306496
11,3.6227586206896554,0.9430856773368059,0.9443025360134134,0.9448650589433483,1.0119731697972163,0.9623866291430447,1.0011534545449619,0.9490141728070274,1.0112210657971428,0.957952668277021,0.9789727421240944,0.9843658807331779,1.0079096564659862,0.9705283555655574,1.0023066144512387,1.0363733734806095,0.9738872409821356
