,Frequency,Signal Run 0,Background Run 0
0,3.088,0.005668370621679399,0.005626829629915391
1,3.0902000000000003,0.005659937487951897,0.005601842567197243
2,3.0924,0.005658688134876181,0.005619021172855191
3,3.0946,0.0057139720112089395,0.00566431022393977
4,3.0968,0.005659937488028943,0.0057039771861927555
5,3.099,0.005568110032513878,0.005722717483048613
6,3.1012,0.005617459481423292,0.005652753707505273
7,3.1033999999999997,0.005793618273633569,0.005697730420374021
8,3.1056,0.005696481067208415,0.005624330923596377
9,3.1078,0.005637449131588532,0.00561339908374744
10,3.11,0.005629953012832711,0.0056571264434447655
