,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9,Signal Run 10,Background Run 10,Signal Run 11,Background Run 11,Signal Run 12,Background Run 12,Signal Run 13,Background Run 13,Signal Run 14,Background Run 14,Signal Run 15,Background Run 15,Signal Run 16,Background Run 16,Signal Run 17,Background Run 17
10,3.413,1.7791024609979886,1.7820418807974934,1.8762451172584853,1.8760286664193855,1.884801949960148,1.8888914013088187,1.8776803129220772,1.8761164327860647,1.8886509032869507,1.8894761025705744,1.867945653456357,1.8702788242562252,1.8600384879479053,1.8628963875448323,1.896985034604927,1.8970181425777646,1.9182265699643906,1.9201002901831807,1.971765185621257,1.972463262797179,1.9190851898445591,1.9156485260502238,1.8732276164817196,1.8727884682210334,1.8517683797670028,1.8540581349561887,1.917262067361751,1.9142917256072778,1.920697482206881,1.9221261198199984,1.9025081223269285,1.9031577870410554,1.9068752420029818,1.9089610404610802,1.9068752420029818,1.9089610404610802
11,3.4143,1.874626577662532,1.877341426185334,1.8562098352054393,1.8570159814676725,1.8899995788471602,1.8933322335409104,1.8558125416927362,1.85555579910635,1.9389115180488348,1.9389393160746864,1.9086099716664546,1.908679310924098,1.9140852734728506,1.9134702783120174,1.8742873786560348,1.8761404844918161,1.8929140126070325,1.8952540546016559,1.9415642102599662,1.9412221991141259,1.9007202950357802,1.9012731347070022,1.9056152681485747,1.9075236576980887,1.9219399652382851,1.9210991492342049,1.8950116824805203,1.8922303056118936,1.914553153801343,1.9185161079651074,1.9213771318717479,1.9190855023090339,1.8894839076833148,1.8895048342861347,1.8894839076833148,1.8895048342861347
12,3.4156,1.8306852023831257,1.8326688658059103,1.8203008843481108,1.8203246219695792,1.8863702022920452,1.885296069300217,1.8741268355783072,1.8754149205578374,1.8603514475156544,1.8618210011741576,1.9212290822006879,1.9219521466226133,1.9106582903768095,1.9093883207762181,1.9102400683250105,1.9107651099071683,1.9034213997203673,1.9018144169003863,1.9035179124256707,1.906392678379831,1.9096953488511923,1.9081139778411567,1.9146780887598214,1.9135683490674396,1.899479997217488,1.8968504173012155,1.9210379317744584,1.925052109703348,1.9107622973067664,1.9102691143540824,1.9063033504298423,1.902035553431714,1.922923209513052,1.9229272697455693,1.922923209513052,1.9229272697455693
13,3.4169,1.8169198120084529,1.8200631893000514,1.8546590761822408,1.8555867225608444,1.8480674790030636,1.846968358756773,1.8411310588079346,1.8401268896856726,1.8891140993663047,1.8875442847835167,1.8985042525781068,1.897193991414226,1.8917911533597824,1.889159699262722,1.8500239684345976,1.8465626305177933,1.891546281014691,1.8909915672176663,1.9003751594973488,1.9049309327195127,1.8819321810438832,1.8832399431252638,1.9120097796476576,1.9111961371053083,1.8931582602876007,1.8954608216182134,1.8983299658379087,1.8958481218018055,1.8973673382533585,1.894022502365323,1.8867649990410582,1.8854038267181485,1.8966317799323054,1.8946752901533888,1.8966317799323054,1.8946752901533888
14,3.4181999999999997,1.829334024157623,1.8293018534335335,1.8314910349814044,1.8291275677754903,1.8596917877526997,1.8607865352159552,1.902031806219518,1.9024718914850445,1.809760381558365,1.8075530834386937,1.9264332709489387,1.9285602980235013,1.8648216388099907,1.8695516969529142,1.8973913877605055,1.8972017981465341,1.875132254374564,1.87533058953482,1.904617657331166,1.907013920183804,1.9192207440815015,1.917640310076476,1.9344072801473364,1.934306707025889,1.9383945967193499,1.9371339973773145,1.866107226434217,1.8614611875023483,1.807017117605899,1.8070080594604978,1.8787894289730411,1.881632024076043,1.9085015897772821,1.9098262186195847,1.9085015897772821,1.9098262186195847
15,3.4194999999999998,1.8301998276354707,1.829626998204794,1.850136096186635,1.8503844054727046,1.8391555153172316,1.8396615040865212,1.8871879064292292,1.8872700513222025,1.8599888224341803,1.856097081574702,1.879039300233041,1.8810288982732077,1.866956787537466,1.8695816824745235,1.904550506289248,1.9004154533175275,1.8984008679448112,1.9014802161277908,1.8836128768931462,1.8845833134830097,1.8945644095368583,1.8940037615512384,1.8663489787676817,1.8655893710624314,1.9044386881111934,1.9039676814545596,1.9135674118252182,1.9108406944030576,1.9158256221378496,1.9145662725155168,1.9210026373657898,1.920115282705894,1.9200019028367432,1.9198804031307444,1.9200019028367432,1.9198804031307444
16,3.4208,1.8662662060321396,1.8665701116301106,1.8645011794877182,1.8615676941034651,1.8702235392843944,1.8731036150037281,1.9245636112821203,1.9211253859189679,1.889409571568511,1.8865932130631713,1.9711617470232812,1.9691765215594608,1.8965218367527783,1.898871248847499,1.8818237999929044,1.884444009516879,1.9080924291594892,1.9124323762880515,1.8923746028386355,1.8930439449283554,1.9305736332127321,1.932242459195575,1.9023535134687364,1.9019109293359162,1.908055882017837,1.9050211987977257,1.8691803276620906,1.868832694913545,1.9072775346428243,1.906873056021414,1.9321559423512409,1.933463080119539,1.8764381446104503,1.8790839660397662,1.8764381446104503,1.8790839660397662
17,3.4221,1.8407768654267054,1.8384268287988903,1.8799100995094686,1.8828916853298756,1.8661284642160254,1.8670495511090093,1.8772761469918455,1.877617532872658,1.9080561947547845,1.9083073149201877,1.8966948730986233,1.8951687858807635,1.9460806300409121,1.9434544855047189,1.9094517239930215,1.90889732259823,1.8344616895398422,1.8365918398507655,1.9074337035020767,1.9049128174025707,1.8873128408709157,1.8865991469457881,1.8590646121777519,1.854302070977047,1.8625902947303454,1.863421115565474,1.9043256245650924,1.9032995917765176,1.8875221077866202,1.8889519945732507,1.925870125860683,1.9238761551490313,1.9137660613127203,1.9158387413121152,1.9137660613127203,1.9158387413121152
18,3.4234,1.8356626309767732,1.8356170296053134,1.836480960405742,1.8358597185216792,1.8400965935205171,1.8391208473929244,1.871356703483607,1.8699874103251628,1.8580345195867813,1.8580392047064016,1.9021914101869222,1.9048038116909154,1.9101110723093249,1.9099089888604959,1.9135689734783814,1.9121700081616841,1.8956582208193624,1.898099460579337,1.8892927565393876,1.8887461638618506,1.9242216007068147,1.9205931609044096,1.9838505252125596,1.982520898214927,1.9039604976207418,1.9024000531084149,1.9089944605606581,1.9076207946957686,1.9123823992590696,1.9091724937917243,1.8901638691844949,1.8938154215638796,1.926141548420503,1.9257864194178145,1.926141548420503,1.9257864194178145
19,3.4247,1.844430294463783,1.8430578780598659,1.8719510835851252,1.871916414026104,1.856974128822226,1.8565665268228113,1.884526466288111,1.8896007218626198,1.8623969541398788,1.8607993414592803,1.8982250213255005,1.8989596421558443,1.9163491007728193,1.9179895040022252,1.8866678616142063,1.8867481327947733,1.8471101619979327,1.8490085567949475,1.8738907079700635,1.873619285462938,1.8916737159870722,1.8922574772121075,1.85699567996266,1.8568435709221507,1.8809330087587492,1.8827892380657056,1.9091868611820775,1.9093327234767157,1.933154177454007,1.934974800466887,1.9055874689818837,1.9073122036785959,1.9181603593526242,1.919987541063941,1.9181603593526242,1.919987541063941
20,3.4259999999999997,1.865062764855598,1.8647582346084355,1.8181076333978654,1.8175279327964176,1.8681058824394334,1.8670064496978125,1.8072551113642743,1.8085560022608018,1.8508054400389264,1.8525030011249364,1.9261056280920075,1.9279131327076804,1.8757941023156506,1.8769800525509996,1.7600204543323448,1.7615937039960434,1.8444774574065825,1.845152733860152,1.8890088399983027,1.8874705717165638,1.9278775252886045,1.925908541577983,1.8852748298870692,1.8839767499000895,1.884834432461203,1.8873631272375646,1.8798860513410434,1.8756735382687026,1.8800472168453057,1.8813574780015774,1.876411282314659,1.8774557430514447,1.9204616658399627,1.9233295604033993,1.9204616658399627,1.9233295604033993
21,3.4273,1.831882397943279,1.8313639159551585,1.858991525577776,1.8598585775712806,1.8853729047866814,1.8859797789660688,1.862001851683084,1.864296604415727,1.8997910862292564,1.8989827535850294,1.9094938900402494,1.9073031458130867,1.8994918748479996,1.898076981010392,1.8710681024817373,1.8709010010735887,1.904273459885534,1.9028516937844977,1.9371399327523875,1.9376062546313169,1.9198438613199185,1.9200906090797385,1.9146509153485332,1.9145253552859245,1.914575953802966,1.912507958866172,1.8723071500007695,1.875541105359907,1.8523908700970797,1.8545025925996181,1.898703522635277,1.8994150302447828,1.9101482396262968,1.910234445122868,1.9101482396262968,1.910234445122868
22,3.4286,1.8483735688579213,1.851203982673962,1.8095729812737789,1.8102760559888498,1.8397361533968029,1.8400990912074706,1.8849150165455908,1.8841669652130435,1.8699886603308482,1.8705449357802981,1.8932797597924718,1.893827289559796,1.8735237093160277,1.8728871630769897,1.9374188501092613,1.939415319761396,1.9290984578630455,1.9278744025597034,1.874183681450421,1.873681128428796,1.940562852339443,1.9397891892782992,1.9112080055353418,1.9114616246452951,1.8907960420548302,1.888625912343046,1.8794981254623018,1.879788912826753,1.894960143230882,1.8967026813530041,1.8936814280195768,1.8957800322876994,1.8741849306026466,1.8749045592586844,1.8741849306026466,1.8749045592586844
23,3.4299,1.814128127129465,1.8126804370904548,1.8420936855926098,1.8406463078307829,1.901947785255084,1.902556845877189,1.850139532475178,1.8500336496043097,1.8542108685889005,1.8539416325806735,1.9338191455241927,1.9338581877142595,1.9142992248858686,1.9162807018454984,1.9050115181218452,1.9059044948599102,1.8814564895756294,1.8816235908971926,1.9292515041943816,1.9304305831883144,1.9031246785637248,1.902059915730373,1.885047447176889,1.8837153224993908,1.9027539322145546,1.9051049060372711,1.9320950370521575,1.9299695714192666,1.9064042349386858,1.904380904501044,1.904720416581765,1.9074346403870517,1.9005894240871695,1.8976028410040193,1.9005894240871695,1.8976028410040193
24,3.4312,1.809773498554795,1.8086393966995438,1.858623279064184,1.8597779955095421,1.8686290498044646,1.8691153610107913,1.8976347004936118,1.8958449991806934,1.8472304105561839,1.8482283328462086,1.8810876183125962,1.884329694466981,1.8731670186072253,1.8706973561571025,1.8861553156956896,1.8843009605595384,1.9299264696531833,1.9307601020334164,1.899034289860083,1.9008502276193204,1.876371615950001,1.8756073229599848,1.9003973357561754,1.9014886471640704,1.9558152927748607,1.955389887388156,1.9085112723176383,1.9107276284893455,1.888942937903027,1.886886187100972,1.8997379888971142,1.8997345534152683,1.9033152045972341,1.9007393467836662,1.9033152045972341,1.9007393467836662
25,3.4325,1.8416473540101415,1.8443581421895872,1.8162785784021762,1.8160302692661257,1.8745113248963707,1.8725501499274564,1.84021090948857,1.8412453753127742,1.9024653308637895,1.9024740762781973,1.908807058174687,1.9100523527493447,1.9197901384478717,1.9194956030292087,1.9026745976405495,1.8989602650136652,1.8853591624500305,1.884300958788378,1.8805072919440358,1.8814539908275154,1.9195252736609936,1.9207618228413745,1.9229100897047564,1.9215873350777029,1.8221746014023024,1.8231456624232378,1.9068852367242501,1.9047310361586782,1.899967869662063,1.9019927617751526,1.9105505317887914,1.9097509444777474,1.901282816277247,1.9015623594527564,1.901282816277247,1.9015623594527564
