,Duration,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9,Signal Run 10,Background Run 10,Signal Run 11,Background Run 11,Signal Run 12,Background Run 12,Signal Run 13,Background Run 13,Signal Run 14,Background Run 14,Signal Run 15,Background Run 15,Signal Run 16,Background Run 16,Signal Run 17,Background Run 17,Signal Run 18,Background Run 18,Signal Run 19,Background Run 19,Signal Run 20,Background Run 20,Signal Run 21,Background Run 21,Signal Run 22,Background Run 22,Signal Run 23,Background Run 23,Signal Run 24,Background Run 24,Signal Run 25,Background Run 25,Signal Run 26,Background Run 26,Signal Run 27,Background Run 27,Signal Run 28,Background Run 28,Signal Run 29,Background Run 29,Signal Run 30,Background Run 30,Signal Run 31,Background Run 31,Signal Run 32,Background Run 32
0,1e-08,3.029005384817434,3.0267400506536144,3.215669223861382,3.212526215494519,3.086138608138795,3.086716810305822,2.73395011351871,2.733960545647606,2.7420232011378816,2.7424670349112894,2.511358428978496,2.510502057767586,2.35474579320294,2.3529026185509485,2.1017411116427493,2.1012379336489952,2.0169046381330116,2.017768317449522,1.937187345774153,1.936073608231284,1.9093693306781832,1.9117231155831607,1.9492987188152562,1.9487486901647622,1.9606996464109798,1.962265775615599,1.9969775471283833,1.9957965940211704,2.3667868355905775,2.368326853961843,3.294136370454519,3.2968031244442972,3.5147865889099745,3.514813387704253,3.8931600774184685,3.8924139606890464,3.921390642989253,3.921783317130375,4.17989679766172,4.18171861446915,3.9743064581591505,3.971685427301641,4.230987550215239,4.233149005881502,4.375560692627652,4.378907667557178,4.05837302815021,4.057148405406575,3.809344219610498,3.80920935099966,3.638945806975156,3.639266080334183,3.686139527762498,3.688367883352698,3.522489591012143,3.523242267873065,3.7135736218114106,3.7168205807447827,3.5640945765163248,3.563872752504765,3.7083514859255375,3.7070753912272574,3.562651444993596,3.565940817910749,3.8077147231898505,3.8083196632027887
1,2.3355704697986577e-08,3.01571453818472,3.0136144316283633,3.196061747348772,3.196483718232088,2.9703736225727364,2.9694019978455026,2.7107836086340664,2.7088537900465606,2.7569372698848746,2.7587182276114874,2.4871687119133075,2.488245344526516,2.34961618924797,2.3493808104999485,2.1111362004172136,2.111216658912305,2.0218472747950216,2.022675847147944,1.9281616297399595,1.9272196160283532,1.9010413163371254,1.9019452247773085,1.9308826628401963,1.9301895207595343,1.9672261527087176,1.966743651717682,1.9864284294089194,1.9863913860790468,2.3858523165800274,2.386265728386529,3.265478989996555,3.263989880489234,3.515355232536858,3.514095504846939,3.9570509084539927,3.956829022125072,3.950422563976222,3.947784541786478,4.169102495599127,4.17001915091153,4.010327778453123,4.011659033154316,4.191361734022131,4.190063085576368,4.357872679749519,4.3598304896651605,4.011281200739838,4.009373241012855,3.832573988634427,3.8326808717227743,3.637270050944813,3.6370227404835793,3.6993524171600036,3.6975404103615785,3.509342530123782,3.5123817186933817,3.737785310087193,3.7364152635275203,3.56698177611266,3.56586959703315,3.7201872316314386,3.7184473133022764,3.5504324711938935,3.551579194290287,3.786917836292654,3.7867121295946444
2,3.671140939597315e-08,2.9765946845998044,2.975759676690157,3.1588866265094877,3.158015949813834,3.0065366319984044,3.007853766702356,2.7388816960110742,2.7391668616146947,2.726423488914664,2.727282608975944,2.4904917467431673,2.4905823250354318,2.3628559858245053,2.361501059572925,2.1229347997168624,2.124358252793118,2.014797537735066,2.0166337151108533,1.9402348979947528,1.9400663598869334,1.9024757007896216,1.9021833517161932,1.9227159407327636,1.9224345234402997,1.9585195843485423,1.9587738281787985,1.987189725497806,1.986796303473069,2.3876852477754196,2.386748355699737,3.3338505151248325,3.3362162362673087,3.5582487660724618,3.5583468407427032,3.9162602764014447,3.9167433411007266,3.899779546602278,3.901129541324626,4.176693124294988,4.176340866827657,4.009753507081376,4.010837202084119,4.197703896717016,4.197285485984615,4.374296825665904,4.376897993755877,4.036914988969548,4.038625425143045,3.882780287060035,3.8830118567470286,3.5787057041551495,3.5788839879587395,3.7302009520070256,3.729497063414856,3.560897712834919,3.562591655148621,3.7134642972694665,3.7159254714578696,3.538757906865014,3.5416209984700706,3.7080773709533226,3.707443883658973,3.5115571948782223,3.5148228908819146,3.76943900478538,3.771768558922305
3,5.0067114093959735e-08,3.0450877372690233,3.043742429479043,3.17264092137492,3.1735630723619295,3.014093867936131,3.014434817445383,2.728029472420135,2.729137589311114,2.7563385154783937,2.7552075354381076,2.5020579721865497,2.502944327654067,2.355916377949327,2.35615856548664,2.1193323457130107,2.1203088420082525,2.0278135706840685,2.0277731539996124,1.9526099469675446,1.9524081761020549,1.9085893572591055,1.908167075245362,1.928344098161903,1.9294395952425074,1.9578249442053475,1.9583516099196534,1.9767814091032252,1.9773012657336093,2.369578024349593,2.370187397350084,3.3200073179849685,3.320709394634061,3.543862832058704,3.5445509160323403,3.9704800941103566,3.972213142782505,3.9432491885573198,3.9418668982857996,4.156246667064999,4.158256387242322,3.9034355059664203,3.905247889331765,4.196496385081363,4.196321413966027,4.344251032606331,4.3477288140049275,4.054185608566136,4.054768934735632,3.921690235976033,3.921647320496006,3.6527349838582253,3.6505303659410013,3.6977557980331635,3.696149122843721,3.563580834685688,3.5646457880281965,3.6862387796621596,3.6857447830552963,3.5608670998658503,3.561235285950498,3.646607575126826,3.646167925929978,3.5174902034577316,3.5184526463198957,3.737935797250917,3.737306932735983
4,6.34228187919463e-08,3.022089386160453,3.022516853898445,3.180081092508931,3.1810982568791393,3.000347631299249,3.000987926779561,2.7305599828809575,2.7307769961280246,2.768989936888298,2.7683882468849026,2.490619805606769,2.489301859899069,2.3565594836140664,2.3566801088189986,2.1053296346483914,2.106683560988118,2.020050451484552,2.0204927232011114,1.937316278808061,1.9373721874852763,1.8991579759667734,1.8995052967419266,1.9277469071812545,1.9290869028984439,1.9619859211622634,1.9630714858068932,1.9769040338161195,1.9775628812627044,2.40143091066718,2.403306755935772,3.290632870627839,3.2922120588374817,3.5196731986344196,3.521281559806406,3.9732862775358058,3.9738383064860323,3.9084512264307394,3.908908616812031,4.1298660062417865,4.131723742623993,3.99351102273093,3.9916108101390497,4.21646343357683,4.219093024295503,4.3792873348316546,4.38054975112622,4.018763289792863,4.019199065710472,3.888650195277574,3.88997514056567,3.6668818430838175,3.667538068624535,3.669461208018681,3.67243630599764,3.5700510738981,3.570296760271297,3.7135477016186256,3.7138992716152845,3.546112498703919,3.5452935445467935,3.658185678800027,3.6591891014579137,3.5267831880923595,3.526284069317742,3.7864260246668726,3.7865662650669036
5,7.677852348993289e-08,3.0423736932662586,3.0418734504479024,3.1693715995682594,3.1694015841086003,3.003007322970531,3.0055090977632855,2.73520702458662,2.736077451309657,2.713079363911801,2.7131522639145036,2.48774891032913,2.48918641944066,2.342542212172955,2.343900511906015,2.1082787998601358,2.1081766649950806,2.0295585447569437,2.0296117672978866,1.9371744769665113,1.937128500693048,1.9081864402839914,1.9092185949438354,1.9200022159279007,1.9212686871686688,1.9667973737609206,1.9677203973353083,1.9725960694860718,1.9732191230514857,2.396359964327626,2.397251879272043,3.3394236514989606,3.340560629188052,3.4900700968392573,3.490252503232767,3.9873424393866284,3.9907524408269177,3.9384544505325714,3.941612580309046,4.150643843960727,4.150040402658512,3.959855974278789,3.960352844760595,4.222542094913167,4.224495094124804,4.376086479433202,4.378034919033069,3.979197284336778,3.9796481787949785,3.868846609273424,3.8689334397364203,3.6601624812093427,3.6594989467936365,3.7345185501797737,3.73373320269517,3.5280883243849983,3.5276935895718977,3.6546696925207405,3.6592931926901233,3.496775177386123,3.4986686412300996,3.6664078457249283,3.665374189738641,3.5167414082869874,3.5157025671511613,3.760675453330971,3.759998426115487
6,9.013422818791946e-08,3.0435908804137557,3.0456961097214554,3.17388790241961,3.1743115594001043,3.010427504519,3.01095135998537,2.7390589153966283,2.7393708171778184,2.7137951867701275,2.7131734444623277,2.490878671382532,2.4913209434607677,2.344487208709883,2.3454745747848436,2.1209044724681183,2.1224622937247024,2.0155053602992528,2.0167407227811127,1.921069790530867,1.921338839172414,1.9055513631207548,1.9068095262490081,1.9261764670405261,1.9261047541320262,1.945180907999193,1.9461399128849655,1.9789987016174135,1.979514185544947,2.4060692703879276,2.405922096150269,3.2570546427942886,3.256657097014632,3.5314170352207657,3.533171696260002,3.99634814470706,3.9974820012013392,3.8890055795467613,3.889631320701633,4.152290628939594,4.154798095181046,3.968867106839343,3.9668949938497886,4.245470248341412,4.246146026509164,4.343226130948629,4.34506693843371,4.092982158158961,4.095247184632518,3.827674503340402,3.829583211216618,3.601520100102168,3.6016101788934,3.684986859892637,3.683717699067438,3.5086242131337575,3.5094649690648416,3.699619665721859,3.7003625979476173,3.573462259436726,3.5750741189748805,3.6467092076823624,3.6465970153688905,3.5203464239047446,3.5197015050348557,3.7235694991924815,3.7248192330565186
7,1.0348993288590603e-07,3.068255372525256,3.0696021169465175,3.16200170795266,3.1618970745634223,3.0156049660173574,3.016288114311657,2.71859470954323,2.7192629280496505,2.7327750285658112,2.732563824731636,2.5011679933466104,2.5018154095517553,2.3407906154518443,2.338519723943885,2.0925897699533116,2.091477656362603,2.023973364861786,2.0244101395835776,1.9413050948700714,1.9432898204180546,1.902112076701764,1.9024967532098556,1.9253394617502497,1.9252815540561565,1.947054190643663,1.9476613146643056,1.9772794640168243,1.9778123764778393,2.427702928582036,2.4293829374575493,3.3016587546477183,3.301223540479693,3.5207796279792665,3.5224486456471706,3.9551925566959225,3.9545924280049736,3.950022710023192,3.9509258089803394,4.129334264965755,4.130598366381142,3.9580253489121677,3.954564187087772,4.1955677767607105,4.198524136559175,4.329197567892581,4.331189172350307,4.095347386873739,4.094866196704778,3.8691425747660704,3.87102485885434,3.6567737740201833,3.657399765164585,3.6849263311385743,3.6848365023876366,3.4779930041436513,3.476081798836774,3.6481816482372595,3.6469710828976347,3.51580194986306,3.5160292707701433,3.702550282783064,3.7019915694235688,3.514852129909341,3.514408420445658,3.7868780570697926,3.7882549125623117
8,1.1684563758389261e-07,3.0789286314744135,3.079934676383412,3.204770205042546,3.2060596043887566,3.00823757104913,3.0084330329641578,2.709085482099139,2.710205655206077,2.7581833188211173,2.759031631536994,2.4766222720498474,2.475236923707725,2.3257085826139106,2.3260080532175613,2.1223449159553187,2.1218700359132927,2.0069562109965715,2.007973373462391,1.933413980334485,1.9350696881598142,1.9058918125497708,1.9061984042338183,1.9234959754218035,1.9247552004663158,1.961148539802363,1.962000974815229,1.9797770506158558,1.9798132195631377,2.4263367563810125,2.427007348175013,3.2977190969738452,3.2984103040398907,3.551412454447542,3.551678068331362,3.963002809288047,3.9609508615456033,3.947545039238779,3.95220777282068,4.1651776592837475,4.163631139425569,3.9818017248502677,3.9828645547410226,4.176284119724261,4.1776780927974935,4.373259054573771,4.373381679136426,4.109856616835363,4.11097279504913,3.859666944801878,3.8591688882359048,3.6261462776108324,3.629059281162738,3.743553158040464,3.744556829911894,3.552699745945726,3.5529634858185717,3.695557007532203,3.6957848286795096,3.532933772379905,3.532433966505877,3.6334433307278537,3.6338083931069223,3.517710335658122,3.51874305454117,3.7176582135150813,3.7176903214690347
9,1.302013422818792e-07,3.0643873655880354,3.0649777491206134,3.185961505921969,3.187993897822681,2.9997764287211734,3.001132106134027,2.6985357331118873,2.7004396271223423,2.7459792894779764,2.7468840737471876,2.498373434202445,2.498485188939195,2.341842447510959,2.3437553985819015,2.1071251443592716,2.1091582201719734,2.026774857116378,2.0283206843992923,1.9282710729745334,1.929879492730653,1.9189804932893706,1.9201349598539579,1.9291339399715823,1.9298659371043676,1.9676431250465176,1.9680642825900918,1.9786601889752702,1.978652505324877,2.4086877926417745,2.410549895210064,3.329978317416618,3.329105391754287,3.5561305338631253,3.556893454142676,3.982625668677881,3.9862014601178286,3.895050791945022,3.896370677258317,4.177532183640772,4.178314783422357,3.868501611083321,3.868829005744154,4.221313076281634,4.225201334838244,4.295337559042202,4.295852046569119,4.108471275652943,4.110063834547509,3.853018040662551,3.854942678140072,3.5969914860162477,3.595219771222776,3.7293174668607434,3.730231622867867,3.580056245108982,3.5776926467641723,3.6686853599676543,3.6711940091316633,3.553145077583677,3.5508861750261436,3.6386547193226013,3.6404223115378262,3.487876187721116,3.488369497160827,3.7416122147699986,3.740819684303229
