,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2
0,2.7,0.005486089870680425,0.005643507058648994,0.0054970216198401275,0.0056163338536902255,0.0055145124186562365,0.005406131933966198
1,2.706,0.005638197352984572,0.005495772277080142,0.005526693510351119,0.005522320810673948,0.005458291994226025,0.005507953368961979
2,2.712,0.005642570051691701,0.005735958423138162,0.00556354912179334,0.0054673497292259355,0.005495147605649672,0.005566360142969264
3,2.718,0.005642570051515574,0.0057200293029499895,0.005525756503290352,0.005524819496210581,0.005469536079175284,0.005611336482619611
4,2.724,0.005669430921121952,0.00565350180089837,0.0055491816801618655,0.005528879860238906,0.005519197453752838,0.0056550634791929085
5,2.73,0.005609150132735394,0.005576979556639449,0.005515761761184378,0.005537000588232275,0.005610399475482893,0.005566672478895845
6,2.736,0.005695354783319846,0.005775000384372664,0.005558551750895022,0.005551992701448687,0.005415502004632161,0.0056200818818976615
7,2.742,0.005615084511181748,0.005586349627477369,0.005566984814532183,0.005576042549490762,0.0055129507400329325,0.005508578040304946
8,2.748,0.005735958423594156,0.005635073997770453,0.005547932337400489,0.00552075913229403,0.005595719697969679,0.005616021517763531
9,2.754,0.005617895532257986,0.005562924450498281,0.005542934966417482,0.005534189567088866,0.005532627888473487,0.005553866715408468
10,2.7600000000000002,0.005606026775852623,0.005630388959779818,0.005608525461369167,0.005458604329946877,0.00559384568388584,0.005532627888553237
11,2.766,0.005581352256225755,0.0056013417410585254,0.005511076725860983,0.005660997857150743,0.005571045178491619,0.005497021619924913
12,2.7720000000000002,0.005610087140581647,0.005535751245512143,0.005435179153195431,0.0055663601430974525,0.005524194824815961,0.005467974400610733
13,2.778,0.005579165906300157,0.005714407260309903,0.005553554379762218,0.005510139718910045,0.0055042053406899605,0.005543871973373854
14,2.7840000000000003,0.005601654076333441,0.005464851043788679,0.005603215754616725,0.005570108171473254,0.005597593712154428,0.005539186938075659
15,2.79,0.0056460057441191725,0.00562289290306713,0.005550743358727589,0.005558239415133108,0.005477656806919841,0.00553418956690233
16,2.7960000000000003,0.005559801093580131,0.005620394217643607,0.005397698870239711,0.005621018888807347,0.005549494015932639,0.005538874602379824
17,2.802,0.00560071706902843,0.005634761659262763,0.005480780163875155,0.0055729191926332895,0.00553075387452119,0.005659748514498391
18,2.8080000000000003,0.005648504429755903,0.005631013631056141,0.0054411135313328736,0.00564881676538825,0.005569795835634492,0.005475470457189467
19,2.814,0.005609150132647402,0.005582289263261608,0.0055326278885669405,0.005522945482061871,0.005538874602318391,0.0055466829945061205
20,2.8200000000000003,0.005537625259589399,0.005509827383150997,0.005621955896039156,0.0055279428532442765,0.005521696139278038,0.005521696139282904
21,2.826,0.005579478242048811,0.005439864188544002,0.0055569900725784575,0.005610399475587371,0.005543559637615669,0.005472347100313613
22,2.8320000000000003,0.005466100386430298,0.005565735471657478,0.005620394217514697,0.0055510556942532825,0.005540123945105029,0.005491399577426695
23,2.838,0.005472347100332916,0.0054760951286090525,0.005530753874375371,0.005516386432755006,0.005620394217480592,0.005579478242126132
24,2.8440000000000003,0.005528879860284813,0.005513263075704994,0.005543559637647208,0.005637260344905636,0.005578853570625524,0.005579478242062372
25,2.85,0.005558864086644994,0.005514512418430393,0.005493585927265652,0.005523257817859383,0.00547203476459273,0.005613835168647315
26,2.856,0.005514200082714288,0.005497646291336769,0.00549952030546281,0.0056350739950505255,0.005513575411386618,0.005544808980355995
27,2.862,0.005561050436349615,0.0055904099912405,0.005608525461450979,0.005435491489010525,0.00548608987072527,0.005593845683940477
28,2.868,0.005462664693889506,0.005523257817892062,0.005435491488848665,0.005546682994563651,0.0055591764222258765,0.0054882762204690036
29,2.874,0.005546682994743635,0.005490150234634419,0.005584787951237109,0.005523882489154517,0.005531378545714235,0.0055744808710974855
30,2.88,0.005624454581445292,0.005612273489593305,0.005515137089926372,0.005467037393515854,0.0055576147438924466,0.005501706655309453
31,2.886,0.005457667322900589,0.005546682994595079,0.00540082222716789,0.005546682994658589,0.005585724955861753,0.005603215754598495
32,2.892,0.005636948009063063,0.00542955711073825,0.005564486128913615,0.005584163277426756,0.005507953368985584,0.005628514945472984
33,2.898,0.005472971771721436,0.00549670928424767,0.005517948111089785,0.005549494015849857,0.0055207591323652725,0.005463914036825049
34,2.904,0.005557927079377455,0.005483903520743075,0.005563549121985911,0.005563236786161181,0.0054664127221102955,0.005538249930929727
35,2.91,0.005555428393841751,0.005434242146054764,0.005551368029972181,0.005631325966720276,0.005440176524275802,0.005517011104127568
36,2.916,0.005595407362248678,0.005515137089795949,0.005452669951765964,0.005661622528714568,0.005616646189178298,0.005492024248698877
37,2.922,0.005644756401394535,0.00555136802996463,0.005493585927270796,0.005562924450420754,0.005569795835690798,0.005475782792876634
38,2.928,0.005559176422195453,0.005481717170991018,0.005707535875147135,0.005481404835289446,0.005632262973750615,0.005590409991287933
39,2.934,0.00552013446100349,0.005582913934844389,0.005534189566958585,0.005566672478775904,0.005535438909680093,0.0055057670190799945
40,2.94,0.005442362873958203,0.005607276118451762,0.005472659435988755,0.005520446796585924,0.005516698768315243,0.005444549223807938
41,2.946,0.005590409991273436,0.005451420609012649,0.005555740729717338,0.005507641033224733,0.005599467726260857,0.005616646189263222
42,2.952,0.005538874602323128,0.005528255188730159,0.0055160740968803025,0.005607276118424711,0.005501081983790796,0.005506079354779264
